wechel_scan_id	wechel_book	wechel_page	wechel_title	wechel_chapter
38	Liber primus	4	De Iride.	Cap. I
40	Liber primus	6	De Acoro.	Cap. II
40	Liber primus	6	De Meo.	Cap. III
40	Liber primus	6	De Cypero.	Cap. IIII
41	Liber primus	7	De Cardamomo.	Cap. V
42	Liber primus	8	De Nardo.	Cap. VI
43	Liber primus	9	De Nardo Celtica.	Cap. VII
44	Liber primus	10	De Nardo Montana.	Cap. VIII
44	Liber primus	10	De Asaro.	Cap. IX
44	Liber primus	10	De Phu.	Cap. X
45	Liber primus	11	De Malabathro.	Cap. XI
45	Liber primus	11	De Cassia.	Cap. XII
46	Liber primus	12	De Cinnamomo.	Cap. XIII
48	Liber primus	14	De Amomo.	Cap. XIIII
49	Liber primus	15	De Costo.	Cap. XV
49	Liber primus	15	De Iunco odorato.	Cap. XVI
50	Liber primus	16	De Calamo odorato.	Cap. XVII
50	Liber primus	16	De Balsamo.	Cap. XVIII
52	Liber primus	18	De Aspalatho.	Cap. XIX
53	Liber primus	19	De Musco.	Cap. XX
53	Liber primus	19	De Agallocho.	Cap. XXI
53	Liber primus	19	De Nascaphtho.	Cap. XXII
53	Liber primus	19	De Cancamo.	Cap. XXIII
54	Liber primus	20	De Cyphi.	Cap. XXIIII
54	Liber primus	20	De Croco.	Cap. XXV
55	Liber primus	21	De Crocomagmate.	Cap. XXVI
56	Liber primus	22	De Helenio.	Cap. XXVII
56	Liber primus	22	De Helenio Aegyptio.	Cap. XXVIII
56	Liber primus	22	De oleo omphacino.	Cap. XXIX
57	Liber primus	23	De oleo communi.	Cap. XXX
57	Liber primus	23	De oleo sylvestris olivae.	Cap. XXXI
57	Liber primus	23	Oleum candidum.	Cap. XXXII
58	Liber primus	24	De Sicyonio oleo.	Cap. XXXIII
58	Liber primus	24	Strigmenta à balneis.	Cap. XXXIIII
58	Liber primus	24	Strigmenta palaestrica.	Cap. XXXV
58	Liber primus	24	Strigmenta gymnasiorum.	Cap. XXXVI
59	Liber primus	25	De Elaeomelite.	Cap. XXXVII
59	Liber primus	25	De Cicino oleo.	Cap. XXXVIII
60	Liber primus	26	De Amygdalino oleo.	Cap. XXXIX
60	Liber primus	26	De Balanino oleo.	Cap. XL
60	Liber primus	26	Olea Sesaminum et Caryinum.	Cap. XLI
61	Liber primus	27	De Hyoscyamino oleo.	Cap. XLII
61	Liber primus	27	De Gnidico oleo.	Cap. XLIII
61	Liber primus	27	De Cnicino oleo.	Cap. XLIIII
61	Liber primus	27	De Raphanino oleo.	Cap. XLV
61	Liber primus	27	De Melanthino oleo.	Cap. XLVI
61	Liber primus	27	De Sinapino oleo.	Cap. XLVII
61	Liber primus	27	De Myrtino oleo.	Cap. XLVIII
62	Liber primus	28	De Laurino oleo.	Cap. XLIX
62	Liber primus	28	De Lentiscino et Terebinthino.	Cap. L
63	Liber primus	29	De Mastichino.	Cap. LI
63	Liber primus	29	De unguentorum compositione.	Cap. LII
63	Liber primus	29	De Rosacei praeparatione.	Cap. LIII
64	Liber primus	30	De Elatini confectione.	Cap. LIIII
65	Liber primus	31	De Melini compositione.	Cap. LV
65	Liber primus	31	De Oenanthini confectione.	Cap. LVI
65	Liber primus	31	De Telini componendi ratione.	Cap. LVII
66	Liber primus	32	De Sampsuchini componendi.	Cap. LVIII
66	Liber primus	32	De Ocimini praeparatione. C. LIX	
67	Liber primus	33	De Abrotonini confectione.	Cap. LX
67	Liber primus	33	De Anethini componendi ratione.	Cap. LXI
67	Liber primus	33	De Susini compositione.	Cap. LXII
69	Liber primus	35	De Narcissini mistura.	Cap. LXIII
69	Liber primus	35	De Crocini confectione. C. LXIIII	
70	Liber primus	36	De Cyprini olei spissamento ac praeparatione.	Cap. LXV
71	Liber primus	37	De Irini spissamento.	Cap. LXVI
72	Liber primus	38	De Gleucini compositione.	Cap. LXVII
72	Liber primus	38	De Amaracino.	Cap. LXVIII
73	Liber primus	39	De Megalio.	Cap. LXIX
73	Liber primus	39	De Hedychroo.	Cap. LXX
73	Liber primus	39	De Metopio.	Cap. LXXI
74	Liber primus	40	De Mendesio.	Cap. LXXII
74	Liber primus	40	De Stacte.	Cap. LXXIII
74	Liber primus	40	De Cinnamomino.	Cap. LXXIIII
75	Liber primus	41	De Nardino unguento.	Cap. LXXV
75	Liber primus	41	De Malabathrino.	Cap. LXXVI
75	Liber primus	41	De Myrrha.	Cap. LXXVII
77	Liber primus	43	De Boeotica myrrha.	Cap. LXXVIII
77	Liber primus	43	De Styrace.	Cap. LXXIX
78	Liber primus	44	De Bdellio.	Cap. LXXX
79	Liber primus	45	De Thure.	Cap. LXXXI
80	Liber primus	46	De Thuris cortice.	Cap. LXXXII
80	Liber primus	46	De Manna thuris.	Cap. LXXXIII
81	Liber primus	47	De Thuris fuligine.	Cap. LXXXIIII
81	Liber primus	47	De Fuliginis confectione.	Cap. LXXXV
81	Liber primus	47	De Pinu.	Cap. LXXXVI
82	Liber primus	48	De Pityidibus.	Cap. LXXXVII
82	Liber primus	48	De Strobilis.	Cap. LXXXVIII
83	Liber primus	49	De Lentisco.	Cap. LXXXIX
83	Liber primus	49	De Resina lentiscina.	Cap. XC
84	Liber primus	50	De Terebintho.	Cap. XCI
84	Liber primus	50	De Resinis alÿs.	Cap. XCII
85	Liber primus	51	De Urendae resinae modo, eiusdémque fuligine.	Cap. XCIII
86	Liber primus	52	De Pice liquida.	Cap. XCIIII
86	Liber primus	52	De picino Oleo.	Cap. XCV
86	Liber primus	52	De Picis liquidae Fuligine.	Cap. XCVI
87	Liber primus	53	De Pice spissa sive arida.	Cap. XCVII
87	Liber primus	53	De Zopissa.	Cap. XCVIII
87	Liber primus	53	De Bitumine.	Cap. XCIX
88	Liber primus	54	De Pissasphalto.	Cap. C
88	Liber primus	54	De Naphtha.	Cap. CI
88	Liber primus	54	De Cupresso.	Cap. CII
89	Liber primus	55	De Iunipero.	Cap. CIII
89	Liber primus	55	De Sabina.	Cap. CIIII
90	Liber primus	56	De Cedro.	Cap. CV
91	Liber primus	57	De Lauro.	Cap. CVI
92	Liber primus	58	De Platano.	Cap. CVII
92	Liber primus	58	De Fraxino.	Cap. CVIII
92	Liber primus	58	De Populo alba.	Cap. CIX
92	Liber primus	58	De Macere.	Cap. CX
93	Liber primus	59	De Ulmo.	Cap. CXI
93	Liber primus	59	De Lignorum carie.	Cap. CXII
93	Liber primus	59	De Populo nigra.	Cap. CXIII
93	Liber primus	59	De Harundine.	Cap. CXIIII
94	Liber primus	60	De Papyro.	Cap. CXV
94	Liber primus	60	De Myrica sev tamarice.	Cap. CXVI
95	Liber primus	61	De Erica.	Cap. CXVII
95	Liber primus	61	De Acacalide.	Cap. CXVIII
95	Liber primus	61	De Rhamno.	Cap. CXIX
96	Liber primus	62	De Halimo.	Cap. CXX
96	Liber primus	62	De Paliuro.	Cap. CXXI
96	Liber primus	62	De Acuta spina.	Cap. CXXII
97	Liber primus	63	De Cynosbato.	Cap. CXXIII
97	Liber primus	63	De Cypro.	Cap. CXXIIII
97	Liber primus	63	De Phillyrea.	Cap. CXXV
98	Liber primus	64	De Cisto.	Cap. CXXVI
98	Liber primus	64	De Hypocistide.	Cap. CXXVII
98	Liber primus	64	De Ladano.	Cap. CXXVIII
99	Liber primus	65	De Ebeno.	Cap. CXXIX
100	Liber primus	66	De Rosa.	Cap. CXXX
100	Liber primus	66	De Roseis pastillis.	Cap. CXXXI
101	Liber primus	67	De Lycio.	Cap. CXXXII
102	Liber primus	68	De Acacia.	Cap. CXXXIII
103	Liber primus	69	De Amurca.	Cap. CXXXVIII
104	Liber primus	70	De Vitice.	Cap. CXXXV
104	Liber primus	70	De Salice.	Cap. CXXXVI
105	Liber primus	71	De Oleastro.	Cap. CXXXVII
106	Liber primus	72	De Olea.	Cap. CXXXVIII
106	Liber primus	72	De Colymbadibus olivis.	Cap. CXXXIX
106	Liber primus	72	De sylvestris olivae oleo.	Cap. CXL
106	Liber primus	72	De oleae Aethiopicae lachryma.	Cap. CXLI
107	Liber primus	73	De Quercu.	Cap. CXLII
107	Liber primus	73	De Glandibus.	Cap. CXLIII
107	Liber primus	73	De Fago et Ilice.	Cap. CXLIIII
107	Liber primus	73	De Castaneis.	Cap. CXLV
107	Liber primus	73	De Gallis.	Cap. CXLVI
108	Liber primus	74	De Rhu.	Cap. CXLVII
109	Liber primus	75	De Palma.	Cap. CXLVIII
109	Liber primus	75	De Palmis Thebaicis.	Cap. CXLIX
110	Liber primus	76	De Palma elate.	Cap. CL
110	Liber primus	76	De Malo Punico.	Cap. CLI
111	Liber primus	77	De Cytinis.	Cap. CLII
111	Liber primus	77	De Malicorio.	Cap. CLIII
111	Liber primus	77	De Balaustijs.	Cap. CLIIII
111	Liber primus	77	De Myrto.	Cap. CLV
112	Liber primus	78	De Myrtidano.	Cap. CLVI
113	Liber primus	79	De Cerasiis.	Cap. CLVII
113	Liber primus	79	De Siliquis.	Cap. CLVIII
113	Liber primus	79	De Malo.	Cap. CLIX
113	Liber primus	79	De Cotoness.	Cap. CLX
114	Liber primus	80	De Melimelis seu musteis. C. CLXI	
114	Liber primus	80	De Epiroticis malis.	Cap. CLXII
114	Liber primus	80	De Sylvestibus malis. C. CLXIII	
114	Liber primus	80	De Persicis malis.	Cap. CLXIIII
114	Liber primus	80	De Armeniacis.	Cap. CLXV
114	Liber primus	80	De Medicis.	Cap. CLXVI
115	Liber primus	81	De Pyro.	Cap. CLXVII
115	Liber primus	81	De Pyro sylvestri.	Cap. CLXVIII
115	Liber primus	81	De Mespilis.	Cap. CLXIX
115	Liber primus	81	De altera Mespilo.	Cap. CLXX
116	Liber primus	82	De Loto.	Cap. CLXXI
116	Liber primus	82	De Corno.	Cap. CLXXII
116	Liber primus	82	De Sorbis.	Cap. CLXXIII
116	Liber primus	82	De Pruno.	Cap. CLXXIIII
116	Liber primus	82	De Arbuto.	Cap. CLXXV
117	Liber primus	83	De Amygdalo.	Cap. CLXXVI
117	Liber primus	83	De Pistaciis.	Cap. CLXXVII
117	Liber primus	83	De nucib iuglandib. C. CLXXVIII	
118	Liber primus	84	De Nucibus auellanis.	Cap. CLXIX
118	Liber primus	84	De Moro.	Cap. CLXXX
119	Liber primus	85	De Sycomoro.	Cap. CLXXXI
120	Liber primus	86	De fico Cypria.	Cap. CLXXXII
120	Liber primus	86	De ficubus.	Cap. CLXXXIII
121	Liber primus	87	De Ficu sylvestri.	Cap. CLXXXIIII
121	Liber primus	87	De Grossis.	Cap. CLXXXV
122	Liber primus	88	De Lixivio ficus.	Cap. CLXXXVI
122	Liber primus	88	De Persea.	Cap. CLXXXVII
122	Liber primus	88	De Iberide.	Cap. CLXXXVIII
123	Liber secundus	89	De Echino marino.	Cap. I
124	Liber secundus	90	De terrestri echino.	Cap. II
124	Liber secundus	90	De Hippocampo.	Cap. III
124	Liber secundus	90	De Purpura.	Cap. IIII
124	Liber secundus	90	De Buccinis.	Cap. V
124	Liber secundus	90	De Cionijs.	Cap. VI
124	Liber secundus	90	De Mytulis seu musculis.	Cap. VII
125	Liber secundus	91	De Tellinis.	Cap. VIII
125	Liber secundus	91	De Chamis.	Cap. IX
125	Liber secundus	91	De ungue.	Cap. X
125	Liber secundus	91	De Cochleis.	Cap. XI
126	Liber secundus	92	De Cancris.	Cap. XII
126	Liber secundus	92	De Scorpione terrestri.	Cap. XIII
127	Liber secundus	93	De Scorpione marino.	Cap. XIIII
127	Liber secundus	93	De dracone marino.	Cap. XV
127	Liber secundus	93	De Scolopendra.	Cap. XVI
127	Liber secundus	93	De Torpedine.	Cap. XVII
127	Liber secundus	93	De Vipera.	Cap. XVIII
128	Liber secundus	94	De Anguium senecta.	Cap. XIX
128	Liber secundus	94	De Lepore marino.	Cap. XX
128	Liber secundus	94	De Lepore terrestri.	Cap. XXI
128	Liber secundus	94	De Pastinaca marina.	Cap. XXII
128	Liber secundus	94	De Sepia.	Cap. XXIII
129	Liber secundus	95	De Mullo.	Cap. XXIIII
129	Liber secundus	95	De Hippopotami seu fluviatilis equi testiculo.	Cap. XXV
129	Liber secundus	95	De Castorio, seu fibri testibus.	Cap. XXVI
130	Liber secundus	96	De Mustela vulgari seu domestica.	Cap. XXVII
130	Liber secundus	96	De Ranis.	Cap. XXVIII
130	Liber secundus	96	De Siluro.	Cap. XXIX
130	Liber secundus	96	De Smaride.	Cap. XXX
130	Liber secundus	96	De Maena.	Cap. XXXI
131	Liber secundus	97	De Gobio.	Cap. XXXII
131	Liber secundus	97	De salsamento quod omotarichon appellatur.	Cap. XXXIII
131	Liber secundus	97	De Garo.	Cap. XXXIIII
131	Liber secundus	97	De Recentium piscium iusculo. C. XXXV. De Cimicibus.	Cap. XXXVI
132	Liber secundus	98	De Millepedis.	Cap. XXXVII
132	Liber secundus	98	De Blatta.	Cap. XXXVIII
132	Liber secundus	98	De Pulmone marino.	Cap. XXXIX
132	Liber secundus	98	De Pulmone suillo.	Cap. XL
132	Liber secundus	98	De Pulmone vulpino.	Cap. XLI
132	Liber secundus	98	De Hepate asinino.	Cap. XLII
132	Liber secundus	98	De masculi cervi Genitali.	Cap. XLIII
132	Liber secundus	98	De asinorum Ungulis.	Cap. XLIIII
133	Liber secundus	99	De equorum lichenibus.Cap. XLV	
133	Liber secundus	99	De Caprinis ungulis.Cap. XLVI	
133	Liber secundus	99	De Caprino iecore.C. XLVII. De Aprino iecore.Cap. XLVIII	
133	Liber secundus	99	De canis rabidi Iecore. C. XLIX. De Iecore mergi.Cap. L	
133	Liber secundus	99	De Veteribus soleis.Cap. LI	
133	Liber secundus	99	De Gallinis.Cap. LII	
134	Liber secundus	100	De Ovo.	Cap. LIIII
134	Liber secundus	100	De Ovi candido seu albumine. C. LV. De Cicadis.	Cap. LVI
135	Liber secundus	101	De Locustis.	Cap. LVII
135	Liber secundus	101	De Ossifrago.	Cap. LVIII
135	Liber secundus	101	De Galerita.	Cap. LIX
135	Liber secundus	101	De Hirundine.	Cap. LX
135	Liber secundus	101	De Ebore.	Cap. LXI
135	Liber secundus	101	De Talo suillo.	Cap. LXII
136	Liber secundus	102	De Cornu cervino.	Cap. LXIII
136	Liber secundus	102	De Erucis.	Cap. LXIIII
136	Liber secundus	102	De Cantharidibus.	Cap. LXV
136	Liber secundus	102	De Bupresti.	Cap. LXVI
137	Liber secundus	103	De Salamandra.	Cap. LXVII
137	Liber secundus	103	De Araneo.	Cap. LXVIII
137	Liber secundus	103	De Lacerta.	Cap. LXIX
137	Liber secundus	103	De Sepe.	Cap. LXX
137	Liber secundus	103	De Scinco.	Cap. LXXI
138	Liber secundus	104	De Terrenis vermibus. C. LXXII. De Mure araneo.	Cap. LXXIII
138	Liber secundus	104	De Muribus.	Cap. LXXIIII
138	Liber secundus	104	De Lacte.	Cap. LXXV
139	Liber secundus	105	De Sero lactis.	Cap. LXXVI
139	Liber secundus	105	De Schisto lacte.	Cap. LXXVII
140	Liber secundus	106	De Lacte muliebri. C. LXXVIII. De Caseo recenti.	Cap. LXXIX
140	Liber secundus	106	De Hippace.	Cap. LXXX
141	Liber secundus	107	De Butyro et eius fuligine.	Cap. LXXXI
141	Liber secundus	107	De Lanis.	Cap. LXXXII
142	Liber secundus	108	De Lanis ustis.	Cap. LXXXIII
142	Liber secundus	108	De Oesypo.	Cap. LXXXIIII
143	Liber secundus	109	De Coagulo.	Cap. LXXXV
144	Liber secundus	110	De adipe.	Cap. LXXXVI
145	Liber secundus	111	De suillo et ursino adipe.	Cap. LXXXVII
145	Liber secundus	111	De sevo hircino, ovillo et cervino.	Cap. LXXXVIII
146	Liber secundus	112	De sevo bubulo.	Cap. LXXXIX
146	Liber secundus	112	De adipe taurino, pantherino ac leonino.	Cap. XC
147	Liber secundus	113	Quomodo pingue odoramentis imbuendum sit.	Cap. XCI
149	Liber secundus	115	Quomodo adeps sampsuchi odore imbuatur.	Cap. XCII
149	Liber secundus	115	De adipe anserino et gallinaceo.	Cap. XCIII
149	Liber secundus	115	Adipum vis.	Cap. XCIIII
150	Liber secundus	116	De Medullis.	Cap. XCV
151	Liber secundus	117	De omni fellis genere.	Cap. XCVI
152	Liber secundus	118	De sanguinis varijs generibus.	Cap. XCVII
153	Liber secundus	119	De fimo.	Cap. XCVIII
154	Liber secundus	120	De urinis.	Cap. XCIX
155	Liber secundus	121	De Lyncurio.	Cap. C
155	Liber secundus	121	De Melle.	Cap. CI
156	Liber secundus	122	De Melle Sardoo.	Cap. CII
156	Liber secundus	122	De Melle Pontico.	Cap. CIII
156	Liber secundus	122	De Saccharo.	Cap. CIIII
157	Liber secundus	123	De Cera.	Cap. CV
158	Liber secundus	124	De Propoli.	Cap. CVI
158	Liber secundus	124	De Tritico.	Cap. CVII
159	Liber secundus	125	De Hordeo.	Cap. CVIII
159	Liber secundus	125	De Zytho.	Cap. CIX
160	Liber secundus	126	De Curmi.	Cap. CX
160	Liber secundus	126	De Zea.	Cap. CXI
160	Liber secundus	126	De Crimno.	Cap. CXII
160	Liber secundus	126	De Olyra.	Cap. CXIII
160	Liber secundus	126	De Athera.	Cap. CXIIII
160	Liber secundus	126	De Trago.	Cap. CXV
160	Liber secundus	126	De Avena.	Cap. CXVI
161	Liber secundus	127	De Oryza.	Cap. CXVII
161	Liber secundus	127	De Chondro.	Cap. CXVIII
161	Liber secundus	127	De Milio.	Cap. CXIX
161	Liber secundus	127	De Panico.	Cap. CXX
161	Liber secundus	127	De Sesamo.	Cap. CXXI
161	Liber secundus	127	De Lolio.	Cap. CXXII
162	Liber secundus	128	De Amylo.	Cap. CXXIII
162	Liber secundus	128	De Foenigraeci farina.	Cap. CXXIIII
163	Liber secundus	129	De Lino.	Cap. CXXV
163	Liber secundus	129	De Cicere.	Cap. CXXVI
164	Liber secundus	130	De Faba Graeca.	Cap. CXXVII
165	Liber secundus	131	De Faba Aegyptia.	Cap. CXXVIII
165	Liber secundus	131	De Lente.	Cap. CXXIX
166	Liber secundus	132	De Phasiolo.	Cap. CXXX
166	Liber secundus	132	De Ervo.	Cap. CXXXI
167	Liber secundus	133	De Lupino.	Cap. CXXXII
167	Liber secundus	133	De lupino sylvestri.	Cap. CXXXIII
167	Liber secundus	133	De Rapo.	Cap. CXXXIIII
168	Liber secundus	134	De rapo sylvestri.	Cap. CXXXV
168	Liber secundus	134	De Buniade.	Cap. CXXXVI
168	Liber secundus	134	De raphano, seu radicula.	Cap. CXXXVII
169	Liber secundus	135	De radicula sylvestri.	Cap. CXXXVIII
169	Liber secundus	135	De Sisere.	Cap. CXXXIX
169	Liber secundus	135	De Lapatho, sive rumice.	Cap. CXL
170	Liber secundus	136	De Hippolapatho.	Cap. CXLI
170	Liber secundus	136	De Lampsana.	Cap. CXLII
170	Liber secundus	136	De Blito.	Cap. CXLIII
170	Liber secundus	136	De Malva.	Cap. CXLIIII
171	Liber secundus	137	De Atriplice.	Cap. CXLV
171	Liber secundus	137	De Brassica.	Cap. CXLVI
172	Liber secundus	138	De brassica sylvestri.	Cap. CXLVII
172	Liber secundus	138	De brassica marina.	Cap. CXLVIII
172	Liber secundus	138	De beta.	Cap. CXLIX
172	Liber secundus	138	De Portulaca.	Cap. CL
173	Liber secundus	139	De Portulaca sylvestri.	Cap. CLI
173	Liber secundus	139	De Asparago.	Cap. CLII
174	Liber secundus	140	De Plantagine.	Cap. CLIII
175	Liber secundus	141	De Sio.	Cap. CLIIII
175	Liber secundus	141	De Sisymbrio.	Cap. CLV
176	Liber secundus	142	De Sisymbrio altero.	Cap. CLVI
176	Liber secundus	142	De Crithmo.	Cap. CLVII
176	Liber secundus	142	De Coronopode.	Cap. CLVIII
177	Liber secundus	143	De Soncho.	Cap. CLIX
177	Liber secundus	143	De Seride.	Cap. CLX
177	Liber secundus	143	De Condrilla.	Cap. CLXI
178	Liber secundus	144	De Cucurbita.	Cap. CLXII
178	Liber secundus	144	De Cucumere sativo.	Cap. CLXIII
179	Liber secundus	145	De Pepone.	Cap. CLXIIII
179	Liber secundus	145	De Lactuca sativa.	Cap. CLXV
179	Liber secundus	145	De Sylvestri lactuca.	Cap. CLXVI
180	Liber secundus	146	De Gingidio.	Cap. CLXVII
180	Liber secundus	146	De Scandice.	Cap. CLXVIII
180	Liber secundus	146	De Caucalide.	Cap. CLXIX
180	Liber secundus	146	De Eruca.	Cap. CLXX
180	Liber secundus	146	De Ocimo.	Cap. CLXXI
181	Liber secundus	147	De Orobanche.	Cap. CLXXII
181	Liber secundus	147	De Barbula hirci.	Cap. CLXXIII
181	Liber secundus	147	De Ornithogalo.	Cap. CLXXIIII
182	Liber secundus	148	De Tubere.	Cap. CLXXV
182	Liber secundus	148	De Smilace hortensi.	Cap. CLXXVI
182	Liber secundus	148	De Medica.	Cap. CLXXVII
182	Liber secundus	148	De Aphaca.	Cap. CLXXVIII
183	Liber secundus	149	De Porro.	Cap. CLXXIX
183	Liber secundus	149	De Ampelopraso.	Cap. CLXXX
183	Liber secundus	149	De Caepa.	Cap. CLXXXI
184	Liber secundus	150	De Allio.	Cap. CLXXXII
185	Liber secundus	151	De Scordopraso.	Cap. CLXXXIII
185	Liber secundus	151	De Sinapi.	Cap. CLXXXIIII
186	Liber secundus	152	De Nasturtio.	Cap. CLXXXV
186	Liber secundus	152	De Thlaspi.	Cap. CLXXXVI
187	Liber secundus	153	De Draba.	Cap. CLXXVII
187	Liber secundus	153	De Erysimo, seu irione.	Cap. CLXXXVIII
188	Liber secundus	154	De Pipere.	Cap. CLXXXIX
189	Liber secundus	155	De Zingibere.	Cap. CXC
189	Liber secundus	155	De Hydropipere.	Cap. CXCI
189	Liber secundus	155	De Ptarmica.	Cap. CXCII
190	Liber secundus	156	De Struthio seu radicula.	Cap. CXCIII
190	Liber secundus	156	De Cyclamino.	Cap. CXCIIII
191	Liber secundus	157	De Cyclamino altera.	Cap. CXCV
192	Liber secundus	158	De Dracontio seu dracunculo.	Cap. CXCVI
193	Liber secundus	159	De Aro.	Cap. CXCVII
193	Liber secundus	159	De Ari seu arisaro.	Cap. CXCVIII
193	Liber secundus	159	De Asphodelo, seu hastula regia.	Cap. CXCIX
194	Liber secundus	160	De Bulbo esculento.	Cap. CC
195	Liber secundus	161	De Bulbo vomitorio.	Cap. CCI
195	Liber secundus	161	De Scilla.	Cap. CCII
196	Liber secundus	162	De Pancratio.	Cap. CCIII
196	Liber secundus	162	De Cappari.	Cap. CCIIII
197	Liber secundus	163	De Lepidio.	Cap. CCV
197	Liber secundus	163	De Ranunculo.	Cap. CCVI
198	Liber secundus	164	De Anemone.	Cap. CCVII
199	Liber secundus	165	De Argemone.	Cap. CCVIII
199	Liber secundus	165	De Anagallide.	Cap. CCIX
200	Liber secundus	166	De Hedera.	Cap. CCX
201	Liber secundus	167	De Chelidonia.	Cap. CCXI
201	Liber secundus	167	De Chelidonia minore.	Cap. CCXII
202	Liber secundus	168	De Othonna.	Cap. CCXIII
202	Liber secundus	168	De Myosotide, seu muris auricula.	Cap. CCXIIII
203	Liber secundus	169	De Isatide sativa, seu glasto.	Cap. CCXV
203	Liber secundus	169	De Isatide sylvestri.	Cap. CCXVI
203	Liber secundus	169	De Telephio.	Cap. CCXVII
204	Liber tertius	170	De Agarico.	Cap. I
205	Liber tertius	171	De Rha.	Cap. II
206	Liber tertius	172	De Gentiana.	Cap. III
207	Liber tertius	173	De Aristolochia rotunda.	Cap. IIII
207	Liber tertius	173	De Aristolochia longa.	Cap. V
207	Liber tertius	173	De Aristolochia Clematitide.	Cap. VI
208	Liber tertius	174	De Glycyrrhiza.	Cap. VII
208	Liber tertius	174	De Centaurio maiore.	Cap. VIII
209	Liber tertius	175	De Centaurio minore.	Cap. IX
210	Liber tertius	176	De Chamaeleone albo.	Cap. X
211	Liber tertius	177	De Chamaeleone nigro.	Cap. XI
211	Liber tertius	177	De Crocodilio.	Cap. XII
211	Liber tertius	177	De Dipsaco.	Cap. XIII
212	Liber tertius	178	De Spina alba.	Cap. XIIII
212	Liber tertius	178	De Spina Arabica.	Cap. XV
213	Liber tertius	179	De Scolymo, seu carduo.	Cap. XVI
213	Liber tertius	179	De Poterio.	Cap. XVII
213	Liber tertius	179	De Acanthio.	Cap. XVIII
213	Liber tertius	179	De Acantha seu acantho.	Cap. XIX
214	Liber tertius	180	De Acantha Sylvestri.	Cap. XX
214	Liber tertius	180	De Anonide.	Cap. XXI
214	Liber tertius	180	De Leucacantha.	Cap. XXII
214	Liber tertius	180	De Tragacantha.	Cap. XXIII
215	Liber tertius	181	De Eryngio.	Cap. XXIIII
215	Liber tertius	181	De Aloë.	Cap. XXV
217	Liber tertius	183	De Absinthio.	Cap. XXVI
218	Liber tertius	184	De Absinthio marino.	Cap. XXVII
218	Liber tertius	184	De Absinthio Santonico. C. XXVIII. De Abrotono.	Cap. XXIX
219	Liber tertius	185	De Hyssopo.	Cap. XXX
220	Liber tertius	186	De Stoechade.	Cap. XXXI
220	Liber tertius	186	De Origano.	Cap. XXXII
220	Liber tertius	186	De Onitide.	Cap. XXXIII
220	Liber tertius	186	De origano sylvestri.	Cap. XXXIIII
221	Liber tertius	187	De Tragorigano.	Cap. XXXV
221	Liber tertius	187	De Pulegio.	Cap. XXXVI
222	Liber tertius	188	De Dictamno.	Cap. XXXVII
222	Liber tertius	188	De Pseudodictamno.	Cap. XXXVIII
222	Liber tertius	188	De altero Dictamno Cretico.	Cap. XXXIX
223	Liber tertius	189	De Salvia.	Cap. XL
223	Liber tertius	189	De Menta sativa.	Cap. XLI
224	Liber tertius	190	De Mentha sylvestri.	Cap. XLII
224	Liber tertius	190	De Calamintha.	Cap. XLIII
224	Liber tertius	190	De Thymo.	Cap. XLIIII
225	Liber tertius	191	De Thymbra.	Cap. XLV
225	Liber tertius	191	De Serpyllo.	Cap. XLVI
226	Liber tertius	192	De Sampsucho.	Cap. XLVII
226	Liber tertius	192	De Meliloto, seu sertula Campana.	Cap. XLVIII
227	Liber tertius	193	De Maro.	Cap. XLIX
227	Liber tertius	193	De Acino.	Cap. L
227	Liber tertius	193	De Bacchare.	Cap. LI
227	Liber tertius	193	De Ruta.	Cap. LII
229	Liber tertius	195	De Ruta sylvestri.	Cap. LIII
230	Liber tertius	196	De Moly.	Cap. LIIII
230	Liber tertius	196	De Panace.	Cap. LV
231	Liber tertius	197	De Panace Asclepio.	Cap. LVI
231	Liber tertius	197	De Panace Chironio.	Cap. LVII
232	Liber tertius	198	De Ligustico.	Cap. LVIII
232	Liber tertius	198	De Pastinaca.	Cap. LIX
233	Liber tertius	199	De Seseli Massiliensi.	Cap. LX
233	Liber tertius	199	De Seseli Aethiopico.	Cap. LXI
233	Liber tertius	199	De Seseli Peloponnensi.	Cap. LXII
234	Liber tertius	200	De Tordylio.	Cap. LXIII
234	Liber tertius	200	De Sisone.	Cap. LXIIII
234	Liber tertius	200	De Aniso.	Cap. LXV
234	Liber tertius	200	De Caro.	Cap. LXVI
235	Liber tertius	201	De Anetho.	Cap. LXVII
235	Liber tertius	201	De Cumino sativo.	Cap. LXVIII
235	Liber tertius	201	De Cumino sylvestri.	Cap. LXIX
236	Liber tertius	202	De Ammi.	Cap. LXX
236	Liber tertius	202	De Coriandro.	Cap. LXXI
236	Liber tertius	202	De Hieracio magno.	Cap. LXXII
237	Liber tertius	203	De Hieracio parvo.	Cap. LXXIII
237	Liber tertius	203	De Apio.	Cap. LXXIIII
237	Liber tertius	203	De Heleoselino, seu apio palustri.	Cap. LXXV
237	Liber tertius	203	De Oreoselino.	Cap. LXXVI
238	Liber tertius	204	De Petroselino.	Cap. LXXVII
238	Liber tertius	204	De Hipposelino.	Cap. LXXVIII
238	Liber tertius	204	De Smyrnio.	Cap. LXXIX
239	Liber tertius	205	De Elaphobosco.	Cap. LXXX
239	Liber tertius	205	De foeniculo.	Cap. LXXXI
