wechel_scan_id	wechel_book	wechel_page	wechel_title	wechel_chapter
438	Liber venenis	405	De Aconito.	Cap. VII
439	Liber venenis	406	De melle Heraclio.	Cap. VIII
439	Liber venenis	406	De Coriandro.	Cap. IX
439	Liber venenis	406	De Psyllio.	Cap. X
439	Liber venenis	406	De Cicuta.	Cap. XI
440	Liber venenis	407	De Taxo.	Cap. XII
440	Liber venenis	407	De Carpasi succo.	Cap. XIII
440	Liber venenis	407	De Sardonia herba.	Cap. XIIII
440	Liber venenis	407	De Hyoscyamo.	Cap. XV
441	Liber venenis	408	De Mandragora.	Cap. XVI
441	Liber venenis	408	De Papaveris liquore.	Cap. XVII
442	Liber venenis	409	De Corniculato papavere.	Cap. XVIII
442	Liber venenis	409	De Pharico.	Cap. XIX
442	Liber venenis	409	De Toxico.	Cap. XX
442	Liber venenis	409	De Ixia.	Cap. XXI
443	Liber venenis	410	De Cerussa.	Cap. XXII
443	Liber venenis	410	De Fungis.	Cap. XXIII
444	Liber venenis	411	De Gypso.	Cap. XXIIII
444	Liber venenis	411	De Taurino sanguine.	Cap. XXV
445	Liber venenis	412	De Lacte intus coagulato.	Cap. XXVI
445	Liber venenis	412	De Argenti spuma.	Cap. XXVII
445	Liber venenis	412	De Argento vivo.	Cap. XXVIII
445	Liber venenis	412	De Calce, Sandraracha et Auripigmento.	Cap. XXIX
446	Liber venenis	413	De Lepore marino.	Cap. XXX
446	Liber venenis	413	De Rubeta et rana palustri.	Cap. XXXI
446	Liber venenis	413	De Hirundine.	Cap. XXXII
447	Liber venenis	414	De veratro albo, thapsia, elaterio et similibus.	Cap. XXXIII
447	Liber venenis	414	De aqua frigida et caeteris quae itidenobis domestica et in quotidiano vitae usu sunt.	Cap. XXXIIII
455	Liber venenatis	422	Signa rabiosi canis, eorumque qui ab eo demorsi fuerint.	Cap. I
456	Liber venenatis	423	Morsus rabidi canis particularia remedia.	Cap. II
458	Liber venenatis	425	De victus ratione demorsorum à cane rabioso.	Cap. III
460	Liber venenatis	427	De Phalangijs.	Cap. IIII
460	Liber venenatis	427	De Scolopendra.	Cap. V
460	Liber venenatis	427	De Scorpione.	Cap. VI
461	Liber venenatis	428	De Pastinaca marina.	Cap. VII
461	Liber venenatis	428	De Mure Araneo.	Cap. VIII
461	Liber venenatis	428	De Vipera.	Cap. IX
462	Liber venenatis	429	De Scytale et Amphisbaena.	Cap. X
462	Liber venenatis	429	De Dryina.	Cap. XI
462	Liber venenatis	429	De Haemorrhoo.	Cap. XII
462	Liber venenatis	429	De Dipsade.	Cap. XIII
462	Liber venenatis	429	De Natrice.	Cap. XIIII
462	Liber venenatis	429	De Cenchro.	Cap. XV
463	Liber venenatis	430	De Ceraste.	Cap. XVI
463	Liber venenatis	430	De Aspide.	Cap. XVII
463	Liber venenatis	430	De Basilisco seu Regulo.	Cap. XVIII
464	Liber venenatis	431	Communis vulnerum à venenatis animantibus inflictorum curatio.	Cap. XIX
466	Liber venenatis	433	Curatio à Vespis et apibus morsorum.	Cap. XX
467	Liber venenatis	434	Curatio à Phalangijs morsorum.	Cap. XXI
467	Liber venenatis	434	De Scolopendrae morsu.	Cap. XXII
467	Liber venenatis	434	De Scorpionis ictu.	Cap. XXIII
468	Liber venenatis	435	De Pastinacae marinae ictu.	Cap. XXIIII
468	Liber venenatis	435	De marinorum Scorpij Draconisque ictibus.	Cap. XXV
469	Liber venenatis	436	De Muris aranei morsu.	Cap. XXVI
469	Liber venenatis	436	De Viperae morsu.	Cap. XXVII
470	Liber venenatis	437	De Amphisbaenae morsu.	Cap. XXVIII
470	Liber venenatis	437	De morsu Dryini.	Cap. XXIX
470	Liber venenatis	437	De morsu tum Haemorrhoi, tum etiam Dipsadis.	Cap. XXX
471	Liber venenatis	438	De morsu Natricis.	Cap. XXXI
471	Liber venenatis	438	De Cenchridij morsu.	Cap. XXXII
472	Liber venenatis	439	De morsu Cerastae.	Cap. XXXIII
472	Liber venenatis	439	De morsu Aspidis.	Cap. XXXIIII
472	Liber venenatis	439	De Basilisci morsu.	Cap. XXXV
473	Liber venenatis	440	I. A. Saracenus lectori s	
474	Liber venenatis	441	Inter Dioscoridis verba, haec in quibusdam codicibus falso adscripta reperiebantur	
