id,name,siglum,repository,shelfmark,date_century,iiif_manifest,digitization_url,notes
vindob_gr_1,Codex Vindobonensis med. gr. 1,V,Österreichische Nationalbibliothek,Cod. med. gr. 1,6,,,Vienna Dioscorides
