entry_a,entry_b,alignment_type,confidence,notes
beck:2.153,wellmann:2.153,equivalent,certain,
berendes:2.182,gunther:2.183,equivalent,certain,
berendes:2.182,laguna:2.153,equivalent,certain,
berendes:2.182,lusitanus:147,equivalent,certain,
berendes:2.182,monardes:CXLVII,equivalent,certain,
berendes:2.182,wellmann:2.153,equivalent,certain,
gunther:2.183,laguna:2.153,equivalent,certain,
gunther:2.183,lusitanus:147,equivalent,certain,
gunther:2.183,monardes:CXLVII,equivalent,certain,
gunther:2.183,wellmann:2.153,equivalent,certain,
laguna:2.153,lusitanus:147,equivalent,certain,
laguna:2.153,monardes:CXLVII,equivalent,certain,
laguna:2.153,wellmann:2.153,equivalent,certain,
lusitanus:147,monardes:CXLVII,equivalent,certain,
lusitanus:147,wellmann:2.153,equivalent,certain,
monardes:CXLVII,wellmann:2.153,equivalent,certain,
"barbaro:CCCLXXXVII",beck:2.154,equivalent,certain,
"barbaro:CCCLXXXVII",berendes:2.183,equivalent,certain,
"barbaro:CCCLXXXVII",gunther:2.184,equivalent,certain,
"barbaro:CCCLXXXVII",laguna:2.154,equivalent,certain,
"barbaro:CCCLXXXVII",lusitanus:148,equivalent,certain,
"barbaro:CCCLXXXVII",monardes:CXLVIII,equivalent,certain,
"barbaro:CCCLXXXVII",wellmann:2.154,equivalent,certain,
beck:2.154,berendes:2.183,equivalent,certain,
beck:2.154,gunther:2.184,equivalent,certain,
beck:2.154,laguna:2.154,equivalent,certain,
beck:2.154,lusitanus:148,equivalent,certain,
beck:2.154,monardes:CXLVIII,equivalent,certain,
beck:2.154,wellmann:2.154,equivalent,certain,
berendes:2.183,gunther:2.184,equivalent,certain,
berendes:2.183,laguna:2.154,equivalent,certain,
berendes:2.183,lusitanus:148,equivalent,certain,
berendes:2.183,monardes:CXLVIII,equivalent,certain,
berendes:2.183,wellmann:2.154,equivalent,certain,
gunther:2.184,laguna:2.154,equivalent,certain,
gunther:2.184,lusitanus:148,equivalent,certain,
gunther:2.184,monardes:CXLVIII,equivalent,certain,
gunther:2.184,wellmann:2.154,equivalent,certain,
laguna:2.154,lusitanus:148,equivalent,certain,
laguna:2.154,monardes:CXLVIII,equivalent,certain,
laguna:2.154,wellmann:2.154,equivalent,certain,
lusitanus:148,monardes:CXLVIII,equivalent,certain,
lusitanus:148,wellmann:2.154,equivalent,certain,
monardes:CXLVIII,wellmann:2.154,equivalent,certain,
"barbaro:CCCLXXXVIII",beck:2.155,equivalent,certain,
"barbaro:CCCLXXXVIII",berendes:2.184,equivalent,certain,
"barbaro:CCCLXXXVIII",gunther:2.185,equivalent,certain,
"barbaro:CCCLXXXVIII",laguna:2.155,equivalent,certain,
"barbaro:CCCLXXXVIII",lusitanus:149,equivalent,certain,
"barbaro:CCCLXXXVIII",monardes:CXLIX,equivalent,certain,
"barbaro:CCCLXXXVIII",wellmann:2.155,equivalent,certain,
beck:2.155,berendes:2.184,equivalent,certain,
beck:2.155,gunther:2.185,equivalent,certain,
beck:2.155,laguna:2.155,equivalent,certain,
beck:2.155,lusitanus:149,equivalent,certain,
beck:2.155,monardes:CXLIX,equivalent,certain,
beck:2.155,wellmann:2.155,equivalent,certain,
berendes:2.184,gunther:2.185,equivalent,certain,
berendes:2.184,laguna:2.155,equivalent,certain,
berendes:2.184,lusitanus:149,equivalent,certain,
berendes:2.184,monardes:CXLIX,equivalent,certain,
berendes:2.184,wellmann:2.155,equivalent,certain,
gunther:2.185,laguna:2.155,equivalent,certain,
gunther:2.185,lusitanus:149,equivalent,certain,
gunther:2.185,monardes:CXLIX,equivalent,certain,
gunther:2.185,wellmann:2.155,equivalent,certain,
laguna:2.155,lusitanus:149,equivalent,certain,
laguna:2.155,monardes:CXLIX,equivalent,certain,
laguna:2.155,wellmann:2.155,equivalent,certain,
lusitanus:149,monardes:CXLIX,equivalent,certain,
lusitanus:149,wellmann:2.155,equivalent,certain,
monardes:CXLIX,wellmann:2.155,equivalent,certain,
"barbaro:CCCLXXXIX",beck:2.156,equivalent,certain,
"barbaro:CCCLXXXIX",berendes:2.185,equivalent,certain,
"barbaro:CCCLXXXIX",gunther:2.186,equivalent,certain,
"barbaro:CCCLXXXIX",laguna:2.156,equivalent,certain,
"barbaro:CCCLXXXIX",lusitanus:150,equivalent,certain,
"barbaro:CCCLXXXIX",monardes:CL,equivalent,certain,
"barbaro:CCCLXXXIX",wellmann:2.156,equivalent,certain,
beck:2.156,berendes:2.185,equivalent,certain,
beck:2.156,gunther:2.186,equivalent,certain,
beck:2.156,laguna:2.156,equivalent,certain,
beck:2.156,lusitanus:150,equivalent,certain,
beck:2.156,monardes:CL,equivalent,certain,
beck:2.156,wellmann:2.156,equivalent,certain,
berendes:2.185,gunther:2.186,equivalent,certain,
berendes:2.185,laguna:2.156,equivalent,certain,
berendes:2.185,lusitanus:150,equivalent,certain,
berendes:2.185,monardes:CL,equivalent,certain,
berendes:2.185,wellmann:2.156,equivalent,certain,
gunther:2.186,laguna:2.156,equivalent,certain,
gunther:2.186,lusitanus:150,equivalent,certain,
gunther:2.186,monardes:CL,equivalent,certain,
gunther:2.186,wellmann:2.156,equivalent,certain,
laguna:2.156,lusitanus:150,equivalent,certain,
laguna:2.156,monardes:CL,equivalent,certain,
laguna:2.156,wellmann:2.156,equivalent,certain,
lusitanus:150,monardes:CL,equivalent,certain,
lusitanus:150,wellmann:2.156,equivalent,certain,
monardes:CL,wellmann:2.156,equivalent,certain,
"barbaro:CCCXC",beck:2.157,equivalent,certain,
"barbaro:CCCXC",berendes:2.186,equivalent,certain,
"barbaro:CCCXC",gunther:2.187,equivalent,certain,
"barbaro:CCCXC",laguna:2.157,equivalent,certain,
"barbaro:CCCXC",lusitanus:151,equivalent,certain,
"barbaro:CCCXC",monardes:CLI,equivalent,certain,
"barbaro:CCCXC",wellmann:2.157,equivalent,certain,
beck:2.157,berendes:2.186,equivalent,certain,
beck:2.157,gunther:2.187,equivalent,certain,
beck:2.157,laguna:2.157,equivalent,certain,
beck:2.157,lusitanus:151,equivalent,certain,
beck:2.157,monardes:CLI,equivalent,certain,
beck:2.157,wellmann:2.157,equivalent,certain,
berendes:2.186,gunther:2.187,equivalent,certain,
berendes:2.186,laguna:2.157,equivalent,certain,
berendes:2.186,lusitanus:151,equivalent,certain,
berendes:2.186,monardes:CLI,equivalent,certain,
berendes:2.186,wellmann:2.157,equivalent,certain,
gunther:2.187,laguna:2.157,equivalent,certain,
gunther:2.187,lusitanus:151,equivalent,certain,
gunther:2.187,monardes:CLI,equivalent,certain,
gunther:2.187,wellmann:2.157,equivalent,certain,
laguna:2.157,lusitanus:151,equivalent,certain,
laguna:2.157,monardes:CLI,equivalent,certain,
laguna:2.157,wellmann:2.157,equivalent,certain,
lusitanus:151,monardes:CLI,equivalent,certain,
lusitanus:151,wellmann:2.157,equivalent,certain,
monardes:CLI,wellmann:2.157,equivalent,certain,
"barbaro:CCCXCI",beck:2.158,equivalent,certain,
"barbaro:CCCXCI",berendes:2.187,equivalent,certain,
"barbaro:CCCXCI",gunther:2.188,equivalent,certain,
"barbaro:CCCXCI",laguna:2.158,equivalent,certain,
"barbaro:CCCXCI",lusitanus:152,equivalent,certain,
"barbaro:CCCXCI",monardes:CLII,equivalent,certain,
"barbaro:CCCXCI",wellmann:2.158,equivalent,certain,
beck:2.158,berendes:2.187,equivalent,certain,
beck:2.158,gunther:2.188,equivalent,certain,
beck:2.158,laguna:2.158,equivalent,certain,
beck:2.158,lusitanus:152,equivalent,certain,
beck:2.158,monardes:CLII,equivalent,certain,
beck:2.158,wellmann:2.158,equivalent,certain,
berendes:2.187,gunther:2.188,equivalent,certain,
berendes:2.187,laguna:2.158,equivalent,certain,
berendes:2.187,lusitanus:152,equivalent,certain,
berendes:2.187,monardes:CLII,equivalent,certain,
berendes:2.187,wellmann:2.158,equivalent,certain,
gunther:2.188,laguna:2.158,equivalent,certain,
gunther:2.188,lusitanus:152,equivalent,certain,
gunther:2.188,monardes:CLII,equivalent,certain,
gunther:2.188,wellmann:2.158,equivalent,certain,
laguna:2.158,lusitanus:152,equivalent,certain,
laguna:2.158,monardes:CLII,equivalent,certain,
laguna:2.158,wellmann:2.158,equivalent,certain,
lusitanus:152,monardes:CLII,equivalent,certain,
lusitanus:152,wellmann:2.158,equivalent,certain,
monardes:CLII,wellmann:2.158,equivalent,certain,
"barbaro:CCCXCII",beck:2.159,equivalent,certain,
"barbaro:CCCXCII",berendes:2.188,equivalent,certain,
"barbaro:CCCXCII",laguna:2.159,equivalent,certain,
"barbaro:CCCXCII",lusitanus:153,equivalent,certain,
"barbaro:CCCXCII",monardes:CLIII,equivalent,certain,
"barbaro:CCCXCII",wellmann:2.159,equivalent,certain,
beck:2.159,berendes:2.188,equivalent,certain,
beck:2.159,laguna:2.159,equivalent,certain,
beck:2.159,lusitanus:153,equivalent,certain,
beck:2.159,monardes:CLIII,equivalent,certain,
beck:2.159,wellmann:2.159,equivalent,certain,
berendes:2.188,laguna:2.159,equivalent,certain,
berendes:2.188,lusitanus:153,equivalent,certain,
berendes:2.188,monardes:CLIII,equivalent,certain,
berendes:2.188,wellmann:2.159,equivalent,certain,
laguna:2.159,lusitanus:153,equivalent,certain,
laguna:2.159,monardes:CLIII,equivalent,certain,
laguna:2.159,wellmann:2.159,equivalent,certain,
lusitanus:153,monardes:CLIII,equivalent,certain,
lusitanus:153,wellmann:2.159,equivalent,certain,
monardes:CLIII,wellmann:2.159,equivalent,certain,
"barbaro:CCCXCIII",beck:2.160,equivalent,certain,
"barbaro:CCCXCIII",berendes:2.189,equivalent,certain,
"barbaro:CCCXCIII",gunther:2.190,equivalent,certain,
"barbaro:CCCXCIII",laguna:2.160,equivalent,certain,
"barbaro:CCCXCIII",lusitanus:154,equivalent,certain,
"barbaro:CCCXCIII",monardes:CLIIII,equivalent,certain,
"barbaro:CCCXCIII",wellmann:2.160,equivalent,certain,
beck:2.160,berendes:2.189,equivalent,certain,
beck:2.160,gunther:2.190,equivalent,certain,
beck:2.160,laguna:2.160,equivalent,certain,
beck:2.160,lusitanus:154,equivalent,certain,
beck:2.160,monardes:CLIIII,equivalent,certain,
beck:2.160,wellmann:2.160,equivalent,certain,
berendes:2.189,gunther:2.190,equivalent,certain,
berendes:2.189,laguna:2.160,equivalent,certain,
berendes:2.189,lusitanus:154,equivalent,certain,
berendes:2.189,monardes:CLIIII,equivalent,certain,
berendes:2.189,wellmann:2.160,equivalent,certain,
gunther:2.190,laguna:2.160,equivalent,certain,
gunther:2.190,lusitanus:154,equivalent,certain,
gunther:2.190,monardes:CLIIII,equivalent,certain,
gunther:2.190,wellmann:2.160,equivalent,certain,
laguna:2.160,lusitanus:154,equivalent,certain,
laguna:2.160,monardes:CLIIII,equivalent,certain,
laguna:2.160,wellmann:2.160,equivalent,certain,
lusitanus:154,monardes:CLIIII,equivalent,certain,
lusitanus:154,wellmann:2.160,equivalent,certain,
monardes:CLIIII,wellmann:2.160,equivalent,certain,
"barbaro:CCCXCIIII",beck:2.161,equivalent,certain,
"barbaro:CCCXCIIII",berendes:2.190,equivalent,certain,
"barbaro:CCCXCIIII",gunther:2.191,equivalent,certain,
"barbaro:CCCXCIIII",laguna:2.161,equivalent,certain,
"barbaro:CCCXCIIII",lusitanus:155,equivalent,certain,
"barbaro:CCCXCIIII",monardes:CLV,equivalent,certain,
"barbaro:CCCXCIIII",wellmann:2.161,equivalent,certain,
beck:2.161,berendes:2.190,equivalent,certain,
beck:2.161,gunther:2.191,equivalent,certain,
beck:2.161,laguna:2.161,equivalent,certain,
beck:2.161,lusitanus:155,equivalent,certain,
beck:2.161,monardes:CLV,equivalent,certain,
beck:2.161,wellmann:2.161,equivalent,certain,
berendes:2.190,gunther:2.191,equivalent,certain,
berendes:2.190,laguna:2.161,equivalent,certain,
berendes:2.190,lusitanus:155,equivalent,certain,
berendes:2.190,monardes:CLV,equivalent,certain,
berendes:2.190,wellmann:2.161,equivalent,certain,
gunther:2.191,laguna:2.161,equivalent,certain,
gunther:2.191,lusitanus:155,equivalent,certain,
gunther:2.191,monardes:CLV,equivalent,certain,
gunther:2.191,wellmann:2.161,equivalent,certain,
laguna:2.161,lusitanus:155,equivalent,certain,
laguna:2.161,monardes:CLV,equivalent,certain,
laguna:2.161,wellmann:2.161,equivalent,certain,
lusitanus:155,monardes:CLV,equivalent,certain,
lusitanus:155,wellmann:2.161,equivalent,certain,
monardes:CLV,wellmann:2.161,equivalent,certain,
"barbaro:CCCXCV",beck:2.162,equivalent,certain,
"barbaro:CCCXCV",berendes:2.191,equivalent,certain,
"barbaro:CCCXCV",gunther:2.192,equivalent,certain,
"barbaro:CCCXCV",laguna:2.162,equivalent,certain,
"barbaro:CCCXCV",lusitanus:156,equivalent,certain,
"barbaro:CCCXCV",monardes:CLVI,equivalent,certain,
"barbaro:CCCXCV",wellmann:2.162,equivalent,certain,
beck:2.162,berendes:2.191,equivalent,certain,
beck:2.162,gunther:2.192,equivalent,certain,
beck:2.162,laguna:2.162,equivalent,certain,
beck:2.162,lusitanus:156,equivalent,certain,
beck:2.162,monardes:CLVI,equivalent,certain,
beck:2.162,wellmann:2.162,equivalent,certain,
berendes:2.191,gunther:2.192,equivalent,certain,
berendes:2.191,laguna:2.162,equivalent,certain,
berendes:2.191,lusitanus:156,equivalent,certain,
berendes:2.191,monardes:CLVI,equivalent,certain,
berendes:2.191,wellmann:2.162,equivalent,certain,
gunther:2.192,laguna:2.162,equivalent,certain,
gunther:2.192,lusitanus:156,equivalent,certain,
gunther:2.192,monardes:CLVI,equivalent,certain,
gunther:2.192,wellmann:2.162,equivalent,certain,
laguna:2.162,lusitanus:156,equivalent,certain,
laguna:2.162,monardes:CLVI,equivalent,certain,
laguna:2.162,wellmann:2.162,equivalent,certain,
lusitanus:156,monardes:CLVI,equivalent,certain,
lusitanus:156,wellmann:2.162,equivalent,certain,
monardes:CLVI,wellmann:2.162,equivalent,certain,
"barbaro:CCCXCVI",beck:2.163,equivalent,certain,
"barbaro:CCCXCVI",berendes:2.192,equivalent,certain,
"barbaro:CCCXCVI",gunther:2.193,equivalent,certain,
"barbaro:CCCXCVI",laguna:2.163,equivalent,certain,
"barbaro:CCCXCVI",lusitanus:157,equivalent,certain,
"barbaro:CCCXCVI",monardes:CLVII,equivalent,certain,
"barbaro:CCCXCVI",wellmann:2.163,equivalent,certain,
beck:2.163,berendes:2.192,equivalent,certain,
beck:2.163,gunther:2.193,equivalent,certain,
beck:2.163,laguna:2.163,equivalent,certain,
beck:2.163,lusitanus:157,equivalent,certain,
beck:2.163,monardes:CLVII,equivalent,certain,
beck:2.163,wellmann:2.163,equivalent,certain,
berendes:2.192,gunther:2.193,equivalent,certain,
berendes:2.192,laguna:2.163,equivalent,certain,
berendes:2.192,lusitanus:157,equivalent,certain,
berendes:2.192,monardes:CLVII,equivalent,certain,
berendes:2.192,wellmann:2.163,equivalent,certain,
gunther:2.193,laguna:2.163,equivalent,certain,
gunther:2.193,lusitanus:157,equivalent,certain,
gunther:2.193,monardes:CLVII,equivalent,certain,
gunther:2.193,wellmann:2.163,equivalent,certain,
laguna:2.163,lusitanus:157,equivalent,certain,
laguna:2.163,monardes:CLVII,equivalent,certain,
laguna:2.163,wellmann:2.163,equivalent,certain,
lusitanus:157,monardes:CLVII,equivalent,certain,
lusitanus:157,wellmann:2.163,equivalent,certain,
monardes:CLVII,wellmann:2.163,equivalent,certain,
"barbaro:CCCXCVII",beck:2.164,equivalent,certain,
"barbaro:CCCXCVII",berendes:2.193,equivalent,certain,
"barbaro:CCCXCVII",gunther:2.194,equivalent,certain,
"barbaro:CCCXCVII",laguna:2.164,equivalent,certain,
"barbaro:CCCXCVII",lusitanus:158,equivalent,certain,
"barbaro:CCCXCVII",monardes:CLVIII,equivalent,certain,
"barbaro:CCCXCVII",wellmann:2.164,equivalent,certain,
beck:2.164,berendes:2.193,equivalent,certain,
beck:2.164,gunther:2.194,equivalent,certain,
beck:2.164,laguna:2.164,equivalent,certain,
beck:2.164,lusitanus:158,equivalent,certain,
beck:2.164,monardes:CLVIII,equivalent,certain,
beck:2.164,wellmann:2.164,equivalent,certain,
berendes:2.193,gunther:2.194,equivalent,certain,
berendes:2.193,laguna:2.164,equivalent,certain,
berendes:2.193,lusitanus:158,equivalent,certain,
berendes:2.193,monardes:CLVIII,equivalent,certain,
berendes:2.193,wellmann:2.164,equivalent,certain,
gunther:2.194,laguna:2.164,equivalent,certain,
gunther:2.194,lusitanus:158,equivalent,certain,
gunther:2.194,monardes:CLVIII,equivalent,certain,
gunther:2.194,wellmann:2.164,equivalent,certain,
laguna:2.164,lusitanus:158,equivalent,certain,
laguna:2.164,monardes:CLVIII,equivalent,certain,
laguna:2.164,wellmann:2.164,equivalent,certain,
lusitanus:158,monardes:CLVIII,equivalent,certain,
lusitanus:158,wellmann:2.164,equivalent,certain,
monardes:CLVIII,wellmann:2.164,equivalent,certain,
"barbaro:CCCXCVIII",beck:2.165,equivalent,certain,
"barbaro:CCCXCVIII",berendes:2.194,equivalent,certain,
"barbaro:CCCXCVIII",gunther:2.195,equivalent,certain,
"barbaro:CCCXCVIII",laguna:2.165,equivalent,certain,
"barbaro:CCCXCVIII",lusitanus:159,equivalent,certain,
"barbaro:CCCXCVIII",monardes:CLIX,equivalent,certain,
"barbaro:CCCXCVIII",wellmann:2.165,equivalent,certain,
beck:2.165,berendes:2.194,equivalent,certain,
beck:2.165,gunther:2.195,equivalent,certain,
beck:2.165,laguna:2.165,equivalent,certain,
beck:2.165,lusitanus:159,equivalent,certain,
beck:2.165,monardes:CLIX,equivalent,certain,
beck:2.165,wellmann:2.165,equivalent,certain,
berendes:2.194,gunther:2.195,equivalent,certain,
berendes:2.194,laguna:2.165,equivalent,certain,
berendes:2.194,lusitanus:159,equivalent,certain,
berendes:2.194,monardes:CLIX,equivalent,certain,
berendes:2.194,wellmann:2.165,equivalent,certain,
gunther:2.195,laguna:2.165,equivalent,certain,
gunther:2.195,lusitanus:159,equivalent,certain,
gunther:2.195,monardes:CLIX,equivalent,certain,
gunther:2.195,wellmann:2.165,equivalent,certain,
laguna:2.165,lusitanus:159,equivalent,certain,
laguna:2.165,monardes:CLIX,equivalent,certain,
laguna:2.165,wellmann:2.165,equivalent,certain,
lusitanus:159,monardes:CLIX,equivalent,certain,
lusitanus:159,wellmann:2.165,equivalent,certain,
monardes:CLIX,wellmann:2.165,equivalent,certain,
"barbaro:CCCXCIX",beck:2.166,equivalent,certain,
"barbaro:CCCXCIX",berendes:2.195,equivalent,certain,
"barbaro:CCCXCIX",gunther:2.196,equivalent,certain,
"barbaro:CCCXCIX",laguna:2.166,equivalent,certain,
"barbaro:CCCXCIX",lusitanus:160,equivalent,certain,
"barbaro:CCCXCIX",monardes:CLX,equivalent,certain,
"barbaro:CCCXCIX",wellmann:2.166,equivalent,certain,
beck:2.166,berendes:2.195,equivalent,certain,
beck:2.166,gunther:2.196,equivalent,certain,
beck:2.166,laguna:2.166,equivalent,certain,
beck:2.166,lusitanus:160,equivalent,certain,
beck:2.166,monardes:CLX,equivalent,certain,
beck:2.166,wellmann:2.166,equivalent,certain,
berendes:2.195,gunther:2.196,equivalent,certain,
berendes:2.195,laguna:2.166,equivalent,certain,
berendes:2.195,lusitanus:160,equivalent,certain,
berendes:2.195,monardes:CLX,equivalent,certain,
berendes:2.195,wellmann:2.166,equivalent,certain,
gunther:2.196,laguna:2.166,equivalent,certain,
gunther:2.196,lusitanus:160,equivalent,certain,
gunther:2.196,monardes:CLX,equivalent,certain,
gunther:2.196,wellmann:2.166,equivalent,certain,
laguna:2.166,lusitanus:160,equivalent,certain,
laguna:2.166,monardes:CLX,equivalent,certain,
laguna:2.166,wellmann:2.166,equivalent,certain,
lusitanus:160,monardes:CLX,equivalent,certain,
lusitanus:160,wellmann:2.166,equivalent,certain,
monardes:CLX,wellmann:2.166,equivalent,certain,
"barbaro:CCCC",beck:2.166,equivalent,certain,
"barbaro:CCCC",berendes:2.196,equivalent,certain,
"barbaro:CCCC",gunther:2.196,equivalent,certain,
"barbaro:CCCC",lusitanus:161,equivalent,certain,
"barbaro:CCCC",monardes:CLXI,equivalent,certain,
"barbaro:CCCC",wellmann:2.166,equivalent,certain,
beck:2.166,berendes:2.196,equivalent,certain,
beck:2.166,lusitanus:161,equivalent,certain,
beck:2.166,monardes:CLXI,equivalent,certain,
berendes:2.196,gunther:2.196,equivalent,certain,
berendes:2.196,lusitanus:161,equivalent,certain,
berendes:2.196,monardes:CLXI,equivalent,certain,
berendes:2.196,wellmann:2.166,equivalent,certain,
gunther:2.196,lusitanus:161,equivalent,certain,
gunther:2.196,monardes:CLXI,equivalent,certain,
lusitanus:161,monardes:CLXI,equivalent,certain,
lusitanus:161,wellmann:2.166,equivalent,certain,
monardes:CLXI,wellmann:2.166,equivalent,certain,
"barbaro:CCCCI",beck:2.167,equivalent,certain,
"barbaro:CCCCI",berendes:2.197,equivalent,certain,
"barbaro:CCCCI",gunther:2.197,equivalent,certain,
"barbaro:CCCCI",laguna:2.167,equivalent,certain,
"barbaro:CCCCI",lusitanus:162,equivalent,certain,
"barbaro:CCCCI",monardes:CLXII,equivalent,certain,
"barbaro:CCCCI",wellmann:2.167,equivalent,certain,
beck:2.167,berendes:2.197,equivalent,certain,
beck:2.167,gunther:2.197,equivalent,certain,
beck:2.167,laguna:2.167,equivalent,certain,
beck:2.167,lusitanus:162,equivalent,certain,
beck:2.167,monardes:CLXII,equivalent,certain,
beck:2.167,wellmann:2.167,equivalent,certain,
berendes:2.197,gunther:2.197,equivalent,certain,
berendes:2.197,laguna:2.167,equivalent,certain,
berendes:2.197,lusitanus:162,equivalent,certain,
berendes:2.197,monardes:CLXII,equivalent,certain,
berendes:2.197,wellmann:2.167,equivalent,certain,
gunther:2.197,laguna:2.167,equivalent,certain,
gunther:2.197,lusitanus:162,equivalent,certain,
gunther:2.197,monardes:CLXII,equivalent,certain,
gunther:2.197,wellmann:2.167,equivalent,certain,
laguna:2.167,lusitanus:162,equivalent,certain,
laguna:2.167,monardes:CLXII,equivalent,certain,
laguna:2.167,wellmann:2.167,equivalent,certain,
lusitanus:162,monardes:CLXII,equivalent,certain,
lusitanus:162,wellmann:2.167,equivalent,certain,
monardes:CLXII,wellmann:2.167,equivalent,certain,
"barbaro:CCCCII",beck:2.168,equivalent,certain,
"barbaro:CCCCII",berendes:2.198,equivalent,certain,
"barbaro:CCCCII",gunther:2.198,equivalent,certain,
"barbaro:CCCCII",laguna:2.168,equivalent,certain,
"barbaro:CCCCII",lusitanus:163,equivalent,certain,
"barbaro:CCCCII",monardes:CLXIII,equivalent,certain,
"barbaro:CCCCII",wellmann:2.168,equivalent,certain,
beck:2.168,berendes:2.198,equivalent,certain,
beck:2.168,gunther:2.198,equivalent,certain,
beck:2.168,laguna:2.168,equivalent,certain,
beck:2.168,lusitanus:163,equivalent,certain,
beck:2.168,monardes:CLXIII,equivalent,certain,
beck:2.168,wellmann:2.168,equivalent,certain,
berendes:2.198,gunther:2.198,equivalent,certain,
berendes:2.198,laguna:2.168,equivalent,certain,
berendes:2.198,lusitanus:163,equivalent,certain,
berendes:2.198,monardes:CLXIII,equivalent,certain,
berendes:2.198,wellmann:2.168,equivalent,certain,
gunther:2.198,laguna:2.168,equivalent,certain,
gunther:2.198,lusitanus:163,equivalent,certain,
gunther:2.198,monardes:CLXIII,equivalent,certain,
gunther:2.198,wellmann:2.168,equivalent,certain,
laguna:2.168,lusitanus:163,equivalent,certain,
laguna:2.168,monardes:CLXIII,equivalent,certain,
laguna:2.168,wellmann:2.168,equivalent,certain,
lusitanus:163,monardes:CLXIII,equivalent,certain,
lusitanus:163,wellmann:2.168,equivalent,certain,
monardes:CLXIII,wellmann:2.168,equivalent,certain,
"barbaro:",beck:2.169,equivalent,certain,
"barbaro:",berendes:2.199,equivalent,certain,
"barbaro:",gunther:2.199,equivalent,certain,
"barbaro:",laguna:2.169,equivalent,certain,
"barbaro:",lusitanus:164,equivalent,certain,
"barbaro:",monardes:CLXIIII,equivalent,certain,
"barbaro:",wellmann:2.169,equivalent,certain,
beck:2.169,berendes:2.199,equivalent,certain,
beck:2.169,gunther:2.199,equivalent,certain,
beck:2.169,laguna:2.169,equivalent,certain,
beck:2.169,lusitanus:164,equivalent,certain,
beck:2.169,monardes:CLXIIII,equivalent,certain,
beck:2.169,wellmann:2.169,equivalent,certain,
berendes:2.199,gunther:2.199,equivalent,certain,
berendes:2.199,laguna:2.169,equivalent,certain,
berendes:2.199,lusitanus:164,equivalent,certain,
berendes:2.199,monardes:CLXIIII,equivalent,certain,
berendes:2.199,wellmann:2.169,equivalent,certain,
gunther:2.199,laguna:2.169,equivalent,certain,
gunther:2.199,lusitanus:164,equivalent,certain,
gunther:2.199,monardes:CLXIIII,equivalent,certain,
gunther:2.199,wellmann:2.169,equivalent,certain,
laguna:2.169,lusitanus:164,equivalent,certain,
laguna:2.169,monardes:CLXIIII,equivalent,certain,
laguna:2.169,wellmann:2.169,equivalent,certain,
lusitanus:164,monardes:CLXIIII,equivalent,certain,
lusitanus:164,wellmann:2.169,equivalent,certain,
monardes:CLXIIII,wellmann:2.169,equivalent,certain,
"barbaro:CCCCV",beck:2.170,equivalent,certain,
"barbaro:CCCCV",berendes:2.200,equivalent,certain,
"barbaro:CCCCV",gunther:2.200,equivalent,certain,
"barbaro:CCCCV",laguna:4.156,equivalent,certain,
"barbaro:CCCCV",lusitanus:165,equivalent,certain,
"barbaro:CCCCV",monardes:CLXV,equivalent,certain,
"barbaro:CCCCV",wellmann:2.170,equivalent,certain,
beck:2.170,berendes:2.200,equivalent,certain,
beck:2.170,gunther:2.200,equivalent,certain,
beck:2.170,laguna:4.156,equivalent,certain,
beck:2.170,lusitanus:165,equivalent,certain,
beck:2.170,monardes:CLXV,equivalent,certain,
beck:2.170,wellmann:2.170,equivalent,certain,
berendes:2.200,gunther:2.200,equivalent,certain,
berendes:2.200,laguna:4.156,equivalent,certain,
berendes:2.200,lusitanus:165,equivalent,certain,
berendes:2.200,monardes:CLXV,equivalent,certain,
berendes:2.200,wellmann:2.170,equivalent,certain,
gunther:2.200,laguna:4.156,equivalent,certain,
gunther:2.200,lusitanus:165,equivalent,certain,
gunther:2.200,monardes:CLXV,equivalent,certain,
gunther:2.200,wellmann:2.170,equivalent,certain,
laguna:4.156,lusitanus:165,equivalent,certain,
laguna:4.156,monardes:CLXV,equivalent,certain,
laguna:4.156,wellmann:2.170,equivalent,certain,
lusitanus:165,monardes:CLXV,equivalent,certain,
lusitanus:165,wellmann:2.170,equivalent,certain,
monardes:CLXV,wellmann:2.170,equivalent,certain,
"barbaro:CCCCIIII",beck:2.170,equivalent,certain,
"barbaro:CCCCIIII",berendes:2.201,equivalent,certain,
"barbaro:CCCCIIII",gunther:2.201,equivalent,certain,
"barbaro:CCCCIIII",laguna:2.170,equivalent,certain,
"barbaro:CCCCIIII",lusitanus:166,equivalent,certain,
"barbaro:CCCCIIII",monardes:CLXVI,equivalent,certain,
"barbaro:CCCCIIII",wellmann:2.170,equivalent,certain,
beck:2.170,berendes:2.201,equivalent,certain,
beck:2.170,gunther:2.201,equivalent,certain,
beck:2.170,laguna:2.170,equivalent,certain,
beck:2.170,lusitanus:166,equivalent,certain,
beck:2.170,monardes:CLXVI,equivalent,certain,
berendes:2.201,gunther:2.201,equivalent,certain,
berendes:2.201,laguna:2.170,equivalent,certain,
berendes:2.201,lusitanus:166,equivalent,certain,
berendes:2.201,monardes:CLXVI,equivalent,certain,
berendes:2.201,wellmann:2.170,equivalent,certain,
gunther:2.201,laguna:2.170,equivalent,certain,
gunther:2.201,lusitanus:166,equivalent,certain,
gunther:2.201,monardes:CLXVI,equivalent,certain,
gunther:2.201,wellmann:2.170,equivalent,certain,
