entry_a,entry_b,alignment_type,confidence,notes
lusitanus:52,wellmann:2.59,equivalent,certain,
monardes:LII,wellmann:2.59,equivalent,certain,
"barbaro:CCLXIII",beck:2.60,equivalent,certain,
"barbaro:CCLXIII",berendes:2.64,equivalent,certain,
"barbaro:CCLXIII",gunther:2.64,equivalent,certain,
"barbaro:CCLXIII",laguna:2.60,equivalent,certain,
"barbaro:CCLXIII",lusitanus:53,equivalent,certain,
"barbaro:CCLXIII",monardes:LIII,equivalent,certain,
"barbaro:CCLXIII",wellmann:2.60,equivalent,certain,
beck:2.60,berendes:2.64,equivalent,certain,
beck:2.60,gunther:2.64,equivalent,certain,
beck:2.60,laguna:2.60,equivalent,certain,
beck:2.60,lusitanus:53,equivalent,certain,
beck:2.60,monardes:LIII,equivalent,certain,
beck:2.60,wellmann:2.60,equivalent,certain,
berendes:2.64,gunther:2.64,equivalent,certain,
berendes:2.64,laguna:2.60,equivalent,certain,
berendes:2.64,lusitanus:53,equivalent,certain,
berendes:2.64,monardes:LIII,equivalent,certain,
berendes:2.64,wellmann:2.60,equivalent,certain,
gunther:2.64,laguna:2.60,equivalent,certain,
gunther:2.64,lusitanus:53,equivalent,certain,
gunther:2.64,monardes:LIII,equivalent,certain,
gunther:2.64,wellmann:2.60,equivalent,certain,
laguna:2.60,lusitanus:53,equivalent,certain,
laguna:2.60,monardes:LIII,equivalent,certain,
laguna:2.60,wellmann:2.60,equivalent,certain,
lusitanus:53,monardes:LIII,equivalent,certain,
lusitanus:53,wellmann:2.60,equivalent,certain,
monardes:LIII,wellmann:2.60,equivalent,certain,
"barbaro:CCLXIIII",beck:2.61,equivalent,certain,
"barbaro:CCLXIIII",berendes:2.65,equivalent,certain,
"barbaro:CCLXIIII",gunther:2.65,equivalent,certain,
"barbaro:CCLXIIII",laguna:2.61,equivalent,certain,
"barbaro:CCLXIIII",lusitanus:54,equivalent,certain,
"barbaro:CCLXIIII",monardes:LIIII,equivalent,certain,
"barbaro:CCLXIIII",wellmann:2.61,equivalent,certain,
beck:2.61,berendes:2.65,equivalent,certain,
beck:2.61,gunther:2.65,equivalent,certain,
beck:2.61,laguna:2.61,equivalent,certain,
beck:2.61,lusitanus:54,equivalent,certain,
beck:2.61,monardes:LIIII,equivalent,certain,
beck:2.61,wellmann:2.61,equivalent,certain,
berendes:2.65,gunther:2.65,equivalent,certain,
berendes:2.65,laguna:2.61,equivalent,certain,
berendes:2.65,lusitanus:54,equivalent,certain,
berendes:2.65,monardes:LIIII,equivalent,certain,
berendes:2.65,wellmann:2.61,equivalent,certain,
gunther:2.65,laguna:2.61,equivalent,certain,
gunther:2.65,lusitanus:54,equivalent,certain,
gunther:2.65,monardes:LIIII,equivalent,certain,
gunther:2.65,wellmann:2.61,equivalent,certain,
laguna:2.61,lusitanus:54,equivalent,certain,
laguna:2.61,monardes:LIIII,equivalent,certain,
laguna:2.61,wellmann:2.61,equivalent,certain,
lusitanus:54,monardes:LIIII,equivalent,certain,
lusitanus:54,wellmann:2.61,equivalent,certain,
monardes:LIIII,wellmann:2.61,equivalent,certain,
"barbaro:CCLXV",beck:2.61,equivalent,certain,
"barbaro:CCLXV",berendes:2.66,equivalent,certain,
"barbaro:CCLXV",laguna:2.61.1,equivalent,certain,
"barbaro:CCLXV",lusitanus:54,equivalent,certain,
"barbaro:CCLXV",monardes:LV,equivalent,certain,
"barbaro:CCLXV",wellmann:2.61,equivalent,certain,
beck:2.61,berendes:2.66,equivalent,certain,
beck:2.61,laguna:2.61.1,equivalent,certain,
beck:2.61,monardes:LV,equivalent,certain,
berendes:2.66,laguna:2.61.1,equivalent,certain,
berendes:2.66,lusitanus:54,equivalent,certain,
berendes:2.66,monardes:LV,equivalent,certain,
berendes:2.66,wellmann:2.61,equivalent,certain,
laguna:2.61.1,lusitanus:54,equivalent,certain,
laguna:2.61.1,monardes:LV,equivalent,certain,
laguna:2.61.1,wellmann:2.61,equivalent,certain,
lusitanus:54,monardes:LV,equivalent,certain,
monardes:LV,wellmann:2.61,equivalent,certain,
"barbaro:CCLXVI",beck:2.62,equivalent,certain,
"barbaro:CCLXVI",berendes:2.67,equivalent,certain,
"barbaro:CCLXVI",gunther:2.67,equivalent,certain,
"barbaro:CCLXVI",laguna:2.62,equivalent,certain,
"barbaro:CCLXVI",lusitanus:55,equivalent,certain,
"barbaro:CCLXVI",monardes:LVI,equivalent,certain,
"barbaro:CCLXVI",wellmann:2.62,equivalent,certain,
beck:2.62,berendes:2.67,equivalent,certain,
beck:2.62,gunther:2.67,equivalent,certain,
beck:2.62,laguna:2.62,equivalent,certain,
beck:2.62,lusitanus:55,equivalent,certain,
beck:2.62,monardes:LVI,equivalent,certain,
beck:2.62,wellmann:2.62,equivalent,certain,
berendes:2.67,gunther:2.67,equivalent,certain,
berendes:2.67,laguna:2.62,equivalent,certain,
berendes:2.67,lusitanus:55,equivalent,certain,
berendes:2.67,monardes:LVI,equivalent,certain,
berendes:2.67,wellmann:2.62,equivalent,certain,
gunther:2.67,laguna:2.62,equivalent,certain,
gunther:2.67,lusitanus:55,equivalent,certain,
gunther:2.67,monardes:LVI,equivalent,certain,
gunther:2.67,wellmann:2.62,equivalent,certain,
laguna:2.62,lusitanus:55,equivalent,certain,
laguna:2.62,monardes:LVI,equivalent,certain,
laguna:2.62,wellmann:2.62,equivalent,certain,
lusitanus:55,monardes:LVI,equivalent,certain,
lusitanus:55,wellmann:2.62,equivalent,certain,
monardes:LVI,wellmann:2.62,equivalent,certain,
"barbaro:CCLXVII",beck:2.63,equivalent,certain,
"barbaro:CCLXVII",berendes:2.68,equivalent,certain,
"barbaro:CCLXVII",gunther:2.68,equivalent,certain,
"barbaro:CCLXVII",laguna:2.63,equivalent,certain,
"barbaro:CCLXVII",lusitanus:56,equivalent,certain,
"barbaro:CCLXVII",monardes:LVII,equivalent,certain,
"barbaro:CCLXVII",wellmann:2.63,equivalent,certain,
beck:2.63,berendes:2.68,equivalent,certain,
beck:2.63,gunther:2.68,equivalent,certain,
beck:2.63,laguna:2.63,equivalent,certain,
beck:2.63,lusitanus:56,equivalent,certain,
beck:2.63,monardes:LVII,equivalent,certain,
beck:2.63,wellmann:2.63,equivalent,certain,
berendes:2.68,gunther:2.68,equivalent,certain,
berendes:2.68,laguna:2.63,equivalent,certain,
berendes:2.68,lusitanus:56,equivalent,certain,
berendes:2.68,monardes:LVII,equivalent,certain,
berendes:2.68,wellmann:2.63,equivalent,certain,
gunther:2.68,laguna:2.63,equivalent,certain,
gunther:2.68,lusitanus:56,equivalent,certain,
gunther:2.68,monardes:LVII,equivalent,certain,
gunther:2.68,wellmann:2.63,equivalent,certain,
laguna:2.63,lusitanus:56,equivalent,certain,
laguna:2.63,monardes:LVII,equivalent,certain,
laguna:2.63,wellmann:2.63,equivalent,certain,
lusitanus:56,monardes:LVII,equivalent,certain,
lusitanus:56,wellmann:2.63,equivalent,certain,
monardes:LVII,wellmann:2.63,equivalent,certain,
"barbaro:CLXVIII",beck:2.64,equivalent,certain,
"barbaro:CLXVIII",berendes:2.69,equivalent,certain,
"barbaro:CLXVIII",laguna:2.64,equivalent,certain,
"barbaro:CLXVIII",lusitanus:57,equivalent,certain,
"barbaro:CLXVIII",monardes:LVIII,equivalent,certain,
"barbaro:CLXVIII",wellmann:2.64,equivalent,certain,
beck:2.64,berendes:2.69,equivalent,certain,
beck:2.64,laguna:2.64,equivalent,certain,
beck:2.64,lusitanus:57,equivalent,certain,
beck:2.64,monardes:LVIII,equivalent,certain,
beck:2.64,wellmann:2.64,equivalent,certain,
berendes:2.69,laguna:2.64,equivalent,certain,
berendes:2.69,lusitanus:57,equivalent,certain,
berendes:2.69,monardes:LVIII,equivalent,certain,
berendes:2.69,wellmann:2.64,equivalent,certain,
laguna:2.64,lusitanus:57,equivalent,certain,
laguna:2.64,monardes:LVIII,equivalent,certain,
laguna:2.64,wellmann:2.64,equivalent,certain,
lusitanus:57,monardes:LVIII,equivalent,certain,
lusitanus:57,wellmann:2.64,equivalent,certain,
monardes:LVIII,wellmann:2.64,equivalent,certain,
"barbaro:CCLXIX",beck:2.65,equivalent,certain,
"barbaro:CCLXIX",berendes:2.70,equivalent,certain,
"barbaro:CCLXIX",gunther:2.70,equivalent,certain,
"barbaro:CCLXIX",laguna:2.65,equivalent,certain,
"barbaro:CCLXIX",lusitanus:58,equivalent,certain,
"barbaro:CCLXIX",monardes:LIX,equivalent,certain,
"barbaro:CCLXIX",wellmann:2.65,equivalent,certain,
beck:2.65,berendes:2.70,equivalent,certain,
beck:2.65,gunther:2.70,equivalent,certain,
beck:2.65,laguna:2.65,equivalent,certain,
beck:2.65,lusitanus:58,equivalent,certain,
beck:2.65,monardes:LIX,equivalent,certain,
beck:2.65,wellmann:2.65,equivalent,certain,
berendes:2.70,gunther:2.70,equivalent,certain,
berendes:2.70,laguna:2.65,equivalent,certain,
berendes:2.70,lusitanus:58,equivalent,certain,
berendes:2.70,monardes:LIX,equivalent,certain,
berendes:2.70,wellmann:2.65,equivalent,certain,
gunther:2.70,laguna:2.65,equivalent,certain,
gunther:2.70,lusitanus:58,equivalent,certain,
gunther:2.70,monardes:LIX,equivalent,certain,
gunther:2.70,wellmann:2.65,equivalent,certain,
laguna:2.65,lusitanus:58,equivalent,certain,
laguna:2.65,monardes:LIX,equivalent,certain,
laguna:2.65,wellmann:2.65,equivalent,certain,
lusitanus:58,monardes:LIX,equivalent,certain,
lusitanus:58,wellmann:2.65,equivalent,certain,
monardes:LIX,wellmann:2.65,equivalent,certain,
"barbaro:CCLXX",beck:2.66,equivalent,certain,
"barbaro:CCLXX",berendes:2.71,equivalent,certain,
"barbaro:CCLXX",gunther:2.71,equivalent,certain,
"barbaro:CCLXX",laguna:2.66,equivalent,certain,
"barbaro:CCLXX",lusitanus:59,equivalent,certain,
"barbaro:CCLXX",monardes:LX,equivalent,certain,
"barbaro:CCLXX",wellmann:2.66,equivalent,certain,
beck:2.66,berendes:2.71,equivalent,certain,
beck:2.66,gunther:2.71,equivalent,certain,
beck:2.66,laguna:2.66,equivalent,certain,
beck:2.66,lusitanus:59,equivalent,certain,
beck:2.66,monardes:LX,equivalent,certain,
beck:2.66,wellmann:2.66,equivalent,certain,
berendes:2.71,gunther:2.71,equivalent,certain,
berendes:2.71,laguna:2.66,equivalent,certain,
berendes:2.71,lusitanus:59,equivalent,certain,
berendes:2.71,monardes:LX,equivalent,certain,
berendes:2.71,wellmann:2.66,equivalent,certain,
gunther:2.71,laguna:2.66,equivalent,certain,
gunther:2.71,lusitanus:59,equivalent,certain,
gunther:2.71,monardes:LX,equivalent,certain,
gunther:2.71,wellmann:2.66,equivalent,certain,
laguna:2.66,lusitanus:59,equivalent,certain,
laguna:2.66,monardes:LX,equivalent,certain,
laguna:2.66,wellmann:2.66,equivalent,certain,
lusitanus:59,monardes:LX,equivalent,certain,
lusitanus:59,wellmann:2.66,equivalent,certain,
monardes:LX,wellmann:2.66,equivalent,certain,
"barbaro:CCLXXI",beck:2.67,equivalent,certain,
"barbaro:CCLXXI",berendes:2.72,equivalent,certain,
"barbaro:CCLXXI",gunther:2.72,equivalent,certain,
"barbaro:CCLXXI",laguna:2.67,equivalent,certain,
"barbaro:CCLXXI",lusitanus:60,equivalent,certain,
"barbaro:CCLXXI",monardes:LXI,equivalent,certain,
"barbaro:CCLXXI",wellmann:2.67,equivalent,certain,
beck:2.67,berendes:2.72,equivalent,certain,
beck:2.67,gunther:2.72,equivalent,certain,
beck:2.67,laguna:2.67,equivalent,certain,
beck:2.67,lusitanus:60,equivalent,certain,
beck:2.67,monardes:LXI,equivalent,certain,
beck:2.67,wellmann:2.67,equivalent,certain,
berendes:2.72,gunther:2.72,equivalent,certain,
berendes:2.72,laguna:2.67,equivalent,certain,
berendes:2.72,lusitanus:60,equivalent,certain,
berendes:2.72,monardes:LXI,equivalent,certain,
berendes:2.72,wellmann:2.67,equivalent,certain,
gunther:2.72,laguna:2.67,equivalent,certain,
gunther:2.72,lusitanus:60,equivalent,certain,
gunther:2.72,monardes:LXI,equivalent,certain,
gunther:2.72,wellmann:2.67,equivalent,certain,
laguna:2.67,lusitanus:60,equivalent,certain,
laguna:2.67,monardes:LXI,equivalent,certain,
laguna:2.67,wellmann:2.67,equivalent,certain,
lusitanus:60,monardes:LXI,equivalent,certain,
lusitanus:60,wellmann:2.67,equivalent,certain,
monardes:LXI,wellmann:2.67,equivalent,certain,
"barbaro:CCLXXII",beck:2.68,equivalent,certain,
"barbaro:CCLXXII",berendes:2.73,equivalent,certain,
"barbaro:CCLXXII",gunther:2.73,equivalent,certain,
"barbaro:CCLXXII",laguna:2.68,equivalent,certain,
"barbaro:CCLXXII",lusitanus:61,equivalent,certain,
"barbaro:CCLXXII",monardes:LXII,equivalent,certain,
"barbaro:CCLXXII",wellmann:2.68,equivalent,certain,
beck:2.68,berendes:2.73,equivalent,certain,
beck:2.68,gunther:2.73,equivalent,certain,
beck:2.68,laguna:2.68,equivalent,certain,
beck:2.68,lusitanus:61,equivalent,certain,
beck:2.68,monardes:LXII,equivalent,certain,
beck:2.68,wellmann:2.68,equivalent,certain,
berendes:2.73,gunther:2.73,equivalent,certain,
berendes:2.73,laguna:2.68,equivalent,certain,
berendes:2.73,lusitanus:61,equivalent,certain,
berendes:2.73,monardes:LXII,equivalent,certain,
berendes:2.73,wellmann:2.68,equivalent,certain,
gunther:2.73,laguna:2.68,equivalent,certain,
gunther:2.73,lusitanus:61,equivalent,certain,
gunther:2.73,monardes:LXII,equivalent,certain,
gunther:2.73,wellmann:2.68,equivalent,certain,
laguna:2.68,lusitanus:61,equivalent,certain,
laguna:2.68,monardes:LXII,equivalent,certain,
laguna:2.68,wellmann:2.68,equivalent,certain,
lusitanus:61,monardes:LXII,equivalent,certain,
lusitanus:61,wellmann:2.68,equivalent,certain,
monardes:LXII,wellmann:2.68,equivalent,certain,
"barbaro:CCLXXIII",beck:2.69,equivalent,certain,
"barbaro:CCLXXIII",berendes:2.74,equivalent,certain,
"barbaro:CCLXXIII",gunther:2.74,equivalent,certain,
"barbaro:CCLXXIII",laguna:2.69,equivalent,certain,
"barbaro:CCLXXIII",lusitanus:62,equivalent,certain,
"barbaro:CCLXXIII",monardes:LXIII,equivalent,certain,
"barbaro:CCLXXIII",wellmann:2.69,equivalent,certain,
beck:2.69,berendes:2.74,equivalent,certain,
beck:2.69,gunther:2.74,equivalent,certain,
beck:2.69,laguna:2.69,equivalent,certain,
beck:2.69,lusitanus:62,equivalent,certain,
beck:2.69,monardes:LXIII,equivalent,certain,
beck:2.69,wellmann:2.69,equivalent,certain,
berendes:2.74,gunther:2.74,equivalent,certain,
berendes:2.74,laguna:2.69,equivalent,certain,
berendes:2.74,lusitanus:62,equivalent,certain,
berendes:2.74,monardes:LXIII,equivalent,certain,
berendes:2.74,wellmann:2.69,equivalent,certain,
gunther:2.74,laguna:2.69,equivalent,certain,
gunther:2.74,lusitanus:62,equivalent,certain,
gunther:2.74,monardes:LXIII,equivalent,certain,
gunther:2.74,wellmann:2.69,equivalent,certain,
laguna:2.69,lusitanus:62,equivalent,certain,
laguna:2.69,monardes:LXIII,equivalent,certain,
laguna:2.69,wellmann:2.69,equivalent,certain,
lusitanus:62,monardes:LXIII,equivalent,certain,
lusitanus:62,wellmann:2.69,equivalent,certain,
monardes:LXIII,wellmann:2.69,equivalent,certain,
"barbaro:CCLXXIIII",beck:2.70,equivalent,certain,
"barbaro:CCLXXIIII",berendes:2.75,equivalent,certain,
"barbaro:CCLXXIIII",gunther:2.75,equivalent,certain,
"barbaro:CCLXXIIII",laguna:2.70,equivalent,certain,
"barbaro:CCLXXIIII",lusitanus:63,equivalent,certain,
"barbaro:CCLXXIIII",monardes:LXIIII,equivalent,certain,
"barbaro:CCLXXIIII",wellmann:2.70,equivalent,certain,
beck:2.70,berendes:2.75,equivalent,certain,
beck:2.70,gunther:2.75,equivalent,certain,
beck:2.70,laguna:2.70,equivalent,certain,
beck:2.70,lusitanus:63,equivalent,certain,
beck:2.70,monardes:LXIIII,equivalent,certain,
beck:2.70,wellmann:2.70,equivalent,certain,
berendes:2.75,gunther:2.75,equivalent,certain,
berendes:2.75,laguna:2.70,equivalent,certain,
berendes:2.75,lusitanus:63,equivalent,certain,
berendes:2.75,monardes:LXIIII,equivalent,certain,
berendes:2.75,wellmann:2.70,equivalent,certain,
gunther:2.75,laguna:2.70,equivalent,certain,
gunther:2.75,lusitanus:63,equivalent,certain,
gunther:2.75,monardes:LXIIII,equivalent,certain,
gunther:2.75,wellmann:2.70,equivalent,certain,
laguna:2.70,lusitanus:63,equivalent,certain,
laguna:2.70,monardes:LXIIII,equivalent,certain,
laguna:2.70,wellmann:2.70,equivalent,certain,
lusitanus:63,monardes:LXIIII,equivalent,certain,
lusitanus:63,wellmann:2.70,equivalent,certain,
monardes:LXIIII,wellmann:2.70,equivalent,certain,
"barbaro:CCLXXV",beck:2.70,equivalent,certain,
"barbaro:CCLXXV",berendes:2.76,equivalent,certain,
"barbaro:CCLXXV",gunther:2.76,equivalent,certain,
"barbaro:CCLXXV",laguna:2.70.3,equivalent,certain,
"barbaro:CCLXXV",lusitanus:64,equivalent,certain,
"barbaro:CCLXXV",monardes:LXIIII,equivalent,certain,
"barbaro:CCLXXV",wellmann:2.70,equivalent,certain,
beck:2.70,berendes:2.76,equivalent,certain,
beck:2.70,gunther:2.76,equivalent,certain,
beck:2.70,laguna:2.70.3,equivalent,certain,
beck:2.70,lusitanus:64,equivalent,certain,
berendes:2.76,gunther:2.76,equivalent,certain,
berendes:2.76,laguna:2.70.3,equivalent,certain,
berendes:2.76,lusitanus:64,equivalent,certain,
berendes:2.76,monardes:LXIIII,equivalent,certain,
berendes:2.76,wellmann:2.70,equivalent,certain,
gunther:2.76,laguna:2.70.3,equivalent,certain,
gunther:2.76,lusitanus:64,equivalent,certain,
gunther:2.76,monardes:LXIIII,equivalent,certain,
gunther:2.76,wellmann:2.70,equivalent,certain,
laguna:2.70.3,lusitanus:64,equivalent,certain,
laguna:2.70.3,monardes:LXIIII,equivalent,certain,
laguna:2.70.3,wellmann:2.70,equivalent,certain,
lusitanus:64,monardes:LXIIII,equivalent,certain,
lusitanus:64,wellmann:2.70,equivalent,certain,
"barbaro:CCLXXVI",beck:2.70,equivalent,certain,
"barbaro:CCLXXVI",berendes:2.77,equivalent,certain,
"barbaro:CCLXXVI",gunther:2.77,equivalent,certain,
"barbaro:CCLXXVI",lusitanus:65,equivalent,certain,
"barbaro:CCLXXVI",monardes:LXIIII,equivalent,certain,
"barbaro:CCLXXVI",wellmann:2.70,equivalent,certain,
beck:2.70,berendes:2.77,equivalent,certain,
beck:2.70,gunther:2.77,equivalent,certain,
beck:2.70,lusitanus:65,equivalent,certain,
berendes:2.77,gunther:2.77,equivalent,certain,
berendes:2.77,lusitanus:65,equivalent,certain,
berendes:2.77,monardes:LXIIII,equivalent,certain,
berendes:2.77,wellmann:2.70,equivalent,certain,
gunther:2.77,lusitanus:65,equivalent,certain,
gunther:2.77,monardes:LXIIII,equivalent,certain,
gunther:2.77,wellmann:2.70,equivalent,certain,
lusitanus:65,monardes:LXIIII,equivalent,certain,
lusitanus:65,wellmann:2.70,equivalent,certain,
"barbaro:CCLXXVII",beck:2.70,equivalent,certain,
"barbaro:CCLXXVII",berendes:2.78,equivalent,certain,
"barbaro:CCLXXVII",gunther:2.78,equivalent,certain,
"barbaro:CCLXXVII",lusitanus:65,equivalent,certain,
"barbaro:CCLXXVII",monardes:LXIIII,equivalent,certain,
"barbaro:CCLXXVII",wellmann:2.70,equivalent,certain,
beck:2.70,berendes:2.78,equivalent,certain,
beck:2.70,gunther:2.78,equivalent,certain,
berendes:2.78,gunther:2.78,equivalent,certain,
berendes:2.78,lusitanus:65,equivalent,certain,
berendes:2.78,monardes:LXIIII,equivalent,certain,
berendes:2.78,wellmann:2.70,equivalent,certain,
gunther:2.78,lusitanus:65,equivalent,certain,
gunther:2.78,monardes:LXIIII,equivalent,certain,
gunther:2.78,wellmann:2.70,equivalent,certain,
"barbaro:CCLXXVIII",beck:2.71,equivalent,certain,
"barbaro:CCLXXVIII",berendes:2.79,equivalent,certain,
"barbaro:CCLXXVIII",gunther:2.79,equivalent,certain,
"barbaro:CCLXXVIII",laguna:2.70.6,equivalent,certain,
"barbaro:CCLXXVIII",lusitanus:66,equivalent,certain,
"barbaro:CCLXXVIII",monardes:LXV,equivalent,certain,
"barbaro:CCLXXVIII",wellmann:2.71,equivalent,certain,
beck:2.71,berendes:2.79,equivalent,certain,
beck:2.71,gunther:2.79,equivalent,certain,
beck:2.71,laguna:2.70.6,equivalent,certain,
beck:2.71,lusitanus:66,equivalent,certain,
beck:2.71,monardes:LXV,equivalent,certain,
beck:2.71,wellmann:2.71,equivalent,certain,
berendes:2.79,gunther:2.79,equivalent,certain,
berendes:2.79,laguna:2.70.6,equivalent,certain,
berendes:2.79,lusitanus:66,equivalent,certain,
berendes:2.79,monardes:LXV,equivalent,certain,
berendes:2.79,wellmann:2.71,equivalent,certain,
gunther:2.79,laguna:2.70.6,equivalent,certain,
gunther:2.79,lusitanus:66,equivalent,certain,
gunther:2.79,monardes:LXV,equivalent,certain,
gunther:2.79,wellmann:2.71,equivalent,certain,
laguna:2.70.6,lusitanus:66,equivalent,certain,
laguna:2.70.6,monardes:LXV,equivalent,certain,
laguna:2.70.6,wellmann:2.71,equivalent,certain,
lusitanus:66,monardes:LXV,equivalent,certain,
lusitanus:66,wellmann:2.71,equivalent,certain,
monardes:LXV,wellmann:2.71,equivalent,certain,
"barbaro:CCLXXIX",beck:2.71,equivalent,certain,
"barbaro:CCLXXIX",berendes:2.80,equivalent,certain,
"barbaro:CCLXXIX",gunther:2.80,equivalent,certain,
"barbaro:CCLXXIX",laguna:2.71,equivalent,certain,
"barbaro:CCLXXIX",lusitanus:66,equivalent,certain,
"barbaro:CCLXXIX",monardes:LXV,equivalent,certain,
"barbaro:CCLXXIX",wellmann:2.71,equivalent,certain,
beck:2.71,berendes:2.80,equivalent,certain,
beck:2.71,gunther:2.80,equivalent,certain,
beck:2.71,laguna:2.71,equivalent,certain,
berendes:2.80,gunther:2.80,equivalent,certain,
berendes:2.80,laguna:2.71,equivalent,certain,
berendes:2.80,lusitanus:66,equivalent,certain,
berendes:2.80,monardes:LXV,equivalent,certain,
berendes:2.80,wellmann:2.71,equivalent,certain,
gunther:2.80,laguna:2.71,equivalent,certain,
gunther:2.80,lusitanus:66,equivalent,certain,
gunther:2.80,monardes:LXV,equivalent,certain,
gunther:2.80,wellmann:2.71,equivalent,certain,
laguna:2.71,lusitanus:66,equivalent,certain,
laguna:2.71,monardes:LXV,equivalent,certain,
laguna:2.71,wellmann:2.71,equivalent,certain,
"barbaro:CCLXXX",beck:2.72,equivalent,certain,
"barbaro:CCLXXX",berendes:2.81,equivalent,certain,
"barbaro:CCLXXX",gunther:2.81,equivalent,certain,
"barbaro:CCLXXX",laguna:2.71.1,equivalent,certain,
"barbaro:CCLXXX",lusitanus:67,equivalent,certain,
"barbaro:CCLXXX",monardes:LXVI,equivalent,certain,
"barbaro:CCLXXX",wellmann:2.72,equivalent,certain,
beck:2.72,berendes:2.81,equivalent,certain,
beck:2.72,gunther:2.81,equivalent,certain,
beck:2.72,laguna:2.71.1,equivalent,certain,
beck:2.72,lusitanus:67,equivalent,certain,
beck:2.72,monardes:LXVI,equivalent,certain,
beck:2.72,wellmann:2.72,equivalent,certain,
berendes:2.81,gunther:2.81,equivalent,certain,
berendes:2.81,laguna:2.71.1,equivalent,certain,
berendes:2.81,lusitanus:67,equivalent,certain,
berendes:2.81,monardes:LXVI,equivalent,certain,
berendes:2.81,wellmann:2.72,equivalent,certain,
gunther:2.81,laguna:2.71.1,equivalent,certain,
gunther:2.81,lusitanus:67,equivalent,certain,
gunther:2.81,monardes:LXVI,equivalent,certain,
gunther:2.81,wellmann:2.72,equivalent,certain,
laguna:2.71.1,lusitanus:67,equivalent,certain,
laguna:2.71.1,monardes:LXVI,equivalent,certain,
laguna:2.71.1,wellmann:2.72,equivalent,certain,
lusitanus:67,monardes:LXVI,equivalent,certain,
lusitanus:67,wellmann:2.72,equivalent,certain,
monardes:LXVI,wellmann:2.72,equivalent,certain,
"barbaro:CCLXXXII",beck:2.73,equivalent,certain,
"barbaro:CCLXXXII",berendes:2.82,equivalent,certain,
"barbaro:CCLXXXII",gunther:2.82,equivalent,certain,
"barbaro:CCLXXXII",laguna:2.72,equivalent,certain,
"barbaro:CCLXXXII",lusitanus:68,equivalent,certain,
"barbaro:CCLXXXII",monardes:LXVII,equivalent,certain,
"barbaro:CCLXXXII",wellmann:2.73,equivalent,certain,
beck:2.73,berendes:2.82,equivalent,certain,
beck:2.73,gunther:2.82,equivalent,certain,
beck:2.73,laguna:2.72,equivalent,certain,
beck:2.73,lusitanus:68,equivalent,certain,
beck:2.73,monardes:LXVII,equivalent,certain,
beck:2.73,wellmann:2.73,equivalent,certain,
berendes:2.82,gunther:2.82,equivalent,certain,
berendes:2.82,laguna:2.72,equivalent,certain,
berendes:2.82,lusitanus:68,equivalent,certain,
berendes:2.82,monardes:LXVII,equivalent,certain,
berendes:2.82,wellmann:2.73,equivalent,certain,
gunther:2.82,laguna:2.72,equivalent,certain,
gunther:2.82,lusitanus:68,equivalent,certain,
gunther:2.82,monardes:LXVII,equivalent,certain,
gunther:2.82,wellmann:2.73,equivalent,certain,
laguna:2.72,lusitanus:68,equivalent,certain,
laguna:2.72,monardes:LXVII,equivalent,certain,
laguna:2.72,wellmann:2.73,equivalent,certain,
lusitanus:68,monardes:LXVII,equivalent,certain,
lusitanus:68,wellmann:2.73,equivalent,certain,
monardes:LXVII,wellmann:2.73,equivalent,certain,
"barbaro:CCLXXXIII",beck:2.73,equivalent,certain,
"barbaro:CCLXXXIII",berendes:2.83,equivalent,certain,
"barbaro:CCLXXXIII",gunther:2.83,equivalent,certain,
"barbaro:CCLXXXIII",laguna:2.73,equivalent,certain,
"barbaro:CCLXXXIII",lusitanus:68,equivalent,certain,
"barbaro:CCLXXXIII",monardes:LXVII,equivalent,certain,
"barbaro:CCLXXXIII",wellmann:2.73,equivalent,certain,
beck:2.73,berendes:2.83,equivalent,certain,
beck:2.73,gunther:2.83,equivalent,certain,
beck:2.73,laguna:2.73,equivalent,certain,
berendes:2.83,gunther:2.83,equivalent,certain,
berendes:2.83,laguna:2.73,equivalent,certain,
berendes:2.83,lusitanus:68,equivalent,certain,
berendes:2.83,monardes:LXVII,equivalent,certain,
berendes:2.83,wellmann:2.73,equivalent,certain,
gunther:2.83,laguna:2.73,equivalent,certain,
gunther:2.83,lusitanus:68,equivalent,certain,
gunther:2.83,monardes:LXVII,equivalent,certain,
gunther:2.83,wellmann:2.73,equivalent,certain,
laguna:2.73,lusitanus:68,equivalent,certain,
laguna:2.73,monardes:LXVII,equivalent,certain,
laguna:2.73,wellmann:2.73,equivalent,certain,
"barbaro:CCLXXXIIII",beck:2.74,equivalent,certain,
"barbaro:CCLXXXIIII",berendes:2.84,equivalent,certain,
"barbaro:CCLXXXIIII",gunther:2.84,equivalent,certain,
"barbaro:CCLXXXIIII",laguna:2.73.1,equivalent,certain,
"barbaro:CCLXXXIIII",lusitanus:69,equivalent,certain,
"barbaro:CCLXXXIIII",monardes:LXVII,equivalent,certain,
"barbaro:CCLXXXIIII",wellmann:2.74,equivalent,certain,
beck:2.74,berendes:2.84,equivalent,certain,
beck:2.74,gunther:2.84,equivalent,certain,
beck:2.74,laguna:2.73.1,equivalent,certain,
beck:2.74,lusitanus:69,equivalent,certain,
beck:2.74,monardes:LXVII,equivalent,certain,
beck:2.74,wellmann:2.74,equivalent,certain,
berendes:2.84,gunther:2.84,equivalent,certain,
berendes:2.84,laguna:2.73.1,equivalent,certain,
