id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
wellmann:2.85,wellmann,2.85,,πυροί,,,,div-517,,,
berendes:2.107,berendes,2.107,,Weizen,Περἰ Πυρῶν,,198,div-448,,,
beck:2.85,beck,2.85,,Wheat,πυροί,,,div-235,,,
gunther:2.107,gunther,2.107,,PUROI,,,,div-265,,,
laguna:2.85,laguna,2.85,,trigoflor de harina,σεμίδαλις,,278,div-637,,,
"barbaro:CCCIX",barbaro,"CCCIX",,Triticum,,,0,,,,
lusitanus:80,lusitanus,80,,De tritico,,,218,,,,
monardes:LXXVIII,monardes,LXXVIII,,Du fourment,,,260,,,,
wellmann:2.86,wellmann,2.86,,κριθή,,,,div-521,,,
berendes:2.108,berendes,2.108,,Gerste,Περἰ Κριϑη̃ς,,199,div-452,,,
beck:2.86,beck,2.86,,Barley,κριθή,,,div-236,,,
gunther:2.108,gunther,2.108,,KRITHE,,,,div-266,,,
laguna:2.86,laguna,2.86,,cebadasdecocción de cebada,κριθή,,279,div-639,,,
"barbaro:CCCX",barbaro,"CCCX",,Hordeum,,,33,,,,
lusitanus:81,lusitanus,81,,De bordeo,,,219,,,,
monardes:LXXIX,monardes,LXXIX,,De l'orge,,,263,,,,
wellmann:2.87,wellmann,2.87,,ζύθος,,,,div-525,,,
berendes:2.109,berendes,2.109,,Zythos,Περἰ Ζύϑον,,201,div-456,,,
beck:2.87,beck,2.87,,Beer,ζύθος,,,div-237,,,
gunther:2.109,gunther,2.109,,ZUTHOS,,,,div-267,,,
laguna:2.87,laguna,2.87,,cerveza,ζύθος,,280,div-642,,,
"barbaro:CCCXI",barbaro,"CCCXI",,Zythos,,,33,,,,
lusitanus:82,lusitanus,82,,De zytho et curmi,,,220,,,,
monardes:LXXX,monardes,LXXX,,Du zythum espece de biere,,,264,,,,
wellmann:2.88,wellmann,2.88,,κοῦρμι,,,,div-526,,,
berendes:2.110,berendes,2.110,,Kurmi,Περἰ Κούρμιϑος,,201,div-459,,,
beck:2.88,beck,2.88,,Courmi,κοῦρμι,,,div-238,,,
gunther:2.110,gunther,2.110,,KOURMI,,,,div-268,,,
laguna:2.88,laguna,2.88,,koûrmi (tipo de cerveza),κοῦρμι,,281,div-644,,,
"barbaro:CCCXI",barbaro,"CCCXI",,Curmi,,,33,,,,
lusitanus:82,lusitanus,82,,De zytho et curmi,,,220,,,,
monardes:LXXXI,monardes,LXXXI,,Du curmi autre espece de biere ou cervoise,,,264,,,,
wellmann:2.89,wellmann,2.89,,ζέα,,,,div-527,,,
berendes:2.111,berendes,2.111,,Dinkel,Περἰ Ζειᾱς,,201,div-462,,,
beck:2.89,beck,2.89,,Zea,ζέα,,,div-239,,,
gunther:2.111,gunther,2.111,,ZEIA,,,,div-269,,,
laguna:2.89,laguna,2.89,,escanda,ζεία,,282,div-646,,,
"barbaro:CCCXII",barbaro,"CCCXII",,Zea,,,0,,,,
lusitanus:83,lusitanus,83,,De zea,,,221,,,,
monardes:LXXXII,monardes,LXXXII,,De l'espeaute,,,264,,,,
wellmann:2.90,wellmann,2.90,,κρίμνον,,,,div-528,,,
berendes:2.112,berendes,2.112,,Schrot,Περἰ Κρίμνον,,202,div-465,,,
beck:2.90,beck,2.90,,Crimnon,κρίμνον,,,div-240,,,
gunther:2.112,gunther,2.112,,KRIMNON,,,,div-270,,,
laguna:2.90,laguna,2.90,,harina gruesa,κρίμνον,,283,div-648,,,
"barbaro:CCCXIII",barbaro,"CCCXIII",,Crimnon,,,0,,,,
lusitanus:84,lusitanus,84,,De crimno,,,221,,,,
monardes:LXXXIII,monardes,LXXXIII,,De crimnon,,,265,,,,
wellmann:2.91,wellmann,2.91,,ὄλυρα,,,,div-529,,,
berendes:2.113,berendes,2.113,,Olyra,Περἰ Όλύρας,,202,div-468,,,
beck:2.91,beck,2.91,,Rice-wheat,ὄλυρα,,,div-241,,,
gunther:2.113,gunther,2.113,,OLURA,,,,div-271,,,
laguna:2.91,laguna,2.91,,sorgo,ὄλλυρα (ὄλυρα),,284,div-650,,,
"barbaro:CCCXIIII",barbaro,"CCCXIIII",,Olyra,,,0,,,,
lusitanus:85,lusitanus,85,,De olyra,,,221,,,,
monardes:LXXXIII,monardes,LXXXIII,,De olyra,,,265,,,,
wellmann:2.92,wellmann,2.92,,ἀθήρα,,,,div-530,,,
berendes:2.114,berendes,2.114,,Athera,Περἰ Άϑήρας,,202,div-471,,,
beck:2.92,beck,2.92,,Gruel,ἀθήρα,,,div-242,,,
gunther:2.114,gunther,2.114,,ATHERA,,,,div-272,,,
laguna:2.92,laguna,2.92,,papilla,ἀθήρα,,285,div-653,,,
"barbaro:CCCXV",barbaro,"CCCXV",,Athera,,,0,,,,
lusitanus:86,lusitanus,86,,De athera pulticula,,,222,,,,
monardes:LXXXV,monardes,LXXXV,,De athera,,,266,,,,
wellmann:2.93,wellmann,2.93,,τράγος,,,,div-531,,,
berendes:2.115,berendes,2.115,,Tragos,Περἰ Τράγον,,391,div-474,,,
beck:2.93,beck,2.93,,Spelt,τράγος,,,div-243,,,
gunther:2.115,gunther,2.115,,TRAGOS,,,,div-273,,,
laguna:2.93,laguna,2.93,,"farro, álaga",τράγος,,286,div-655,,,
"barbaro:CCCXVI",barbaro,"CCCXVI",,Tragos,,,0,,,,
lusitanus:87,lusitanus,87,,De trago,,,222,,,,
monardes:LXXXVI,monardes,LXXXVI,,Du turguet double,,,266,,,,
wellmann:2.94,wellmann,2.94,,βρόμος,,,,div-532,,,
berendes:2.116,berendes,2.116,,Hafer,Περἰ Βρώμον,,203,div-477,,,
beck:2.94,beck,2.94,,Oats,βρόμος,,,div-244,,,
gunther:2.116,gunther,2.116,,BROMOS,,,,div-274,,,
laguna:2.94,laguna,2.94,,avena,βρόμος,,287,div-657,,,
"barbaro:CCCXVII",barbaro,"CCCXVII",,Bromos,,,34,,,,
lusitanus:88,lusitanus,88,,De bromo,,,222,,,,
monardes:LXXXVII,monardes,LXXXVII,,De l'avoine,,,266,,,,
wellmann:2.95,wellmann,2.95,,ὄρυζα,,,,div-533,,,
berendes:2.117,berendes,2.117,,Reis,Περἰ Όρύζης,,203,div-480,,,
beck:2.95,beck,2.95,,Rice,ὄρυζα,,,div-245,,,
gunther:2.117,gunther,2.117,,ORUZA,,,,div-275,,,
laguna:2.95,laguna,2.95,,arroz,ὄρυζα,,288,div-659,,,
"barbaro:CCCXVIII",barbaro,"CCCXVIII",,Oryza,,,34,,,,
lusitanus:89,lusitanus,89,,De oryza,,,223,,,,
monardes:LXXXVIII,monardes,LXXXVIII,,Du riz,,,267,,,,
wellmann:2.96,wellmann,2.96,,χόνδρος,,,,div-534,,,
berendes:2.118,berendes,2.118,,Graupen,Περἰ Χόνδρον,,203,div-483,,,
beck:2.96,beck,2.96,,Groats,χόνδρος,,,div-246,,,
gunther:2.118,gunther,2.118,,CHONDROS,,,,div-276,,,
laguna:2.96,laguna,2.96,,grano cereal (de trigo ...),χόνδρος,,289,div-661,,,
"barbaro:CCCXIX",barbaro,"CCCXIX",,Alica sive Chondros,,,34,,,,
lusitanus:90,lusitanus,90,,De chondro et farre,,,223,,,,
monardes:LXXXIX,monardes,LXXXIX,,De l'alicat,,,268,,,,
wellmann:2.97,wellmann,2.97,,κέγχρος,,,,div-535,,,
berendes:2.119,berendes,2.119,,Hirse,Περἰ Κέγχρον,,204,div-486,,,
beck:2.97,beck,2.97,,Millet,κέγχρος,,,div-247,,,
gunther:2.119,gunther,2.119,,KENCHROS,,,,div-277,,,
laguna:2.97,laguna,2.97,,mijo,κέγχρος,,290,div-663,,,
"barbaro:CCCXX",barbaro,"CCCXX",,Milium,,,34,,,,
lusitanus:91,lusitanus,91,,De milo,,,223,,,,
monardes:XC,monardes,XC,,Du millet,,,268,,,,
wellmann:2.98,wellmann,2.98,,ἔλυμος,,,,div-536,,,
berendes:2.120,berendes,2.120,,Mohrenhirse,Περἰ Έλύμον,,204,div-489,,,
beck:2.98,beck,2.98,,Italian millet,ἔλυμος,,,div-248,,,
gunther:2.120,gunther,2.120,,ELUMOS,,,,div-278,,,
laguna:2.98,laguna,2.98,,panizo,ἕλυμος,,291,div-665,,,
"barbaro:CCCXX",barbaro,"CCCXX",,Panicum,,,34,,,,
lusitanus:92,lusitanus,92,,De panico,,,224,,,,
monardes:XCI,monardes,XCI,,Du paniz,,,269,,,,
wellmann:2.99,wellmann,2.99,,σήσαμον,,,,div-537,,,
berendes:2.121,berendes,2.121,,Sesam,Περἰ Σησάμον,,205,div-492,,,
beck:2.99,beck,2.99,,Sesame,σήσαμον,,,div-249,,,
gunther:2.121,gunther,2.121,,SESAMON,,,,div-279,,,
laguna:2.99,laguna,2.99,,sésamo,σήσαμον,,292,div-667,,,
"barbaro:CCCXXII",barbaro,"CCCXXII",,Sesamum,,,34,,,,
lusitanus:93,lusitanus,93,,De sesamo,,,224,,,,
monardes:XCII,monardes,XCII,,Du sisame ou iugioline,,,270,,,,
wellmann:2.100,wellmann,2.100,,αἶρα,,,,div-538,,,
berendes:2.122,berendes,2.122,,Taumellolch,Περἰ Αἵρας,,205,div-495,,,
beck:2.100,beck,2.100,,Darnel,αἶρα,,,div-250,,,
gunther:2.122,gunther,2.122,,AIRA,,,,div-280,,,
laguna:2.100,laguna,2.100,,cizaña,αἶρα,,293,div-669,,,
"barbaro:CCCXXIII",barbaro,"CCCXXIII",,Lolium,,,0,,,,
lusitanus:94,lusitanus,94,,De lolio,,,225,,,,
monardes:XCIII,monardes,XCIII,,De l'ivraye,,,271,,,,
wellmann:2.101,wellmann,2.101,,ἄμυλον,,,,div-539,,,
berendes:2.123,berendes,2.123,,Stärkemehl,Περἰ Άμύλον,,205,div-499,,,
beck:2.101,beck,2.101,,Starch,ἄμυλον,,,div-251,,,
gunther:2.123,gunther,2.123,,AMULON,,,,div-281,,,
laguna:2.101,laguna,2.101,,almidón,ἄμυλον,,294,div-672,,,
"barbaro:CCCXXIIII",barbaro,"CCCXXIIII",,Amylum,,,0,,,,
lusitanus:95,lusitanus,95,,De amylo,,,225,,,,
monardes:XCIIII,monardes,XCIIII,,De l'amidon,,,272,,,,
wellmann:2.102,wellmann,2.102,,τήλεως ἄλευρον,,,,div-542,,,
berendes:2.124,berendes,2.124,,Bockshornmehl,Περἰ Τήλεως ἀλεύρον,,206,div-502,,,
beck:2.102,beck,2.102,,Meal of fenugreek,τέλεως ἄλευρον,,,div-252,,,
gunther:2.124,gunther,2.124,,TELEOS ALEURON,,,,div-282,,,
laguna:2.102,laguna,2.102,,alholva,τῆλις,,295,div-674,,,
"barbaro:CCCXXV",barbaro,"CCCXXV",,Foenum Graecum,,,35,,,,
lusitanus:96,lusitanus,96,,De foeno graeco,,,226,,,,
monardes:XCV,monardes,XCV,,Du senegre,,,272,,,,
wellmann:2.103,wellmann,2.103,,λινόσπερμον,,,,div-545,,,
berendes:2.125,berendes,2.125,,Lein,Περἰ Λίνον,,207,div-506,,,
beck:2.103,beck,2.103,,Linseed,λινόσπερμον,,,div-253,,,
gunther:2.125,gunther,2.125,,LINON,,,,div-283,,,
laguna:2.103,laguna,2.103,,lino,λίνον,,296,div-676,,,
"barbaro:CCCXXVI",barbaro,"CCCXXVI",,Linum,,,35,,,,
lusitanus:97,lusitanus,97,,De lino,,,226,,,,
monardes:XCVI,monardes,XCVI,,Du lin,,,273,,,,
wellmann:2.104,wellmann,2.104,,ἐρέβινθος ὁ ἥμερος,,,,div-546,,,
berendes:2.126,berendes,2.126,,Erbse,Περἰ Έρεβίνϑον,,208,div-510,,,
beck:2.104,beck,2.104,,Cultivated chick- pea,ἐρέβινθος ὁ ἥμερος,,,div-254,,,
gunther:2.126,gunther,2.126,,EREBINTHOS,,,,div-284,,,
laguna:2.104,laguna,2.104,,garbanzogarbanzo de campo,ἐρέβινθος,,297,div-679,,,
"barbaro:CCCXXVII",barbaro,"CCCXXVII",,Cicer,,,35,,,,
lusitanus:98,lusitanus,98,,De cicere,,,226,,,,
monardes:XCVII,monardes,XCVII,,Des pois ciches,,,274,,,,
wellmann:2.105,wellmann,2.105,,κύαμος Ἑλληνικός,,,,div-549,,,
berendes:2.127,berendes,2.127,,Griechische Bohne,Περἰ Κυάμον έλληνικοῡ,,208,div-513,,,
beck:2.105,beck,2.105,,Greek bean,κύαμος Ἑλληνικός,,,div-255,,,
gunther:2.127,gunther,2.127,,KUAMOS HELLENIKOS,,,,div-285,,,
laguna:2.105,laguna,2.105,,haba,κύαμος Ἑλληνικός,,298,div-681,,,
"barbaro:CCCXXVIII",barbaro,"CCCXXVIII",,Faba,,,0,,,,
lusitanus:99,lusitanus,99,,De fabis,,,227,,,,
monardes:XCVIII,monardes,XCVIII,,Des feves,,,275,,,,
wellmann:2.106,wellmann,2.106,,Αἰγύπτιος κύαμος,,,,div-553,,,
berendes:2.128,berendes,2.128,,Aegyptische Bohne,Περἰ Κυάμον αἰγυπτίον,,209,div-517,,,
beck:2.106,beck,2.106,,Egyptian bean,Αἰγύπτιος κύαμος,,,div-256,,,
gunther:2.128,gunther,2.128,,KUAMOS AIGUPTIOS,,,,div-286,,,
laguna:2.106,laguna,2.106,,lotokolokásion (raíz de loto),αἰγύπτιος κύαμος,,299,div-684,,,
"barbaro:CCCXXIX",barbaro,"CCCXXIX",,Faba Aegyptia,,,0,,,,
lusitanus:centesimi capitis,lusitanus,centesimi capitis,,De faba aegyptia,,,228,,,,
monardes:XCIX,monardes,XCIX,,De la feve d'Egypte,,,277,,,,
wellmann:2.107,wellmann,2.107,,φακός,,,,div-556,,,
berendes:2.129,berendes,2.129,,Linse,Περἰ Φακοῡ,,210,div-520,,,
beck:2.107,beck,2.107,,Lentil,φακός,,,div-257,,,
gunther:2.129,gunther,2.129,,PHAKOS,,,,div-287,,,
laguna:2.107,laguna,2.107,,lenteja que se come,φακός ἐσθιόμενος,,301,div-688,,,
"barbaro:CCCXXX",barbaro,"CCCXXX",,Lens,,,36,,,,
lusitanus:101,lusitanus,101,,De lentibus,,,229,,,,
monardes:C,monardes,C,,Des lentilles,,,278,,,,
berendes:2.130,berendes,2.130,,Zwergbohne,Περἰ Φασιόλον,,211,div-524,,,
gunther:2.130,gunther,2.130,,PHASIOLOS,,,,div-288,,,
laguna:2.107Di,laguna,2.107Di,,judía mungo,φασίολος,,302,div-691,,,
"barbaro:CCCXXXI",barbaro,"CCCXXXI",,Phasiolus,,,36,,,,
lusitanus:102,lusitanus,102,,De phaseolo,,,233,,,,
monardes:CI,monardes,CI,,Des phasiols,,,279,,,,
wellmann:2.108,wellmann,2.108,,ὄροβος,,,,div-560,,,
berendes:2.131,berendes,2.131,,Linsenwicke,Περἰ Όρόβον,,211,div-527,,,
beck:2.108,beck,2.108,,Bitter vetch,ὄροβος,,,div-258,,,
gunther:2.131,gunther,2.131,,OROBOS,,,,div-289,,,
laguna:2.108,laguna,2.108,,yero,ὄροβος,,303,div-693,,,
"barbaro:CCCXXXII",barbaro,"CCCXXXII",,Eruum,,,36,,,,
lusitanus:103,lusitanus,103,,De orobo,,,234,,,,
monardes:CII,monardes,CII,,Des ers,,,281,,,,
wellmann:2.109,wellmann,2.109,,θέρμος,,,,div-563,,,
berendes:2.132,berendes,2.132,,Lupine,Περἰ Θέρμον,,212,div-530,,,
beck:2.109,beck,2.109,,Lupine,θέρμος,,,div-259,,,
gunther:2.132,gunther,2.132,,THERMOS EMEROS,,,,div-290,,,
laguna:2.109,laguna,2.109,,altramuz,θέρμος,,304,div-695,,,
"barbaro:CCCXXXIII",barbaro,"CCCXXXIII",,Lupinum,,,36,,,,
lusitanus:104,lusitanus,104,,De lupinis,,,234,,,,
monardes:CIII,monardes,CIII,,Des lupins,,,282,,,,
wellmann:2.109,wellmann,2.109,,θέρμος,,,,div-563,,,
berendes:2.133,berendes,2.133,,Wilde Lupine,Περἰ Θέρμον ἀγρίον,,212,div-533,,,
beck:2.109,beck,2.109,,Lupine,θέρμος,,,div-259,,,
gunther:2.133,gunther,2.133,,THERMOS AGRIOS,,,,div-291,,,
laguna:2.109,laguna,2.109,,altramuz,θέρμος,,304,div-695,,,
"barbaro:CCCXXXIIII",barbaro,"CCCXXXIIII",,Lupinum sylvestre,,,36,,,,
lusitanus:104,lusitanus,104,,De lupinis,,,234,,,,
wellmann:2.110,wellmann,2.110,,γογγύλη,,,,div-566,,,
berendes:2.134,berendes,2.134,,Weisse Rübe,Περἰ Γογγύλης,,213,div-536,,,
beck:2.110,beck,2.110,,Turnip,γογγύλη,,,div-260,,,
gunther:2.134,gunther,2.134,,GONGULIS,,,,div-292,,,
laguna:2.110,laguna,2.110,,nabo gallego,γογγύλη,,305,div-698,,,
"barbaro:CCCXXXV",barbaro,"CCCXXXV",,Rapum,,,36,,,,
lusitanus:105,lusitanus,105,,De rapis,,,235,,,,
monardes:CIIII,monardes,CIIII,,De la rave,,,283,,,,
wellmann:2.110,wellmann,2.110,,γογγύλη,,,,div-566,,,
berendes:2.135,berendes,2.135,,Wilde weisse Rübe,Περἰ Γογγύλης ἀγρίας,,213,div-540,,,
beck:2.110,beck,2.110,,Turnip,γογγύλη,,,div-260,,,
gunther:2.135,gunther,2.135,,GONGOLE AGRIOE,,,,div-293,,,
laguna:2.111,laguna,2.111,,nabo,βουνιάς,,306,div-700,,,
"barbaro:CCCXXXVI",barbaro,"CCCXXXVI",,Rapum sylvestre,,,0,,,,
lusitanus:105,lusitanus,105,,De rapis,,,235,,,,
wellmann:2.111,wellmann,2.111,,βουνιάς,,,,div-569,,,
berendes:2.136,berendes,2.136,,Feldkohl,Περἰ Βουνιάδος,,213,div-544,,,
beck:2.111,beck,2.111,,French turnip,βουνιάς,,,div-261,,,
gunther:2.136,gunther,2.136,,BOUNIAS,,,,div-294,,,
"barbaro:CCCXXXVII",barbaro,"CCCXXXVII",,Napum bunias,,,0,,,,
lusitanus:106,lusitanus,106,,De napo,,,235,,,,
monardes:CV,monardes,CV,,Du navet ou naveau,,,284,,,,
wellmann:2.112,wellmann,2.112,,ῥαφανίς,,,,div-570,,,
berendes:2.137,berendes,2.137,,Rettig,Περἰ ΄Ραφανίδος,,214,div-547,,,
beck:2.112,beck,2.112,,Radish,ῥαφανίς,,,div-262,,,
gunther:2.137,gunther,2.137,,RAPHANIS,,,,div-295,,,
laguna:2.112,laguna,2.112,,rábano,ῥάφανος (ῥαφανίς),,307,div-702,,,
"barbaro:CCCXXXVIII",barbaro,"CCCXXXVIII",,Raphanus,,,0,,,,
lusitanus:107,lusitanus,107,,De raphano,,,236,,,,
monardes:CVI,monardes,CVI,,Du refort,,,285,,,,
wellmann:2.112,wellmann,2.112,,ῥαφανίς,,,,div-570,,,
berendes:2.138,berendes,2.138,,Wilder Rettig,Περἰ ΄Ραφανίδος ἀγρίας,,214,div-551,,,
beck:2.112,beck,2.112,,Radish,ῥαφανίς,,,div-262,,,
gunther:2.138,gunther,2.138,,RAPHANOS AGRIA,,,,div-296,,,
laguna:2.112.2,laguna,2.112.2,,rábano silvestre,ἀγρία ῥαφανός,,960,div-2193,,,
"barbaro:CCCXL",barbaro,"CCCXL",,Raphanos agria,,,0,,,,
lusitanus:107,lusitanus,107,,De raphano,,,236,,,,
wellmann:2.113,wellmann,2.113,,σίσαρον,,,,div-573,,,
berendes:2.139,berendes,2.139,,Sisaron,Περἰ Σιδάρον,,215,div-554,,,
beck:2.113,beck,2.113,,Parsnip,σίσαρον,,,div-263,,,
gunther:2.139,gunther,2.139,,SISARON,,,,div-297,,,
laguna:2.113,laguna,2.113,,chirivía,σίσαρον,,308,div-705,,,
"barbaro:CCCXLI",barbaro,"CCCXLI",,Siser,,,0,,,,
lusitanus:108,lusitanus,108,,De sisaro,,,237,,,,
monardes:CVII,monardes,CVII,,Du siser,,,286,,,,
wellmann:2.114,wellmann,2.114,,λάπαθον,,,,div-574,,,
berendes:2.140,berendes,2.140,,Ampfer,Περἰ Λαπάϑον,,215,div-557,,,
beck:2.114,beck,2.114,,Monk’s rhubarb,λάπαθον,,,div-264,,,
gunther:2.140,gunther,2.140,,LAPATHON,,,,div-298,,,
laguna:2.114,laguna,2.114,,romaza,λάπαθον,,309,div-707,,,
"barbaro:CCCXLII",barbaro,"CCCXLII",,Lapathum,,,0,,,,
lusitanus:109,lusitanus,109,,"De rumice (lapathus, lapathum, lapatium, rumex, lapathum acutum / de la pareille ou de la patience). Domesticus rumex (domesticum lapathon, domesticus rumex, spinachia / espinarts). Oxalis (oxalis, acetosa)",,,237,,,,
monardes:CVIII,monardes,CVIII,,De lapathum,,,288,,,,
wellmann:2.115,wellmann,2.115,,ἱππολάπαθον,,,,div-578,,,
berendes:2.141,berendes,2.141,,Hippolapathon,Περἰ Ίππολαπάϑον,,216,div-561,,,
beck:2.115,beck,2.115,,Dock sorrel,ἱππολάπαθον,,,div-265,,,
gunther:2.141,gunther,2.141,,HIPPOLAPATHON,,,,div-299,,,
laguna:2.115,laguna,2.115,,acedera acuática,ἱππολάπαθον,,310,div-710,,,
"barbaro:CCCXLIII",barbaro,"CCCXLIII",,Hippolapathum,,,0,,,,
lusitanus:109,lusitanus,109,,"De rumice (lapathus, lapathum, lapatium, rumex, lapathum acutum / de la pareille ou de la patience). Domesticus rumex (domesticum lapathon, domesticus rumex, spinachia / espinarts). Oxalis (oxalis, acetosa)",,,237,,,,
wellmann:2.116,wellmann,2.116,,λαμψάνη,,,,div-579,,,
berendes:2.142,berendes,2.142,,Grauer Senf,Περἰ Λαμψάνης,,216,div-564,,,
beck:2.116,beck,2.116,,Charlock,λαμψάνη,,,div-266,,,
gunther:2.142,gunther,2.142,,LAMPSANE,,,,div-300,,,
laguna:2.116,laguna,2.116,,roqueta bastarda,λαμψάνη,,311,div-712,,,
"barbaro:CCCXLIIII",barbaro,"CCCXLIIII",,Lapsana,,,37,,,,
lusitanus:110,lusitanus,110,,De lampsana,,,238,,,,
monardes:CIX,monardes,CIX,,De la lampsane,,,290,,,,
wellmann:2.117,wellmann,2.117,,βλίτον,,,,div-580,,,
berendes:2.143,berendes,2.143,,Gemüseamaranth,Περἰ Βλήτον,,216,div-567,,,
beck:2.117,beck,2.117,,Blite,βλίτον,,,div-267,,,
gunther:2.143,gunther,2.143,,BLITON,,,,div-301,,,
laguna:2.117,laguna,2.117,,bledo,βλίττον (βλίτον),,313,div-716,,,
"barbaro:CCCXLVI",barbaro,"CCCXLVI",,Blitum,,,37,,,,
lusitanus:111,lusitanus,111,,De blito,,,239,,,,
monardes:CX,monardes,CX,,De la blette,,,290,,,,
wellmann:2.118,wellmann,2.118,,μολόχη,,,,div-581,,,
berendes:2.144,berendes,2.144,,Malve,Περἰ Μαλάχης,,217,div-570,,,
beck:2.118,beck,2.118,,Mallow,μολόχη,,,div-268,,,
gunther:2.144,gunther,2.144,,MALACHE AGRIA,,,,div-302,,,
laguna:2.118,laguna,2.118,,malva,μαλάχη,,314,div-718,,,
"barbaro:CCCXLVII",barbaro,"CCCXLVII",,Malva,,,37,,,,
lusitanus:112,lusitanus,112,,De malvis,,,239,,,,
monardes:CXI,monardes,CXI,,De la mauve,,,291,,,,
wellmann:2.119,wellmann,2.119,,ἀνδράφαξυς,,,,div-584,,,
berendes:2.145,berendes,2.145,,Gartenmelde,Περἰ Άτραφάξιος,,217,div-574,,,
beck:2.119,beck,2.119,,Orach,ἀνδράφαξυς,,,div-269,,,
gunther:2.145,gunther,2.145,,ATRAPHAXIS,,,,div-303,,,
laguna:2.119,laguna,2.119,,armuelle,ἀτράφαξις (ἀνδράφαξυς),,315,div-721,,,
"barbaro:CCCXLVIII",barbaro,"CCCXLVIII",,Atraphaxis sive Atriplex,,,37,,,,
lusitanus:113,lusitanus,113,,De atriplice,,,239,,,,
monardes:CXII,monardes,CXII,,Des arroches,,,293,,,,
wellmann:2.120,wellmann,2.120,,κράμβη ἥμερος,,,,div-585,,,
berendes:2.146,berendes,2.146,,Kohl,Περἰ Κράμβης,,217,div-578,,,
beck:2.120,beck,2.120,,Cultivated cabbage,κράμβη ἥμερος,,,div-270,,,
gunther:2.146,gunther,2.146,,KRAMBE EMEROS,,,,div-304,,,
laguna:2.120,laguna,2.120,,berza cultivada,κράμβη ἥμερος,,316,div-723,,,
"barbaro:CCCXLIX",barbaro,"CCCXLIX",,Brassica,,,37,,,,
lusitanus:114,lusitanus,114,,"De brassica (crambe, brassica, caulis / des chauls). Altera species (lacuturris, caputium)",,,240,,,,
monardes:CXIII,monardes,CXIII,,Du chou,,,295,,,,
wellmann:2.121,wellmann,2.121,,κράμβη ἀγρία,,,,div-589,,,
berendes:2.147,berendes,2.147,,Wilder Kohl,Περἰ Κράμβης ἀγρίας,,218,div-582,,,
beck:2.121,beck,2.121,,Wild cabbage,κράμβη ἀγρία,,,div-271,,,
gunther:2.147,gunther,2.147,,KRAMBE AGRIA,,,,div-305,,,
laguna:2.121,laguna,2.121,,berza silvestre,κράμβη ἀγρία,,317,div-726,,,
"barbaro:CCCL",barbaro,"CCCL",,Brassica sylvestris,,,0,,,,
lusitanus:114,lusitanus,114,,"De brassica (crambe, brassica, caulis / des chauls). Altera species (lacuturris, caputium)",,,240,,,,
monardes:CXIIII,monardes,CXIIII,,Du chou sauvage,,,296,,,,
wellmann:2.122,wellmann,2.122,,κράμβη ἡ θαλασσία,,,,div-590,,,
berendes:2.148,berendes,2.148,,Meerkohl,Περἰ Κράμβης ϑαλασσίας,,219,div-585,,,
beck:2.122,beck,2.122,,Sea cole,κράμβη ἡ θαλασσία,,,div-272,,,
gunther:2.148,gunther,2.148,,KRAMBE THALASSIA,,,,div-306,,,
laguna:2.122,laguna,2.122,,corregüela marina,κράμβη θαλασσία,,318,div-728,,,
"barbaro:CCCLI",barbaro,"CCCLI",,Brassica marina,,,0,,,,
lusitanus:115,lusitanus,115,,De brassica marina,,,242,,,,
monardes:CXV,monardes,CXV,,Du chou marin,,,296,,,,
wellmann:2.123,wellmann,2.123,,σεῦτλον,,,,div-591,,,
berendes:2.149,berendes,2.149,,Bete,Περἰ Τεύτλον,,219,div-588,,,
beck:2.123,beck,2.123,,Beet,σεῦτλον,,,div-273,,,
gunther:2.149,gunther,2.149,,TEUTLON MELAN AGRION,,,,div-307,,,
laguna:2.123,laguna,2.123,,acelga,τεῦτλον (σεῦτλον),,319,div-730,,,
"barbaro:CCCLII",barbaro,"CCCLII",,Beta,,,0,,,,
lusitanus:116,lusitanus,116,,De beta,,,242,,,,
monardes:CXVI,monardes,CXVI,,De la poree,,,297,,,,
wellmann:2.124,wellmann,2.124,,ἀνδράχνη,,,,div-592,,,
berendes:2.150,berendes,2.150,,Portulak,Περἰ Άνδράχνης,,219,div-591,,,
