edition,edition_entry_id,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_text
wellmann,row728,w-728,5,59,ὁ διὰ τῆς ἀγρίας νάρδου
wellmann,row729,w-729,5,60,δαυκίτης
wellmann,row730,w-730,5,61,ἐλελισφακίτης
wellmann,row731,w-731,5,62,πανακίτης
wellmann,row732,w-732,5,63,ἀκορίτης καὶ ὁ ἀπὸ γλυκορρίζης
wellmann,row733,w-733,5,64,σελινίτης
wellmann,row734,w-734,5,65,μαραθίτης καὶ ἀνήθινος καὶ πετροσελινίτης
wellmann,row735,w-735,5,66,δι' ἁλὸς ἄνθους οἶνος
wellmann,row736,w-736,5,67,φθόριος ἐμβρύων οἶνος
wellmann,row737,w-737,5,68,θυμελαίτης
wellmann,row738,w-738,5,69,χαμελαίτης
wellmann,row739,w-739,5,70,χαμαιπιτύινος
wellmann,row740,w-740,5,71,μανδραγορίτης
wellmann,row741,w-741,5,72,ἐλλεβορίτης
wellmann,row742,w-742,5,73,σκαμμωνίτης
wellmann,row743,w-743,5,74,καδμεία
wellmann,row744,w-744,5,75,πομφόλυξ
wellmann,row745,w-745,5,76,κεκαυμένος χαλκός
wellmann,row746,w-746,5,77,χαλκοῦ ἄνθος
wellmann,row747,w-747,5,78,λεπὶς
wellmann,row748,w-748,5,79,ἰὸς ξυστός
wellmann,row749,w-749,5,80,ἰὸς σιδίρου
wellmann,row750,w-750,5,81,πεπλυμένος μόλυβδος
wellmann,row751,w-751,5,82,σκωρία μολύβδου
wellmann,row752,w-752,5,83,μολυβδοειδὴς λίθος
wellmann,row753,w-753,5,84,στίβι
wellmann,row754,w-754,5,85,μολύβδαινα
wellmann,row755,w-755,5,86,ἡ τοῦ ἀργρύρου σκωρία
wellmann,row756,w-756,5,87,λιθάργυρος
wellmann,row757,w-757,5,88,ψιμύθιον
wellmann,row758,w-758,5,89,χρυσοκόλλα
wellmann,row759,w-759,5,90,Ἀρμένιον
wellmann,row760,w-760,5,91,κύανος
wellmann,row761,w-761,5,92,Ἰνδικόν
wellmann,row762,w-762,5,93,ὦχρα
wellmann,row763,w-763,5,94,κιννάβαρι
wellmann,row764,w-764,5,95,ὑδράργυρος
wellmann,row765,w-765,5,96,μίλτος Σινωπικὴ
wellmann,row766,w-766,5,97,Λημνία γῆ
wellmann,row767,w-767,5,98,χαλκανθές
wellmann,row768,w-768,5,99,χαλκῖτιν
wellmann,row769,w-769,5,100,μίσυ
wellmann,row770,w-770,5,101,μελαντηρία
wellmann,row771,w-771,5,102,σῶρι
wellmann,row772,w-772,5,103,διφρυγές
wellmann,row773,w-773,5,104,ἀρσενικόν
wellmann,row774,w-774,5,105,σανδαράκη
wellmann,row775,w-775,5,106,στυπτηρία
wellmann,row776,w-776,5,107,θεῖον
wellmann,row777,w-777,5,108,κίσηρις
wellmann,row778,w-778,5,109,ἅλς
wellmann,row779,w-779,5,110,ἁλὸς ἄχνη
wellmann,row780,w-780,5,111,ἅλμη
wellmann,row781,w-781,5,112,ἄνθος ἁλός
wellmann,row782,w-782,5,113,νίτρον
wellmann,row783,w-783,5,114,τρύξ
wellmann,row784,w-784,5,115,ἄσβεστος
wellmann,row785,w-785,5,116,γύψος
wellmann,row786,w-786,5,117,τέφρα κληματίνη
wellmann,row787,w-787,5,118,ἀλκυονίου
wellmann,row788,w-788,5,119,ἀδάρκης
wellmann,row789,w-789,5,120,σπόγγων
wellmann,row790,w-790,5,121,κουράλιον
wellmann,row791,w-791,5,122,ἀντιπαθὲς
wellmann,row792,w-792,5,123,λίθος Φρύγιος
wellmann,row793,w-793,5,124,Ἄσσιον λίθος
wellmann,row794,w-794,5,125,πυρίτης λίθος
wellmann,row795,w-795,5,126,αἱματίτης λίθος
wellmann,row796,w-796,5,127,σχιστὸς λίθος
wellmann,row797,w-797,5,128,Γαγάτης
wellmann,row798,w-798,5,129,Θρᾳκίας
wellmann,row799,w-799,5,130,μαγνῆτις λίθος
wellmann,row800,w-800,5,131,Ἀραβικὸς λίθος
wellmann,row801,w-801,5,132,γαλακτίτης
wellmann,row802,w-802,5,133,μελιτίτης
wellmann,row803,w-803,5,134,λίθος μόροχθος
wellmann,row804,w-804,5,135,λίθος ἀλαβαστρίτης
wellmann,row805,w-805,5,136,λίθος θυίτης
wellmann,row806,w-806,5,137,Ἰουδαικὸς λίθος
wellmann,row807,w-807,5,138,λίθος ἀμίαντος
wellmann,row808,w-808,5,139,λίθος σάπφειρος
wellmann,row809,w-809,5,140,λίθος Μεμφίτης
wellmann,row810,w-810,5,141,λίθος σεληνίτης
wellmann,row811,w-811,5,142,λίθος ἴασπις
wellmann,row812,w-812,5,143,λίθος ὀφίτης
wellmann,row813,w-813,5,144,λίθοι οἱ ἐν τοῖς σπόγγοις
wellmann,row814,w-814,5,145,λιθοκόλλα
wellmann,row815,w-815,5,146,λίθος ὀστρακίτης
wellmann,row816,w-816,5,147,σμύρις
wellmann,row817,w-817,5,148,ἄμμος
wellmann,row818,w-818,5,149,ἀκόνης Ναξίας ἀπότριμμα
wellmann,row819,w-819,5,150,λίθος γεώδης
wellmann,row820,w-820,5,151,γῆ
wellmann,row821,w-821,5,152,Ἐρετριάδος γῆ
wellmann,row822,w-822,5,153,Σαμία γῆ
wellmann,row823,w-823,5,154,ἐν τῇ Σαμίᾳ γῇ λίθος
wellmann,row824,w-824,5,155,Χίας γῆ
wellmann,row825,w-825,5,156,Κιμωλίας γῆ
wellmann,row826,w-826,5,157,πνιγῖτις γῆ
wellmann,row827,w-827,5,158,ὄστρακα
wellmann,row828,w-828,5,159,Μηλία γῆ
wellmann,row829,w-829,5,160,ἀμπελῖτις γῆ
wellmann,row830,w-830,5,161,ἀσβόλη
wellmann,row831,w-831,5,162,μέλαν
