edition,edition_entry_id,barbaro_page,barbaro_book,barbaro_chapter,barbaro_term
barbaro,row526,101,DXXX,49,Viscum
barbaro,row527,102,DXXXI,0,Aparine
barbaro,row528,102,DXXXII,0,Alysson
barbaro,row529,102,DXXXIII,0,Atractylis
barbaro,row530,102,DXXXIIII,0,Asclepias
barbaro,row531,102,DXXXV,0,Polycnemon
barbaro,row532,102,DXXXVI,0,Clinopodion
barbaro,row533,103,DXXXVII,50,Leontopetalon
barbaro,row534,103,DXXXVIII,50,Teucrion
barbaro,row535,103,DXXXIX,50,Chamaedrys
barbaro,row536,103,DXL,50,Leucas
barbaro,row537,103,DXLI,50,Lychnis coronaria
barbaro,row538,103,DXLII,50,Lychnis rustica
barbaro,row539,103,DXLIII,50,Lilium
barbaro,row540,104,DXLIIII,0,Ballote
barbaro,row541,104,DXLV,0,Melissophyllon
barbaro,row542,104,DXLVI,0,Marrubium
barbaro,row543,104,DXLVII,0,Stachys
barbaro,row544,104,DXLVIII,0,Phyllitis
barbaro,row545,104,DXLIX,0,Phalangion
barbaro,row546,104,DL,0,Trifolium
barbaro,row547,104,DLI,0,Polium
barbaro,row548,104,DLII,0,Scordion
barbaro,row549,104,DLIII,0,Bechion
barbaro,row550,104,DLIIII,0,Artemisia
barbaro,row551,105,DLV,51,Artemisia alia
barbaro,row552,105,DLVI,51,Ambrosia
barbaro,row553,105,DLVII,51,Botrys
barbaro,row554,105,DLVIII,51,Geranion
barbaro,row555,105,DLVIIII,51,Altera geranion
barbaro,row556,105,DLX,51,Gnaphalion
barbaro,row557,105,DLXI,51,Typha
barbaro,row558,105,DLXII,51,Circaea
barbaro,row559,105,DLXIII,51,Oenanthe
barbaro,row560,105,DLXIIII,51,Conyza
barbaro,row561,105,DLXV,51,Conyza minor
barbaro,row562,105,DLXVI,51,Conyzae tertium genus
barbaro,row563,106,DLXVII,0,Hemerocalles
barbaro,row564,106,DLXVIII,0,Leucoion
barbaro,row565,106,DLXIX,0,Crataegonos
barbaro,row566,106,DLXX,0,Phyllon
barbaro,row567,107,DLXXI,52,Orchis
barbaro,row568,107,DLXXII,52,Orchis Serapias
barbaro,row569,107,DLXXIII,52,Satyrion
barbaro,row570,107,DLXXIIII,52,Alterum satyrium
barbaro,row571,107,DLXXV,52,Orminon
barbaro,row572,107,DLXXVI,52,Hedysaron
barbaro,row573,107,CLXXVII,52,Onosma
barbaro,row574,107,DLXXVIII,52,Nymphea
barbaro,row575,107,DLXXIX,52,Nymphea alia
barbaro,row576,107,DLXXX,52,Androsaces
barbaro,row577,107,DLXXXI,52,Asplenon
barbaro,row578,107,DLXXXII,52,Hemionitis
barbaro,row579,108,DLXXXIII,0,Anthyllis
barbaro,row580,108,DMXXXIIII,0,Anthemis
barbaro,row581,108,DLXXXV,0,Parthenium
barbaro,row582,108,DLXXXVI,0,Buphthalmos
barbaro,row583,108,DLXXXVII,0,Paeonia
barbaro,row584,108,DLXXXVIII,0,Lithospermon
barbaro,row585,109,DLXXXIX,53,Phalaris
barbaro,row586,109,DXC,53,Erythrodanum
barbaro,row587,109,DXCI,53,Lonchitis
barbaro,row588,109,DXCII,53,Lonchitis trachea
barbaro,row589,109,DXCIII,53,Althaea
barbaro,row590,109,DXCIIII,53,Alcea
barbaro,row591,109,DXCV,53,Cannabis sylvatica
barbaro,row592,109,DXCVI,53,Cannabis sativa
barbaro,row593,109,DXCVII,53,Anagyris
barbaro,row594,109,DXCVIII,53,Cepaea
barbaro,row595,109,DXCIX,53,Alisma
barbaro,row596,109,DC,53,Onobrychis
barbaro,row597,109,DCI,53,Hypericon
barbaro,row598,109,DCII,53,Ascyron
barbaro,row599,109,DCIII,53,Androsaemon
barbaro,row600,109,DCIIII,53,Coris
barbaro,row601,109,DCV,53,Chamaepitys
barbaro,row602,110,DCVI,0,Chamaepitys secunda
barbaro,row603,110,DCVII,0,Chamaepitys tertia
barbaro,row604,110,DCVIII,0,Betonica
barbaro,row605,110,DCIX,0,Britanica
barbaro,row606,111,DCX,54,Betonicae mentio tertia
barbaro,row607,111,DCXI,54,Lysimachion
barbaro,row608,111,DCXII,54,Poligonon mas
barbaro,row609,111,DCXIII,54,Polygonon foemina
barbaro,row610,111,DCXIIII,54,Polygonaton
barbaro,row611,111,DCXV,54,Clematis
barbaro,row612,111,DCXI,54,Clematis altera
barbaro,row613,111,DCXVII,54,Polemonion
barbaro,row614,111,DCXVIII,54,Symphyton petraeum
barbaro,row615,112,DCXIX,0,Symphyton alterum
barbaro,row616,112,DCXX,0,Holosteum
barbaro,row617,112,DCXXI,0,Stoebe
barbaro,row618,112,DCXXII,0,Clymenos
barbaro,row619,112,DCXXIII,0,Periclymenos
barbaro,row620,112,DCXXIIII,0,Trieulum
barbaro,row621,112,DCXXV,0,Saxifraga
barbaro,row622,113,DCXXVI,55,Limonium
barbaro,row623,113,DCXXVII,55,Lagopus
barbaro,row624,113,DCXXVIII,55,Medion
barbaro,row625,113,DCXXIX,55,Epimedion
barbaro,row626,113,DCXXX,55,Xiphion
barbaro,row627,113,DCXXXI,55,Sparganion
barbaro,row628,113,DCXXXII,55,Xyris
barbaro,row629,113,DCXXXIII,55,Anchusa
barbaro,row630,113,DCXXXIIII,55,Anchusa onochelos
barbaro,row631,113,DCXXXV,55,Anchusa tertia sine nomine
barbaro,row632,113,DCXXXVI,55,Lycopsos vel Lycopsis anchusae genus
barbaro,row633,113,DCXXXVII,55,Echion
barbaro,row634,114,DCXXXVIII,0,Ocimoides
barbaro,row635,114,DCXXXIX,0,Erinos
barbaro,row636,114,DCXL,0,Gramen
barbaro,row637,114,DCXLI,0,Calamagrostis
barbaro,row638,114,DCXLII,0,Gramen Parnasion
barbaro,row639,114,DCXLIII,0,Gramen Cilicium
barbaro,row640,114,DCXLIIII,0,Sideritis prima
barbaro,row641,114,DCXLV,0,Sideritis secunda
barbaro,row642,114,DCXLVI,0,Sideritis tertia
barbaro,row643,114,DCXLVII,0,Sideritis quarta
barbaro,row644,114,DCXLVIII,0,Rubus
barbaro,row645,114,DCXLIX,0,Rubus idaeus
barbaro,row646,115,DCL,56,Helxine
barbaro,row647,115,DCLI,56,Elatine
barbaro,row648,115,DCLII,56,Eupatorium
barbaro,row649,115,DCLIII,56,Pentaphyllon
barbaro,row650,115,DCLIIII,56,Phoenix herba
barbaro,row651,115,DCLV,56,Idaea radix
barbaro,row652,115,DCLV,56,Radix rhodia
barbaro,row653,115,DCLVII,56,Hippuris
barbaro,row654,116,DCLVIII,0,Hippuris altera
barbaro,row655,116,DCLVIIII,0,Coccus baphica
barbaro,row656,116,DCLX,0,Tragion
barbaro,row657,116,DCLXI,0,Tragion altera
barbaro,row658,116,DCLXII,0,Tragos
barbaro,row659,116,DCLXIII,0,Oxyschoenos et iuncus palustris
barbaro,row660,117,DCLXIIII,57,Euripice
barbaro,row661,117,DCLXV,57,Lichen in Saxis
barbaro,row662,117,DCLXVI,57,Paronychia
barbaro,row663,117,DCLXVII,57,Chrysocome
barbaro,row664,117,DCLXVIII,57,Chrysogonon
barbaro,row665,117,DCLXIX,57,Helichrysos
barbaro,row666,117,DCLXX,57,Chrysanthemos
barbaro,row667,117,DCLXXI,57,Peristereon
barbaro,row668,118,DCLXXIII,0,Peristereon supina
barbaro,row669,118,DCLXXIIII,0,Astragalos
barbaro,row670,118,DCLXXV,0,Hyacinthus
barbaro,row671,118,DCLXXVI,0,Papaver rhoeas
barbaro,row672,118,DCLXXVII,0,Papaver satimum
barbaro,row673,118,DCLXXVIII,0,De opio et meconio
barbaro,row674,119,DCLXXIX,58,Papaver ceratitis
barbaro,row675,119,DCLXXX,58,Papaver aphrodes
barbaro,row676,119,DCLXXXI,58,Hypecoon
barbaro,row677,119,DCLXXXII,58,Hyoscyamos
barbaro,row678,119,DCLXXXIIII,58,Psyllium
barbaro,row679,119,DCLXXXIIII,58,Strychnon
barbaro,row680,119,DCLXXXV,58,Strychnon halicacabum
barbaro,row681,119,DCLXXXVI,58,Strychnon soporiferum
barbaro,row682,119,DCLXXXVII,58,Strychnon manicon
barbaro,row683,120,DCLXXXVIII,0,Dorycnion
barbaro,row684,120,DCLXXXIX,0,Mandragoras
barbaro,row685,120,DCXC,0,Morion id est alter mandragoras
barbaro,row686,120,DCXCI,0,Aconitum
barbaro,row687,120,DCXCII,0,Aconitum cynoctonon
barbaro,row688,121,DCXCIII,59,Aconitum lycoctonon
barbaro,row689,121,DCXCIIII,59,Cicuta
barbaro,row690,121,DCLXXXXV,59,Smilax
barbaro,row691,122,DCLXXXXVI,0,Apocynon
barbaro,row692,122,DCLXXXXVII,0,Nerion sive rhododendron
barbaro,row693,122,DCLXXXXVIII,0,Fungi
barbaro,row694,122,DCLXXXXIX,0,Colchicon
barbaro,row695,123,DCC,60,Ephemeron
barbaro,row696,123,DCCI,60,Lens palustris
barbaro,row697,123,DCCII,60,Aizoon maius
barbaro,row698,123,DCCIII,60,Aizoon minus
barbaro,row699,123,DCCIIII,60,Aizoon leptophyllon sive portulaca sylvestris
barbaro,row700,123,DCCV,60,Cotyledon
barbaro,row701,123,DCCVI,60,Cotyledon secunda
barbaro,row702,123,DCCVII,60,Urtica sive acalypha
barbaro,row703,123,DCCVIII,60,Galiopsis
barbaro,row704,123,DCCIX,60,Galion
barbaro,row705,123,DCCX,60,Erigeron
barbaro,row706,123,DCCXI,60,Thalictron
barbaro,row707,124,DCCXII,0,Bryon thalassion
barbaro,row708,124,DCCXIII,0,Phycos
barbaro,row709,124,DCCXIIII,0,Potamogeton
barbaro,row710,124,DCCXV,0,Stratiotes
barbaro,row711,124,DCCXVI,0,Stratiotes terrestris vel millefolia
barbaro,row712,124,DCCXVII,0,Phlomos
barbaro,row713,124,DCCXVIII,0,Phlomides
barbaro,row714,124,DCCXIX,0,Aethiopis
barbaro,row715,124,DCCXX,0,Arction
barbaro,row716,124,DCCXXI,0,Arcion
barbaro,row717,125,DCCXXII,61,Petasites
barbaro,row718,125,DCCXXIII,61,Epipactis
barbaro,row719,125,DCCXXIIII,61,Capnos
barbaro,row720,125,DCCXXV,61,Lotus sativa
barbaro,row721,125,DCCXXVI,61,Lotus sylvestris
barbaro,row722,125,DCCXXVII,61,Cytisus
barbaro,row723,125,DCCXXVIII,61,Lotus Aegyptia
barbaro,row724,126,DCCXXIX,0,Myriophyllon
barbaro,row725,126,DCCXXX,0,Myrrhis
barbaro,row726,126,DCCXXXI,0,Myagros
barbaro,row727,126,DCCXXXII,0,Oenagra
barbaro,row728,126,DCCXXXIII,0,Cirsion
barbaro,row729,126,DCCXXXIIII,0,Aster Atticus
barbaro,row730,126,DCCXXXV,0,Isopyron
barbaro,row731,126,DCCXXXVI,0,Viola purpurea
barbaro,row732,127,DCCXXXVII,62,Cacalia
barbaro,row733,127,DCCXXXVIII,62,Pseudobunion
barbaro,row734,127,DCCXXXIX,62,Chamaecissos
barbaro,row735,127,DCCXL,62,Camaepeuce
barbaro,row736,127,DCCXLII,62,Buglosson
barbaro,row737,127,DCCXLII,62,Cynoglosson
barbaro,row738,127,DCCXLIII,62,Phyteuma
barbaro,row739,127,DCCXLIIII,62,Leontopodion
barbaro,row740,127,DCCXLV,62,Hypoglosson
barbaro,row741,127,DCCXLVI,62,Antirrhinon
barbaro,row742,127,DCCXLVII,62,Catanance
barbaro,row743,127,DCCXLVIII,62,Tripolium
barbaro,row744,127,DCCXLIX,62,Adianton
barbaro,row745,127,DCCL,62,Trichomanes
barbaro,row746,127,DCCLI,62,Xanthion
barbaro,row747,128,DCCLII,0,Aegilops
barbaro,row748,128,DCCLIII,0,Bromos
barbaro,row749,128,DCCLIIII,0,Glaux
barbaro,row750,128,DCCLV,0,Polygalon
barbaro,row751,128,DCCLVI,0,Osiris
barbaro,row752,128,DCCLVII,0,Smilax trachea
barbaro,row753,128,DCCLVIII,0,Smilax lia
barbaro,row754,128,DCCLIX,0,Myrtus sylvestris
barbaro,row755,129,DCCLX,63,Laurus Alexandrina
barbaro,row756,129,DCCLXI,63,Daphnoides
barbaro,row757,129,DCCLXII,63,Chamaedaphne
barbaro,row758,129,DCCLXIII,63,Elleborus candidus
barbaro,row759,129,DCCLXIIII,63,Elleborum nigrum
barbaro,row760,129,DCCLXV,63,Sesamoides maius
barbaro,row761,129,DCCLXVI,63,Sesamoides minus
barbaro,row762,130,DCCLXVII,0,Cucumis sylvestris sive anguinus
barbaro,row763,130,DCCLXVIII,0,Elaterium
barbaro,row764,130,DCCLXIX,0,Staphis agria
barbaro,row765,130,DCCLXX,0,Thapsia
barbaro,row766,130,DCCLXXI,0,Spartum
barbaro,row767,131,DCCLXXII,64,Silybon
barbaro,row768,131,DCCLXXIII,64,Balanus myrepsica
barbaro,row769,131,DCCLXXIIII,64,Narcissus
barbaro,row770,131,DCCLXXV,64,Hippophaes
barbaro,row771,131,DCCLXXVI,64,Hippophaeston
barbaro,row772,132,DCCLXXVII,0,Cici
barbaro,row773,132,DCCLXXVIII,0,Tithymali septem
barbaro,row774,132,DCCLXXIX,0,Characias primum genus tithymali
barbaro,row775,132,DCCLXXX,0,Tithymalus myrsinites
barbaro,row776,132,DCCLXXXI,0,Tithymalus paralios
barbaro,row777,132,DCCLXXXII,0,Tithymalus helioscopios
barbaro,row778,132,DCCLXXXIII,0,Tithymalus cyparissias
barbaro,row779,132,DCCLXXXIIII,0,Tithymalus dendroides
barbaro,row780,132,DCCLXXXV,0,Tithymalus platyphyllos
barbaro,row781,132,DCCLXXXVI,0,Pityusa
barbaro,row782,132,DCCLXXXVII,0,Lathyris
barbaro,row783,132,DCCLXXXVIII,0,Peplos
barbaro,row784,132,DCCLXXXIX,0,Peplis
barbaro,row785,133,DCCXC,65,Chamaesyce
barbaro,row786,133,DCCXCI,65,Scammonion
barbaro,row787,133,DCCXCII,65,Chamaelaea
barbaro,row788,133,DCCXCIII,65,Thymelaea
barbaro,row789,133,DCCXCIIII,65,Sabucus
barbaro,row790,133,DCCXCV,65,Ebulus
barbaro,row791,134,DCCXCVI,0,Pycnocomon
barbaro,row792,134,DCCXCVII,0,Api os
barbaro,row793,134,DCCXCVIII,0,Colocynthis
barbaro,row794,134,DCCXCIX,0,Epithymum
barbaro,row795,134,DCCC,0,Alypon
barbaro,row796,134,DCCCI,0,Empetron
barbaro,row797,134,DCCCII,0,Ampelos agria
barbaro,row798,134,DCCCIII,0,Ampelos leuce
barbaro,row799,134,DCCCIIII,0,Ampelos melaena
barbaro,row800,134,DCCCV,0,Pteris
barbaro,row801,134,DCCCVI,0,Thelypteris
barbaro,row802,135,DCCCVII,66,Polypodion
barbaro,row803,135,DCCCVIII,66,Pryopteris
barbaro,row804,135,DCCCIX,66,Cnecos
barbaro,row805,135,DCCCX,66,Linozostis
barbaro,row806,135,DCCCXI,66,Cynia
barbaro,row807,135,DCCCXII,66,Heliotropium maius
barbaro,row808,135,DCCCXIII,66,Heliotropium minus
barbaro,row809,135,DCCCXIIII,66,Scorpioides
barbaro,row810,137,DCCCXV,67,Vitis sativa
barbaro,row811,137,DCCCXVI,67,Vitis sylvestris
barbaro,row812,137,DCCCXVII,67,Uvae
barbaro,row813,137,DCCCXVIII,67,Vinacei
barbaro,row814,137,DCCCXIX,67,Nuclei acinorum
barbaro,row815,138,DCCCXX,0,Uva passa
barbaro,row816,138,DCCCXXI,0,Uva oenanthe
barbaro,row817,138,DCCCXXII,0,Omphacium vitis
barbaro,row818,138,DCCCXXIII,0,Vinum
barbaro,row819,138,DCCCXXIIII,0,Vini qualitas
barbaro,row820,139,DCCCXXV,68,"Passum, et vinum Protropon, sive Creticum, sive Pramnon"
barbaro,row821,139,DCCCXXVI,68,Vinum gypsatum
barbaro,row822,139,DCCCXXVII,68,Vinum picatum sive resinatum
barbaro,row823,139,DCCCXXVIII,68,Vinum parachyton
barbaro,row824,139,DCCCXXIX,68,Phalernum
barbaro,row825,139,DCCCXXX,68,Albanum
barbaro,row826,140,DCCCXXXI,0,Cecubum
barbaro,row827,140,DCCCXXXII,0,Surentinum
barbaro,row828,140,DCCCXXXIII,0,Adrianum
barbaro,row829,140,DCCCXXXIIII,0,Praetucium
barbaro,row830,140,DCCCXXXV,0,Histrianum
barbaro,row831,140,DCCCXXXVI,0,Chium
barbaro,row832,141,DCCCXXXVII,69,Lesbium
barbaro,row833,141,DCCCXXXVIII,69,Ephesium
barbaro,row834,141,DCCCXXXIX,69,Messogites
barbaro,row835,141,DCCCXL,69,Vinum in commune
barbaro,row836,141,DCCCXLI,69,Vinum omphacites
barbaro,row837,141,DCCCXLII,69,Vinum deuteria
barbaro,row838,141,DCCCXLIII,69,Vinum adynamon
barbaro,row839,141,DCCCXLIIII,69,Vinum nigrum è labrusca
barbaro,row840,141,DCCCXLV,69,Vinum melitites
barbaro,row841,141,DCCCXLVI,69,Oenomell
barbaro,row842,142,DCCCXLVII,0,Melicraton
barbaro,row843,142,DCCCXLVIII,0,Hydromel
barbaro,row844,142,DCCCXLIX,0,Aquae in commune
barbaro,row845,142,DCCCL,0,Apomeli
barbaro,row846,142,DCCCLI,0,Aqua maris
barbaro,row847,142,DCCCLII,0,Thalassomeli
barbaro,row848,142,DCCCLIII,0,Acetum
barbaro,row849,143,DCCCLIIII,70,Oxymeli
barbaro,row850,143,DCCCLV,70,Oxalme
barbaro,row851,143,DCCCLVI,70,Thymosalme
barbaro,row852,143,DCCCLVII,70,Vinum scilliticum
barbaro,row853,143,DCCCLIX,70,Vinum tethalassomenon
barbaro,row854,143,DCCCLX,70,Vinum factitium in commune
barbaro,row855,143,DCCCLXI,70,Vinum cidonites
barbaro,row856,143,DCCCLXII,70,Vinum melomeli
barbaro,row857,143,DCCCLXIII,70,Vinum hydromelon
barbaro,row858,143,DCCCLXIIII,70,Omphacomeli
barbaro,row859,143,DCCCLXV,70,"Vinum apites, oites, mespilites, ceratites"
barbaro,row860,143,DCCCLXVI,70,Vinum oenanthinum
barbaro,row861,143,DCCCLXVII,70,Vinum rhoites
barbaro,row862,143,DCCCLXVIII,70,Vinum rhodites
barbaro,row863,143,DCCCLXIX,70,Rhodomeli
barbaro,row864,143,DCCCLXX,70,Vinum myrtites
barbaro,row865,143,DCCCLXXI,70,Vinum myrsintes
barbaro,row866,143,DCCCLXXII,70,Vinum schininum
barbaro,row867,143,DCCCLXXIII,70,Vinum terebinthinum
barbaro,row868,143,DCCCLXXIIII,70,Vinum Phoenicites sive palmeum
barbaro,row869,143,DCCCLXXV,70,Vinum catorchites aut sycites
barbaro,row870,143,DCCCLXXVII,70,Vinum rhetinites
barbaro,row871,143,DCCCLXXVIII,70,Vinum strobilites
barbaro,row872,144,DCCCLXXIX,0,"Vinum è cedro cupresso, lauro, picea, iunipero, abiete"
barbaro,row873,144,DCCCLXXX,0,Vinum cedrites
barbaro,row874,144,DCCCLXXXI,0,Vinum pissites
barbaro,row875,144,DCCCLXXXII,0,Vinum absinthites
barbaro,row876,144,DCCCLXXXIII,0,Vinum hysopites
barbaro,row877,144,DCCCLXXXIIII,0,Vinum chamaedrites
barbaro,row878,144,DCCCLXXXV,0,Vinum stoechadites
barbaro,row879,144,DCCCLXXXVI,0,Acetum stoechadites
barbaro,row880,144,DCCCLXXXVII,0,Vinum cestrites
barbaro,row881,144,DCCCLXXXVIII,0,Vinum tragoriganites
barbaro,row882,144,DCCCLXXXIX,0,Vinum bunionites
barbaro,row883,144,DCCCXC,0,Vinum dictamnites
barbaro,row884,144,DCCCXCI,0,Vinum prasiites
barbaro,row885,144,DCCCXCII,0,Vinum thymisites
barbaro,row886,144,DCCCXCIII,0,Vinum thimbrites
barbaro,row887,144,DCCCXCIV,0,Vinum origanites
barbaro,row888,144,DCCCXCV,0,"Vinum calaminthites, gleconites, abrotonites"
barbaro,row889,144,DCCCXCVI,0,Vinum conyzites
barbaro,row890,144,DCCCXCVII,0,Vinum aromatites
barbaro,row891,144,DCCCXCVIII,0,Aromatites aliud
barbaro,row892,144,DCCCXCIX,0,Vinum nectarites
barbaro,row893,144,DCCCC,0,Vinum nardites
barbaro,row894,144,DCCCCI,0,Vinum asarites
barbaro,row895,144,DCCCCIII,0,Vinum ex sylvestri nardo DCCCCII Vinum daucites
barbaro,row896,144,DCCCIIII,0,Vinum elelisphacites
barbaro,row897,144,DCCCCV,0,Vinum panacites
barbaro,row898,144,DCCCCVI,0,Vinum acorites et glycyrhitites
barbaro,row899,144,DCCCCVII,0,Vinum selenites sive apiatum
barbaro,row900,144,DCCCCVIII,0,"Vinum marathrites, anethites, petroselenites"
barbaro,row901,144,DCCCCVIIII,0,Vinum halosanthites
barbaro,row902,144,DCCCCX,0,Vinum phthorion
barbaro,row903,144,DCCCCXI,0,Vinum chamaelaites
barbaro,row904,144,DCCCCXII,0,Vinum chamaepitytes
barbaro,row905,144,DCCCCXIII,0,Vinum mandragorites
barbaro,row906,144,DCCCCXIIII,0,Vinum elleborites
barbaro,row907,144,DCCCCXV,0,Vinum scammonites
barbaro,row908,144,DCCCCXVI,0,Cadmia
barbaro,row909,144,DCCCCXVII,0,Pompholyx et spodion
barbaro,row910,145,DCCCCXVIII,71,Antispodion
barbaro,row911,145,DCCCCXIX,71,Aes ustum
barbaro,row912,145,DCCCCXX,71,Scoria aeris
barbaro,row913,145,DCCCCXXI,71,Flos aeris
barbaro,row914,145,DCCCCXXII,71,Squama aeris
barbaro,row915,145,DCCCCXXIII,71,Squama altera hoc est stomoma
barbaro,row916,145,DCCCCXXIIII,71,Aerugo rasilis
barbaro,row917,145,DCCCCXXV,71,Aerugo scolecia
barbaro,row918,145,DCCCCXXVI,71,Aerugo aurificum
barbaro,row919,146,DCCCCXXVII,0,Aerugo usta
barbaro,row920,146,DCCCCXXVIII,0,Aerugo ferri
barbaro,row921,146,DCCCCXXIX,0,Ferrum
barbaro,row922,146,DCCCCXXX,0,Scoria ferri
barbaro,row923,146,DCCCCXXXI,0,Plumbum elutum
barbaro,row924,146,DCCCCXXXII,0,Plumbum syncerum
barbaro,row925,146,DCCCCXXXIII,0,Scoria plumbi
barbaro,row926,146,DCCCCXXXIIII,0,Lapis plumbris
barbaro,row927,146,DCCCCXXXV,0,Stimmi
barbaro,row928,146,DCCCCXXXVI,0,Molibdaena
barbaro,row929,146,DCCCCXXXVII,0,Scoria argenti
barbaro,row930,146,DCCCCXXXVIII,0,Spuma argenti
barbaro,row931,146,DCCCCXXXIX,0,Cerussa
barbaro,row932,146,DCCCCXL,0,Chrysocolla
barbaro,row933,147,DCCCCXLI,72,Armenium
barbaro,row934,147,DCCCCXLII,72,Coeruleum
barbaro,row935,148,DCCCCXLIII,0,Indicum
barbaro,row936,148,DCCCCXLIIII,0,Ochra
barbaro,row937,148,DCCCCXLV,0,Cinnabari
barbaro,row938,148,DCCCCXLVI,0,Hydrargyros
barbaro,row939,149,DCCCCXLVII,73,Rubrica sinopis
barbaro,row940,149,DCCCCXLVIII,73,Rubrica fabrilis
barbaro,row941,149,DCCCCXLIX,73,Rubrica lemnia
barbaro,row942,149,DCCCCL,73,Chalcanthon
barbaro,row943,150,DCCCCLI,0,Chalcitis lapis
barbaro,row944,150,DCCCCLII,0,Misy
barbaro,row945,150,DCCCCLIII,0,Melanteria
barbaro,row946,150,DCCCCLIIII,0,Sori
barbaro,row947,150,DCCCCLV,0,Diphryges
barbaro,row948,150,DCCCCLVI,0,Arsenicum
barbaro,row949,150,DCCCCLVII,0,Sandaracha
barbaro,row950,150,DCCCCLVIII,0,Alumen
barbaro,row951,150,DCCCCLIX,0,Sulphur
barbaro,row952,151,DCCCCLX,74,Pumex
barbaro,row953,151,DCCCCLXI,74,Sal
barbaro,row954,152,DCCCCLXII,0,Halosachne
barbaro,row955,152,DCCCCLXIII,0,Salsugo
barbaro,row956,152,DCCCCLXIIII,0,Flos salis
barbaro,row957,153,DCCCCLXV,75,Nitrum
barbaro,row958,153,DCCCCLXVI,75,Aphronitrum
barbaro,row959,153,DCCCCLXVII,75,Fex vini
barbaro,row960,153,DCCCCLXVIII,75,Calx viva
barbaro,row961,153,DCCCCLXIX,75,Gypsum
barbaro,row962,153,DCCCCLXX,75,Cinis vitium
barbaro,row963,154,DCCCCLXXI,0,Alcyonium
barbaro,row964,154,DCCCCLXXII,0,Adarca
barbaro,row965,154,DCCCCLXXIII,0,Spongiae
barbaro,row966,154,DCCCCLXXIIII,0,Corallium
barbaro,row967,154,DCCCCLXXV,0,Antipathes
barbaro,row968,154,DCCCCLXXVI,0,Lapis Phrygius
barbaro,row969,154,DCCCCLXXVII,0,Lapis asius
barbaro,row970,155,DCCCCLXXVIII,76,Pyrites
barbaro,row971,155,DCCCCLXXIX,76,Lapis haematites
barbaro,row972,155,DCCCCLXXX,76,Lapis schistos
barbaro,row973,155,DCCCCLXXXI,76,Lapis Gagates
barbaro,row974,155,DCCCCLXXXII,76,Lapis Thracias
barbaro,row975,155,DCCCCLXXXIII,76,Lapis Magnes
barbaro,row976,156,DCCCCLXXXIIII,0,Lapis arabius
barbaro,row977,156,DCCCCLXXXV,0,Lapis galactites
barbaro,row978,156,DCCCCLXXXVI,0,Lapis melitites
barbaro,row979,156,DCCCCLXXXVII,0,Lapis molochthus
barbaro,row980,156,DCCCCLXXXVIII,0,Lapis alabastrites
barbaro,row981,156,DCCCCLXXXIX,0,Lapis Thyites
barbaro,row982,156,DCCCCXC,0,Lapis iudaicis
barbaro,row983,156,DCCCCXCI,0,Lapis amiantus
barbaro,row984,156,DCCCCXCII,0,Lapis Saphirus
barbaro,row985,156,DCCCCXCIII,0,Lapis Memphites
barbaro,row986,156,DCCCCXCIIII,0,Lapis selenites
barbaro,row987,157,DCCCCXCV,77,Lapis iaspis
barbaro,row988,157,DCCCCXCVII,77,Lapis aetites DCCCCXCVI Lapis ophites
barbaro,row989,157,DCCCCXCVIII,77,Lapides spongiarum
barbaro,row990,157,DCCCCXCIX,77,Lithocolla
barbaro,row991,157,M,77,Lapis ostracites
barbaro,row992,157,MI,77,Lapis smiris
barbaro,row993,157,MII,77,Harena littorum
barbaro,row994,158,MIII,0,Cotes
barbaro,row995,158,MIIII,0,Lapis geodeos
barbaro,row996,158,MV,0,Terra in commune
barbaro,row997,158,MVI,0,Terra Eretria
barbaro,row998,158,MVII,0,Terra Samia
barbaro,row999,158,MVIII,0,Lapis samius
barbaro,row1000,158,MIX,0,Terra Chia
barbaro,row1001,158,MX,0,Terra Selenusia
barbaro,row1002,158,MXI,0,Terra Cimolia
barbaro,row1003,158,MXII,0,Terra Pnigitis
barbaro,row1004,158,MXIII,0,Testae fornacium
barbaro,row1005,158,MXIIII,0,Terra usta
barbaro,row1006,159,MXV,78,Terra Melina
barbaro,row1007,159,MXVI,78,Terra ampelitis
barbaro,row1008,159,MXVII,78,Fuligo pictoria
barbaro,row1009,159,MXVIII,78,Atramentum scriptorium
