edition,edition_entry_id,laguna_scan_id,laguna_book,laguna_page,laguna_chapter,laguna_title
laguna,row793,575,Libro quinto,563,Cap CXIIII,Del saphir
laguna,row794,575,Libro quinto,563,Cap CXV,De la piedra memphite
laguna,row795,575,Libro quinto,563,Cap CXVI,De la selenite
laguna,row796,576,Libro quinto,564,Cap CXVII,Del diaspero
laguna,row797,576,Libro quinto,564,Cap CXVIII,"De la piedra del aguila, Ilamada Aetite"
laguna,row798,577,Libro quinto,565,Cap CXIX,De la piedra Ophite
laguna,row799,577,Libro quinto,565,Cap CXX,
laguna,row800,577,Libro quinto,565,Cap CXXI,
laguna,row801,577,Libro quinto,565,Cap CXXII,
laguna,row802,577,Libro quinto,565,Cap CXXIII,
laguna,row803,577,Libro quinto,565,Cap CXXIIII,Del arena del mar
laguna,row804,578,Libro quinto,566,Cap CXXV,De la piedra Naxia.Cap CXXVI
laguna,row805,578,Libro quinto,566,Cap CXXVII,
laguna,row806,578,Libro quinto,566,Cap CXXVIII,
laguna,row807,578,Libro quinto,566,Cap CXXIX,
laguna,row808,578,Libro quinto,566,Cap CXXX,De la piedra Samia
laguna,row809,579,Libro quinto,567,Cap CXXXI,De la tierra chia
laguna,row810,579,Libro quinto,567,Cap CXXXII,
laguna,row811,579,Libro quinto,567,Cap CXXXIII,
laguna,row812,579,Libro quinto,567,Cap CXXXIIII,
laguna,row813,579,Libro quinto,567,Cap CXXXV,
laguna,row814,579,Libro quinto,567,Cap CXXXVI,
laguna,row815,579,Libro quinto,567,Cap CXXXVII,
laguna,row816,579,Libro quinto,567,Cap CXXXVIII,D ela tierra ampelitide
laguna,row817,580,Libro quinto,568,Cap CXXXIX,Del hollin de los pintores
laguna,row818,580,Libro quinto,568,Cap CXL,De la tinta para escrivir
laguna,row819,592,Libro sexto,580,Cap I,De las Cantaridas
laguna,row820,593,Libro sexto,581,Cap II,De las Orugas del pino
laguna,row821,594,Libro sexto,582,Cap III,De los buprestes
laguna,row822,594,Libro sexto,582,Cap IIII,De la salamandra
laguna,row823,594,Libro sexto,582,Cap V,Del ephemero
laguna,row824,595,Libro sexto,583,Cap VI,Del Dorycnio
laguna,row825,595,Libro sexto,583,Cap VII,Del Aconito
laguna,row826,596,Libro sexto,584,Cap VIII,De la miel Heracleotica
laguna,row827,596,Libro sexto,584,Cap IX,
laguna,row828,596,Libro sexto,584,Cap X,
laguna,row829,596,Libro sexto,584,Cap XI,De la cicuta
laguna,row830,597,Libro sexto,585,Cap XII,Del texo
laguna,row831,597,Libro sexto,585,Cap XIII,
laguna,row832,597,Libro sexto,585,Cap XIIII,
laguna,row833,597,Libro sexto,585,Cap XV,"Del Hyocyamo, Ilamado en castilla veleno"
laguna,row834,598,Libro sexto,586,Cap XVI,De la mandragora
laguna,row835,598,Libro sexto,586,Cap XVII,"Del liquor del papauer, o dormideras Ilamado meconio y opio"
laguna,row836,598,Libro sexto,586,Cap XVIII,Del papauer cornudo
laguna,row837,599,Libro sexto,587,Cap XIX,Del pharico
laguna,row838,599,Libro sexto,587,Cap XX,Del toxico
laguna,row839,600,Libro sexto,588,Cap XXI,De la Ixia
laguna,row840,600,Libro sexto,588,Cap XXII,De la Cerusa
laguna,row841,601,Libro sexto,589,Cap XXIII,De los hongos
laguna,row842,601,Libro sexto,589,Cap XXIIII,
laguna,row843,601,Libro sexto,589,Cap XXV,De la sangre de toro fresca
laguna,row844,603,Libro sexto,591,Cap XXVI,De la leche que tiene mezcla de cuajo
laguna,row845,603,Libro sexto,591,Cap XXVII,Del lithargyrio
laguna,row846,604,Libro sexto,592,Cap XXVIII,Del azogue
laguna,row847,604,Libro sexto,592,Cap XXIX,
laguna,row848,604,Libro sexto,592,Cap XXX,De la liebre marina
laguna,row849,605,Libro sexto,593,Cap XXXI,"De la rana ilamada rubeta, y de aqualla de las lagunas"
laguna,row850,605,Libro sexto,593,Cap XXXII,De las fanguijuelas
laguna,row851,607,Libro sexto,595,Cap XXXIII,"Del eleboro y de otras algunas cosas, que se dan para cobrar salud"
laguna,row852,608,Libro sexto,596,Cap XXXIIII,De las cosas que quotidianamete siruen al uso
laguna,row853,612,Libro sexto,600,Cap XXXVI,De las senales del perro ravioso y de aquellos que son del morbidos
laguna,row854,615,Libro sexto,603,Cap XXXVII,De los remedios contra las mordeduras de perros raviosos
laguna,row855,616,Libro sexto,604,Cap XXVIII,Del regimiento conveniente a los mordibos de algun perro ravioso
laguna,row856,617,Libro sexto,605,Cap XXXIX,De las senales que acompagnana las heridas de los animales emponçonados
laguna,row857,617,Libro sexto,605,Cap XL,
laguna,row858,617,Libro sexto,605,Cap XLI,
laguna,row859,617,Libro sexto,605,cap XLII,De la pastinaca marina
laguna,row860,618,Libro sexto,606,Cap XLIII,Del musgano o mufarana
laguna,row861,618,Libro sexto,606,Cap XLIIII,
laguna,row862,618,Libro sexto,606,Cap XLV,
laguna,row863,618,Libro sexto,606,Cap XLVI,
laguna,row864,618,Libro sexto,606,Cap XLVII,
laguna,row865,618,Libro sexto,606,Cap XLVIII,
laguna,row866,618,Libro sexto,606,Cap XLIX,
laguna,row867,618,Libro sexto,606,Cap L,
laguna,row868,618,Libro sexto,606,Cap LI,Del Ceraste
laguna,row869,619,Libro sexto,607,Cap LII,Del aspide
laguna,row870,619,Libro sexto,607,Cap LIII,Del Basilico
laguna,row871,621,Libro sexto,609,Cap LIIII,De la cura commun a las heridas de las fieras que arrojan de si ponçona
laguna,row872,624,Libro sexto,612,Cap LV,"De los remedios particulares que a la herida de qualquier enconado animal administrar se deuen : y primero de aquellos que convienen a las de las abispas, y abejas"
laguna,row873,625,Libro sexto,613,cap LVI,De la cura conviente a las mordeduras de los phalagios
laguna,row874,625,Libro sexto,613,Cap LVII,
laguna,row875,625,Libro sexto,613,Cap LVIII,De la puncturas del escorpion
laguna,row876,626,Libro sexto,614,Cap LIX,
laguna,row877,626,Libro sexto,614,Cap LX,
laguna,row878,626,Libro sexto,614,Cap LXI,De los mordidos de alguna bivora
laguna,row879,627,Libro sexto,615,Cap LXII,"De las mordeduras de la scytala, y de la amphisbena"
laguna,row880,627,Libro sexto,615,Cap LXIII,
laguna,row881,627,Libro sexto,615,Cap LXIIII,
laguna,row882,627,Libro sexto,615,Cap LXV,De los mordidos del hydro
laguna,row883,628,Libro sexto,616,Cap LXVI,"De los mordidos del cencro, o cencridio"
laguna,row884,628,Libro sexto,616,Cap LXVII,
laguna,row885,628,Libro sexto,616,Cap LXVIII,
laguna,row886,628,Libro sexto,616,Cap LXIX,De los mordidos del basilisco
