edition,edition_entry_id,laguna_scan_id,laguna_book,laguna_page,laguna_chapter,laguna_title
laguna,row395,328,Libro tercero,316,Cap LXXVII,"Del Hinojo. Del Hinojo saluage, Ilamado Hippomoarathro"
laguna,row396,329,Libro tercero,317,Cap LXXVIII,Del Dauco
laguna,row397,330,Libro tercero,318,Cap LXXIX,Del delphinio
laguna,row398,331,Libro tercero,319,Cap LXXX,"Del pelitre, Ilamado Pyrethro en Griego"
laguna,row399,332,Libro tercero,320,Cap LXXXI,Del Romero
laguna,row400,333,Libro tercero,321,Cap LXXXII,Del Cachry
laguna,row401,333,Libro tercero,321,Cap LXXXIII,Del Romero Coronario
laguna,row402,333,Libro tercero,321,Cap LXXXIIII,Del Sphondylio
laguna,row403,334,Libro tercero,322,Cap LXXXV,De la ferula
laguna,row404,335,Libro tercero,323,Cap LXXXVI,Del Peucedano
laguna,row405,336,Libro tercero,324,Cap LXXXVII,De la Nigela
laguna,row406,337,Libro tercero,325,Cap LXXXVIII,Del Laserpitio
laguna,row407,339,Libro tercero,327,Cap LXXXIX,Del Sagapeno
laguna,row408,339,Libro tercero,327,Cap XC,Del euphorbio
laguna,row409,340,Libro tercero,328,Cap XCI,Del Galbano
laguna,row410,341,Libro tercero,329,Cap XCII,Del Ammoniaco
laguna,row411,341,Libro tercero,329,Cap XCIII,De la Sarcocola
laguna,row412,341,Libro tercero,329,Cap XCIIII,Del Glaucio
laguna,row413,342,Libro tercero,330,Cap XCV,De la Cola
laguna,row414,342,Libro tercero,330,Cap XCVI,"De la cola de pescado, Ilamada ichtycola"
laguna,row415,342,Libro tercero,330,Cap XCVII,De la liga
laguna,row416,343,Libro tercero,331,Cap XCVIII,Del aparine
laguna,row417,344,Libro tercero,332,Cap XCIX,Del Alysso
laguna,row418,344,Libro tercero,332,Cap C,Del asclepiade
laguna,row419,345,Libro tercero,333,Cap CI,Del Atractyl
laguna,row420,346,Libro tercero,334,Cap CII,Del Polycnemon
laguna,row421,346,Libro tercero,334,Cap CIII,del Clinopodio
laguna,row422,346,Libro tercero,334,Cap CIIII,Del Leontopetalo
laguna,row423,347,Libro tercero,335,Cap CXV,Del Teucrio
laguna,row424,347,Libro tercero,335,Cap CVI,De la Camedrys
laguna,row425,348,Libro tercero,336,Cap CVII,De la Leucada
laguna,row426,348,Libro tercero,336,Cap CVIII,De la lychnide coronaria
laguna,row427,348,Libro tercero,336,Cap CIX,De la lychnide saluage
laguna,row428,349,Libro tercero,337,Cap CX,Del Lirio
laguna,row429,349,Libro tercero,337,Cap CXI,De la Balot
laguna,row430,350,Libro tercero,338,Cap CXII,Del Torongil
laguna,row431,351,Libro tercero,339,Cap CXIII,Del Marrubio
laguna,row432,351,Libro tercero,339,Cap CXIIII,Del Stachy
laguna,row433,352,Libro tercero,340,Cap CXV,De la Phylitide
laguna,row434,353,Libro tercero,341,Cap CXVI,Del Phalangio
laguna,row435,353,Libro tercero,341,Cap CXVII,Del Trabol
laguna,row436,355,Libro tercero,343,Cap CXVIII,Del Polio
laguna,row437,355,Libro tercero,343,Cap CXIX,Del scordio
laguna,row438,356,Libro tercero,344,Cap CXX,De la tussilago
laguna,row439,357,Libro tercero,345,Cap CXXII,De la Artemisia
laguna,row440,357,Libro tercero,345,Cap CXXII,De la Artemissia de hojas subtiles
laguna,row441,358,Libro tercero,346,Cap CXXIII,De la Ambrosia
laguna,row442,359,Libro tercero,347,Cap CXXIIII,Del Botry
laguna,row443,359,Libro tercero,347,Cap CXXV,Del Geranio
laguna,row444,360,Libro tercero,348,Cap CXXVI,Del Gnaphalio
laguna,row445,360,Libro tercero,348,Cap CXXVII,De la Typha
laguna,row446,361,Libro tercero,349,Cap CXXVIII,De la Circea
laguna,row447,361,Libro tercero,349,Cap CXXIX,De la Enanthe
laguna,row448,362,Libro tercero,350,Cap CXXX,De la Conyza
laguna,row449,363,Libro tercero,351,Cap CXXXI,"Del Hemerocalles, o lirio saluage"
laguna,row450,364,Libro tercero,352,Cap CXXXII,"Del Leucoio, que es el Ilamado Alhelys"
laguna,row451,365,Libro tercero,353,Cap CXXXIII,Del Crateogono
laguna,row452,365,Libro tercero,353,Cap CXXXIIII,Del Folio
laguna,row453,365,Libro tercero,353,Cap CXXXV,Del Compagnon del perron
laguna,row454,366,Libro tercero,354,Cap CXXXVI,De otra fuerte de compagnon
laguna,row455,366,Libro tercero,354,Cap CXXXVII,Del satyrion
laguna,row456,367,Libro tercero,355,Cap CXXXVII,Del Satyrion
laguna,row457,368,Libro tercero,356,Cap CXXXVIII,Del Ormino
laguna,row458,368,Libro tercero,356,Cap CXXXIX,Del Hedyfaro
laguna,row459,369,Libro tercero,357,cap CXLI,De la Onosma
laguna,row460,369,Libro tercero,357,Cap CXLII,De la Nymphea
laguna,row461,370,Libro tercero,358,Cap CXLIII,De otra espiece nymphea
laguna,row462,370,Libro tercero,358,Cap CXLIIII,Del Androsace
laguna,row463,370,Libro tercero,358,Cap CXLV,Del Aspleno
laguna,row464,371,Libro tercero,359,Cap CXLVI,De la Hemionite
laguna,row465,372,Libro tercero,360,Cap CXLVII,De la Anthylide
laguna,row466,372,Libro tercero,360,Cap CXLVIII,De la mancanilla
laguna,row467,374,Libro tercero,362,Cap CXLIX,Del parthenio
laguna,row468,375,Libro tercero,363,Cap CL,Del Buphtalmo
laguna,row469,376,Libro tercero,364,Cap CLI,De la poenia
laguna,row470,377,Libro tercero,365,Cap CLII,Del Lithospermo
laguna,row471,378,Libro tercero,366,Cap CLIII,De la phalaride
laguna,row472,378,Libro tercero,366,Cap CLIIII,De la rubia
laguna,row473,379,Libro tercero,367,Cap CLV,De la Lonchite
laguna,row474,379,Libro tercero,367,Cap CLVI,De otra Lonchite
laguna,row475,379,Libro tercero,367,Cap CLVII,De la althea
laguna,row476,380,Libro tercero,368,Cap CLVIII,De la Alcea
laguna,row477,381,Libro tercero,369,Cap CLIX,Del Canamo domestico
laguna,row478,381,Libro tercero,369,Cap CLX,Del Canamo Saluage
laguna,row479,381,Libro tercero,369,cap CLXI,Del Anagyris
laguna,row480,382,Libro tercero,370,Cap CLXII,De la Cepea
laguna,row481,382,Libro tercero,370,Cap CLXIII,Del Alisma
laguna,row482,383,Libro tercero,371,Cap CLXIIII,Del Onobryche
laguna,row483,383,Libro tercero,371,Cap CLXV,Del Hyperico
laguna,row484,384,Libro tercero,372,Cap CLXVI,Del Ascyro
laguna,row485,384,Libro tercero,372,Cap CLXVII,Del Androsemo
laguna,row486,384,Libro tercero,372,Cap CLXVIII,Del Cori
laguna,row487,385,Libro tercero,373,Cap CLXIX,De la Aiuga o camepitys
laguna,row488,386,Libro tercero,374,Cap CLXX,De otra especie de Aiuga
laguna,row489,387,Libro quarto,375,Cap I,Del Cestro
laguna,row490,388,Libro quarto,376,Cap II,De la Britanica
laguna,row491,389,Libro quarto,377,Cap III,De la Lysimachia
laguna,row492,390,Libro quarto,378,Cap IIII,Del polygono macho
laguna,row493,391,Libro quarto,379,Cap V,Del polygono hembra
laguna,row494,391,Libro quarto,379,Cap VI,Del Polygonato
laguna,row495,392,Libro quarto,380,Cap VIII,"De otra clematide, Ilamada Clematitide en Griego"
laguna,row496,393,Libro quarto,381,Cap IX,De la polemonia
laguna,row497,393,Libro quarto,381,Cap X,Del Symphyto petreo
laguna,row498,394,Libro quarto,382,Cap XI,Del otro symphyto
laguna,row499,395,Libro quarto,383,Cap XII,Del Holostio
laguna,row500,395,Libro quarto,383,Cap XIII,De la steba
laguna,row501,396,Libro quarto,384,Cap XIIII,Del Clymeno
laguna,row502,396,Libro quarto,384,Cap XV,Del periclimeno
laguna,row503,397,Libro quarto,385,Cap XVI,Del Tribulo
laguna,row504,398,Libro quarto,386,Cap XVII,Del limonio
laguna,row505,398,Libro quarto,386,cap XVIII,Del Sarxiphago
laguna,row506,399,Libro quarto,387,Cap XIX,Del Lagopode o pie de liebre
laguna,row507,399,Libro quarto,387,Cap XX,Del Medio
laguna,row508,399,Libro quarto,387,Cap XXI,Del Epimedio
laguna,row509,400,Libro quarto,388,cap XXII,"Del Xiphio, Ilamado en latin Gladiolo"
laguna,row510,400,Libro quarto,388,Cap XXIII,Del Sparganio
laguna,row511,401,Libro quarto,389,Cap XXIIII,De la Xyride
laguna,row512,401,Libro quarto,389,Cap XXV,De la Ancusa
laguna,row513,402,Libro quarto,390,Cap XXVI,De la segunda ancusa
laguna,row514,402,Libro quarto,390,Cap XXVII,De la tercera ancusa
laguna,row515,403,Libro quarto,391,Cap XXVIII,De la Lycopside
laguna,row516,404,Libro quarto,392,cap XXIX,Del Echio
laguna,row517,404,Libro quarto,392,Cap XXX,Del Ocymoide
laguna,row518,405,Libro quarto,393,Cap XXXI,Del Erino
laguna,row519,405,Libro quarto,393,Cap XXXII,De la Grama
laguna,row520,406,Libro quarto,394,Cap XXXIII,De la Grama semejante a la Cana
laguna,row521,406,Libro quarto,394,Cap XXXIIII,de la Grama que nace en el monte parnaso
laguna,row522,407,Libro quarto,395,Cap XXXV,De la Sideritide
laguna,row523,407,Libro quarto,395,Cap XXXVI,De la tercera especie de Sideritide
laguna,row524,408,Libro quarto,396,Cap XXXVII,De la Achilea
laguna,row525,409,Libro quarto,397,Cap XXXVIII,De la garça
laguna,row526,409,Libro quarto,397,Cap XXXIX,De la garça Ilamada Idea
laguna,row527,410,Libro quarto,398,Cap XL,De la Helxine Hederecea
laguna,row528,410,Libro quarto,398,Cap XLI,De la Elatine
laguna,row529,411,Libro quarto,399,Cap XLII,Del Eupatorio
laguna,row530,412,Libro quarto,400,Cap XLIII,Del Quinquefolio
laguna,row531,413,Libro quarto,401,Cap XLIIII,De la Pheniz
laguna,row532,414,Libro quarto,402,Cap XLV,De la Rays Idea
laguna,row533,414,Libro quarto,402,Cap XLVI,De la Rays Rodia
laguna,row534,414,Libro quarto,402,Cap XLVII,De la Hippuris
laguna,row535,415,Libro quarto,403,Cap XLVIII,De la otra hippuris
laguna,row536,415,Libro quarto,403,Cap XLIX,De la Granade Tintoreros
laguna,row537,417,Libro quarto,405,Cap L,Del Tragio
laguna,row538,417,Libro quarto,405,Cap LI,De otra fuerte de tragio
laguna,row539,417,Libro quarto,405,Cap LII,Del trago
laguna,row540,418,Libro quarto,406,Cap LIII,Del Iunco
laguna,row541,419,Libro quarto,407,Cap LIIII,Del Lichen
laguna,row542,419,Libro quarto,407,Cap LV,De la Paronychia
laguna,row543,420,Libro quarto,408,Cap LVI,De la Chrysocoma
laguna,row544,420,Libro quarto,408,Cap LVII,Del Chrysfogono
laguna,row545,420,Libro quarto,408,Cap LVIII,Del Elichryso
laguna,row546,421,Libro quarto,409,Cap LIX,Del Chrysanthemo
laguna,row547,421,Libro quarto,409,Cap LX,Del Agerato
laguna,row548,422,Libro quarto,410,Cap LXI,De la verbena
laguna,row549,422,Libro quarto,410,Cap LXII,De la yerua fagrada
laguna,row550,423,Libro quarto,411,Cap LXIII,Del Astragalo
laguna,row551,423,Libro quarto,411,Cap LXIIII,Del Hyacinto
laguna,row552,424,Libro quarto,412,Cap LXV,Del papauer erratico
laguna,row553,425,Libro quarto,413,Cap LXVI,Del papauer domestico
laguna,row554,427,Libro quarto,415,Cap LXVII,Del papauer cornudo
laguna,row555,428,Libro quarto,416,Cap LXVIII,Del espumoso papauer
laguna,row556,428,Libro quarto,416,Cap LXIX,Del Hypecoo
laguna,row557,428,Libro quarto,416,Cap LXX,Del Hyoscyamo
laguna,row558,430,Libro quarto,418,Cap LXXI,Del Psylio
laguna,row559,431,Libro quarto,419,Cap LXXII,Del Solano Hortense
laguna,row560,431,Libro quarto,419,Cap LXXIII,Del Solano Illamado Halicacabo
laguna,row561,432,Libro quarto,420,Cap LXXIIII,Del solano acarreador de fueno
laguna,row562,432,Libro quarto,420,Cap LXXV,Del solano que engendra locura
laguna,row563,434,Libro quarto,422,Cap LXXVI,Del Dorycnio
laguna,row564,434,Libro quarto,422,Cap LXXVII,De la Mandragora
laguna,row565,437,Libro quarto,425,Cap LXXVIII,Del Aconito
laguna,row566,437,Libro quarto,425,Cap LXXIX,De otra especie de Aconito
laguna,row567,439,Libro quarto,427,Cap LXXX,De la Cicuta
laguna,row568,439,Libro quarto,427,Cap LXXXI,Del arbol Ilamado smylace
laguna,row569,440,Libro quarto,428,Cap LXXXII,Del apocyno
laguna,row570,441,Libro quarto,429,Cap LXXXIII,Del Nerio
laguna,row571,441,Libro quarto,429,Cap LXXXIIII,De los Hongos
laguna,row572,442,Libro quarto,430,Cap LXXXV,Del colchico
laguna,row573,443,Libro quarto,431,Cap LXXXVI,Del ephemero
laguna,row574,443,Libro quarto,431,Cap LXXXVII,De la Helxine
laguna,row575,444,Libro quarto,432,Cap LXXXVIII,De la Alfine
laguna,row576,445,Libro quarto,433,Cap LXXXIX,De la Lenteja aquatica
laguna,row577,445,Libro quarto,433,Cap XC,De la Siepre viva mayor
laguna,row578,446,Libro quarto,434,Cap XCI,De la siempre viva menor
laguna,row579,446,Libro quarto,434,Cap XCII,De otra especie de siempre viva
laguna,row580,447,Libro quarto,435,Cap XCIII,Del ombligo de venus
laguna,row581,448,Libro quarto,436,Cap XCIIII,De otro ombligo de Venus
laguna,row582,448,Libro quarto,436,Cap XCV,De la hortiga
laguna,row583,449,Libro quarto,437,Cap XCVI,De la Galiopsis
laguna,row584,450,Libro quarto,438,Cap XCVII,Del Galio
laguna,row585,451,Libro quarto,439,Cap XCVIII,Del Senecio
laguna,row586,451,Libro quarto,439,Cap XCIX,Del Thalietro
laguna,row587,452,Libro quarto,440,Cap C,Del musgo marino
laguna,row588,452,Libro quarto,440,Cap CI,Del alga Marina
laguna,row589,452,Libro quarto,440,Cap CII,Del potamogeton
laguna,row590,453,Libro quarto,441,Cap CIII,Cel Stratiote aquatico
laguna,row591,453,Libro quarto,441,Cap CIIII,Del stratiote milefolio
laguna,row592,453,Libro quarto,441,Cap CV,Del Gordolobo
laguna,row593,455,Libro quarto,443,Cap CVI,De la Ethiopide
laguna,row594,456,Libro quarto,444,Cap CVII,Del Arctio
laguna,row595,456,Libro quarto,444,Cap CVIII,Del Arcio
laguna,row596,457,Libro quarto,445,Cap CIX,Del Petasite
laguna,row597,458,Libro quarto,446,Cap CX,De la Epipactide
laguna,row598,458,Libro quarto,446,Cap CXI,De la fumaria
laguna,row599,459,Libro quarto,447,Cap CXII,Del loto domestico
laguna,row600,459,Libro quarto,447,Cap CXIII,Del loto saluage
laguna,row601,460,Libro quarto,448,Cap CXIIII,Del Cytifo
laguna,row602,460,Libro quarto,448,Cap CXV,Del loto egyptiaco
laguna,row603,460,Libro quarto,448,Cap CXVI,Del myriophylo
laguna,row604,461,Libro quarto,449,Cap CXVII,De la myrride
laguna,row605,462,Libro quarto,450,Cap CXVIII,Del Myagro
laguna,row606,462,Libro quarto,450,Cap CXIX,De la Onagra
laguna,row607,462,Libro quarto,450,Cap CXX,Del Cirfio
laguna,row608,463,Libro quarto,451,Cap CXXI,Del aster attico
laguna,row609,464,Libro quarto,452,Cap CXXII,De la violeta purpurea
laguna,row610,465,Libro quarto,453,Cap CXXIII,Del Isopyro
laguna,row611,465,Libro quarto,453,Cap CXXIIII,De la Cacalia
laguna,row612,466,Libro quarto,454,Cap CXXV,Del bunio
laguna,row613,466,Libro quarto,454,Cap CXXVI,Del salso bunio
laguna,row614,466,Libro quarto,454,Cap CXXVII,Del Camecisso
laguna,row615,466,Libro quarto,454,Cap CXXVIII,De la Cameleuca
laguna,row616,467,Libro quarto,455,Cap CXXIX,De la Buglossa
laguna,row617,468,Libro quarto,456,Cap CXXX,De la cynoglossa
laguna,row618,468,Libro quarto,456,Cap CXXXI,De la Phyteuma
laguna,row619,468,Libro quarto,456,Cap CXXXII,De leontopodio
laguna,row620,469,Libro quarto,457,Cap CXXXIII,Del hippoglosso
laguna,row621,469,Libro quarto,457,Cap CXXXIIII,Del Antirrino
laguna,row622,470,Libro quarto,458,Cap CXXXV,De la Catanance
laguna,row623,470,Libro quarto,458,Cap CXXXVI,Del tripolio
laguna,row624,470,Libro quarto,458,Cap CXXXVII,Del Adianto
laguna,row625,471,Libro quarto,459,Cap CXXXVIII,Del Tricomanes
laguna,row626,472,Libro quarto,460,Cap CXXXIX,Del Xanthio
laguna,row627,472,Libro quarto,460,Cap CXL,De la egilope
laguna,row628,472,Libro quarto,460,Cap CXLI,Del bromo
laguna,row629,473,Libro quarto,461,Cap CXLII,Del Glauce
laguna,row630,473,Libro quarto,461,Cap CXLIII,Del polygalo
laguna,row631,473,Libro quarto,461,Cap CXLIIII,De la osyride
laguna,row632,474,Libro quarto,462,Cap CXLV,De la Smilace aspera
laguna,row633,474,Libro quarto,462,Cap CXLVI,De la smilace lisa
laguna,row634,475,Libro quarto,463,Cap CXLVII,Del rusco vulgarmente Ilamado brusco
laguna,row635,476,Libro quarto,464,Cap CXLVIII,Del laurel alexandrino
laguna,row636,477,Libro quarto,465,Cap CL,De la Camedaphne
laguna,row637,477,Libro quarto,465,Cap CLI,Del Veratro blanco
laguna,row638,478,Libro quarto,466,Cap CLII,Del veratro negro
laguna,row639,480,Libro quarto,468,Cap CLIII,Del sesomoide mayor
laguna,row640,480,Libro quarto,468,Cap CLIIII,Del Sesamoide menor
laguna,row641,480,Libro quarto,468,Cap CLV,"Del cogombrillo saluage, o amargo"
laguna,row642,480,Libro quarto,468,Cap CLVI,Del elaterio
laguna,row643,483,Libro quarto,471,Cap CLVII,De la Staphis agria
laguna,row644,483,Libro quarto,471,Cap CLVIII,De la thapsi
laguna,row645,485,Libro quarto,473,Cap CLIX,Del Spartio
laguna,row646,486,Libro quarto,474,Cap CLX,Del silybo
laguna,row647,486,Libro quarto,474,Cap CLXI,De la nuez unguentaria
laguna,row648,487,Libro quarto,475,Cap CLXII,Del narcisso
laguna,row649,488,Libro quarto,476,Cap CLXIII,Del hippophae
laguna,row650,488,Libro quarto,476,Cap CLXIIII,Del hippophesto
laguna,row651,489,Libro quarto,477,Cap CLXV,Del ricino
laguna,row652,489,Libro quarto,477,Cap CLXVI,De los titymalos
laguna,row653,493,Libro quarto,481,Cap CLXVII,De la Pityusa
laguna,row654,494,Libro quarto,482,Cap CLXVIII,De la lathyris
laguna,row655,495,Libro quarto,483,Cap CLXIX,De peplo
laguna,row656,495,Libro quarto,483,Cap CLXX,De la peplide
laguna,row657,496,Libro quarto,484,Cap CLXXI,De la camesyce
laguna,row658,496,Libro quarto,484,Cap CLXXII,De la escamonea
laguna,row659,498,Libro quarto,486,Cap CLXXIIII,De la thymelea
laguna,row660,500,Libro quarto,488,Cap CLXXVI,Del pycnocomo
laguna,row661,500,Libro quarto,488,Cap CLXXVII,De la planta Ilamada Apios
laguna,row662,501,Libro quarto,489,cap CLXXVIII,De la Coloquintida
laguna,row663,502,Libro quarto,490,Cap CLXXIX,Del epithymo
laguna,row664,503,Libro quarto,491,Cap CLXXX,Del alypo
laguna,row665,503,Libro quarto,491,Cap CLXXXI,Del empetro
laguna,row666,504,Libro quarto,492,Cap CLXXXII,De la vid saluage
laguna,row667,505,Libro quarto,493,Cap CLXXXIII,De la vid blanca Ilamada vulgarmete Bryonia
laguna,row668,505,Libro quarto,493,Cap CLXXXIIII,De la vid Negra
laguna,row669,506,Libro quarto,494,Cap CLXXXV,Del helecho
laguna,row670,507,Libro quarto,495,Cap CLXXXVI,Del helecho hembra
laguna,row671,507,Libro quarto,495,Cap CLXXXVII,Del polypodio
laguna,row672,508,Libro quarto,496,Cap CLXXXVIII,De la dryopteride
laguna,row673,509,Libro quarto,497,Cap CLXXXIX,Del cartamo
laguna,row674,509,Libro quarto,497,Cap CXC,De la mercurial
laguna,row675,511,Libro quarto,499,Cap CXCI,De la cynocrambe
laguna,row676,511,Libro quarto,499,Cap CXCII,Del heliotropio mayor
laguna,row677,512,Libro quarto,500,Cap CXCIII,Del heliotropio menor
laguna,row678,513,Libro quarto,501,Cap CXCIIII,Del scorpioide
laguna,row679,514,Libro quinto,502,Cap I,De la vid
laguna,row680,517,Libro quinto,505,Cap II,De la vid saluage o labrusca
laguna,row681,518,Libro quinto,506,Cap III,De las Vuas
laguna,row682,518,Libro quinto,506,Cap IIII,De las vuas passas
laguna,row683,519,Libro quinto,507,Cap V,De la Enanthe
laguna,row684,519,Libro quinto,507,Cap VI,Del omphacio Ilamado agrazen en castilla
laguna,row685,520,Libro quinto,508,Cap VII,De la natura del vino
laguna,row686,523,Libro quinto,511,Cap VIII,Del vino melitite
laguna,row687,523,Libro quinto,511,Cap IX,Del vino mulso
laguna,row688,524,Libro quinto,512,Cap X,Del Aguamiel
laguna,row689,524,Libro quinto,512,Cap XI,Del agua
laguna,row690,524,Libro quinto,512,Cap XII,Del agua marina
laguna,row691,526,Libro quinto,514,Cap XIII,Del thalassomeli
laguna,row692,526,Libro quinto,514,Cap XIIII,Del vinagre
laguna,row693,528,Libro quinto,516,Cap XV,Del Oxymel
laguna,row694,528,Libro quinto,516,Cap XVI,
laguna,row695,528,Libro quinto,516,Cap XVII,
laguna,row696,528,Libro quinto,516,Cap XVIII,
laguna,row697,528,Libro quinto,516,Cap XIX,Del vino scillitico
laguna,row698,529,Libro quinto,517,Cap XX,De los vinos marinos
laguna,row699,529,Libro quinto,517,Cap XXI,
laguna,row700,529,Libro quinto,517,Cap XXII,
laguna,row701,529,Libro quinto,517,Cap XXIII,
laguna,row702,529,Libro quinto,517,Cap XXIIII,Del omphacomeli
laguna,row703,530,Libro quinto,518,Cap XXV,Del Apijte
laguna,row704,530,Libro quinto,518,Cap XXVI,
laguna,row705,530,Libro quinto,518,Cap XXVII,
laguna,row706,530,Libro quinto,518,Cap XXVIII,
laguna,row707,530,Libro quinto,518,Cap XXIX,
laguna,row708,530,Libro quinto,518,Cap XXX,
laguna,row709,530,Libro quinto,518,Cap XXXI,
laguna,row710,530,Libro quinto,518,Cap XXXII,Del Vino de Datiles
laguna,row711,531,Libro quinto,519,Cap XXXIII,Del vino de Higos secos
laguna,row712,531,Libro quinto,519,Cap XXXIIII,Del vino resinoso
laguna,row713,531,Libro quinto,519,Cap XXXV,Del vino preparado con pinas Ilamado Strobilite
laguna,row714,531,Libro quinto,519,Cap XXXVI,"Del vino cedrino, y de algunos otros"
laguna,row715,532,Libro quinto,520,Cap XXXVII,Del vino empegado
laguna,row716,532,Libro quinto,520,Cap XXXVIII,
laguna,row717,532,Libro quinto,520,Cap XXXIX,
laguna,row718,532,Libro quinto,520,Cap XL,De muchas fuertes de vinos preparados con plantas diversas
laguna,row719,533,Libro quinto,521,Cap XLI,Del vino aromatico
laguna,row720,533,Libro quinto,521,Cap XLII,De otros vinos aromaticos y olorosos
laguna,row721,534,Libro quinto,522,Cap XLIII,De otros vinos hechos de muchas fuertes de yeruas
laguna,row722,535,Libro quinto,523,Cap XLIIII,De toda fuerte de mineral et primero de la ilamada cadmia
laguna,row723,538,Libro quinto,526,Cap XLV,De la pompholyge y del spodio
laguna,row724,539,Libro quinto,527,Cap XLVI,De los antispodios
laguna,row725,540,Libro quinto,528,Cap XLVII,Del cobre quemado
laguna,row726,540,Libro quinto,528,Cap XLVIII,De la flor del cobre
laguna,row727,541,Libro quinto,529,Cap XLIX,De la escama del cobre
laguna,row728,541,Libro quinto,529,Cap XLIX,De la Escama del stomoma
laguna,row729,542,Libro quinto,530,Cap L,Del cardenillo raydo
laguna,row730,542,Libro quinto,530,Cap LI,Del cardenillo dicho vermicular Ilamado scolecio
laguna,row731,543,Libro quinto,531,Cap LII,Del Orin del hierro
laguna,row732,543,Libro quinto,531,Cap LIII,De la escoria del hierro
laguna,row733,544,Libro quinto,532,Cap LIIII,Del plomo lauado
laguna,row734,544,Libro quinto,532,Cap LV,Del plomo quemado
laguna,row735,544,Libro quinto,532,Cap LVI,De la escoria del plomo
laguna,row736,545,Libro quinto,533,Cap LVII,De la piedra molibdoide o plomera
laguna,row737,545,Libro quinto,533,Cap LVIII,Del stibio
laguna,row738,546,Libro quinto,534,Cap LIX,De la molibdena
laguna,row739,546,Libro quinto,534,Cap LX,De la escoria de la plata
laguna,row740,546,Libro quinto,534,Cap LXI,Del lithargyrio
laguna,row741,548,Libro quinto,536,Cap LXII,De la Cerusa
laguna,row742,549,Libro quinto,537,Cap LXIII,De la chrysocola
laguna,row743,550,Libro quinto,538,Cap LXIIII,De la piedra Ilamada armenia
laguna,row744,550,Libro quinto,538,Cap LXV,"De la piedra cerulea, o azul en griego Ilamada cyano"
laguna,row745,551,Libro quinto,539,Cap LXVI,De la piedra indica
laguna,row746,551,Libro quinto,539,Cap LXVII,Dela ocra
laguna,row747,551,Libro quinto,539,Cap LXVIII,Del Cinabrio
laguna,row748,552,Libro quinto,540,Cap LXIX,Del azogue
laguna,row749,554,Libro quinto,542,Cap LXX,De la rubrica sinopica
laguna,row750,555,Libro quinto,543,Cap LXXI,"De la rubrica fabril, o de carpinteros"
laguna,row751,555,Libro quinto,543,Cap LXXII,De la tierra Lemnia
laguna,row752,556,Libro quinto,544,Cap LXXIII,Del Calcanto
laguna,row753,557,Libro quinto,545,Cap LXXIIII,De la calcitide
laguna,row754,557,Libro quinto,545,Cap LXXV,Del misy
laguna,row755,557,Libro quinto,545,Cap LXXVI,De la melanteria
laguna,row756,557,Libro quinto,545,Cap LXXVII,Del Sory
laguna,row757,558,Libro quinto,546,Cap LXXIII,Del Diphryge
laguna,row758,559,Libro quinto,547,Cap LXXIX,Del Oropimente
laguna,row759,559,Libro quinto,547,Cap LXXX,De la sandaraca
laguna,row760,560,Libro quinto,548,Cap LXXXI,Del Alumbre
laguna,row761,561,Libro quinto,549,Cap LXXXII,Del Açufre
laguna,row762,562,Libro quinto,550,Cap LXXXIII,"De la piedra pomez, o espongia"
laguna,row763,563,Libro quinto,551,Cap LXXXIIII,De la sal
laguna,row764,563,Libro quinto,551,Cap LXXXV,De la espuma de la sal
laguna,row765,564,Libro quinto,552,Cap LXXXVI,De la salmuera
laguna,row766,564,Libro quinto,552,Cap LXXXVII,De la flor de la sal
laguna,row767,565,Libro quinto,553,Cap LXXXVIII,Del nitro
laguna,row768,565,Libro quinto,553,Cap LXXXIX,De la espuma del nitro
laguna,row769,566,Libro quinto,554,Cap XC,De la hez del vino
laguna,row770,566,Libro quinto,554,Cap XCI,De la cal viva
laguna,row771,567,Libro quinto,555,Cap XCII,Del Yeffo
laguna,row772,567,Libro quinto,555,Cap XCIII,De la ceniza de los sarmientos
laguna,row773,567,Libro quinto,555,Cap XCIIII,Del alcyonio
laguna,row774,568,Libro quinto,556,Cap XCV,Del Adarce
laguna,row775,568,Libro quinto,556,Cap XCVI,De las espongias
laguna,row776,569,Libro quinto,557,Cap XCVII,"Del Coral, y del antipate"
laguna,row777,570,Libro quinto,558,Cap XCVIII,De la piedra phrygia
laguna,row778,570,Libro quinto,558,Cap XCIX,De la piedra asia
laguna,row779,570,Libro quinto,558,Cap C,De la piedra pyrite
laguna,row780,571,Libro quinto,559,Cap CI,De la piedra Ilamada Hematite
laguna,row781,572,Libro quinto,560,Cap CII,De la piedra Ilamada schista
laguna,row782,572,Libro quinto,560,cap CIII,De la piedra Ilamada gagate
laguna,row783,572,Libro quinto,560,Cap CIIII,De la piedra Ilamada Thracia
laguna,row784,572,Libro quinto,560,Cap CV,De la piedra Iman
laguna,row785,573,Libro quinto,561,Cap CVI,De la piedra arabica
laguna,row786,573,Libro quinto,561,Cap CVII,De la galactite o lechera
laguna,row787,573,Libro quinto,561,Cap CVIII,De la melitite
laguna,row788,573,Libro quinto,561,Cap CIX,De la piedra ilamada Morochtho
laguna,row789,574,Libro quinto,562,Cap CX,De la piedra alabastrite
laguna,row790,574,Libro quinto,562,Cap CXI,De la piedra thyite
laguna,row791,574,Libro quinto,562,Cap CXII,De la piedra Iudaica
laguna,row792,574,Libro quinto,562,Cap CXIII,De la piedra ilamada amianta
