edition,edition_entry_id,wechel_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title
wechel,row2,38,Liber primus,4,Cap. I,De Iride.
wechel,row3,40,Liber primus,6,Cap. II,De Acoro.
wechel,row4,40,Liber primus,6,Cap. III,De Meo.
wechel,row5,40,Liber primus,6,Cap. IIII,De Cypero.
wechel,row6,41,Liber primus,7,Cap. V,De Cardamomo.
wechel,row7,42,Liber primus,8,Cap. VI,De Nardo.
wechel,row8,43,Liber primus,9,Cap. VII,De Nardo Celtica.
wechel,row9,44,Liber primus,10,Cap. VIII,De Nardo Montana.
wechel,row10,44,Liber primus,10,Cap. IX,De Asaro.
wechel,row11,44,Liber primus,10,Cap. X,De Phu.
wechel,row12,45,Liber primus,11,Cap. XI,De Malabathro.
wechel,row13,45,Liber primus,11,Cap. XII,De Cassia.
wechel,row14,46,Liber primus,12,Cap. XIII,De Cinnamomo.
wechel,row15,48,Liber primus,14,Cap. XIIII,De Amomo.
wechel,row16,49,Liber primus,15,Cap. XV,De Costo.
wechel,row17,49,Liber primus,15,Cap. XVI,De Iunco odorato.
wechel,row18,50,Liber primus,16,Cap. XVII,De Calamo odorato.
wechel,row19,50,Liber primus,16,Cap. XVIII,De Balsamo.
wechel,row20,52,Liber primus,18,Cap. XIX,De Aspalatho.
wechel,row21,53,Liber primus,19,Cap. XX,De Musco.
wechel,row22,53,Liber primus,19,Cap. XXI,De Agallocho.
wechel,row23,53,Liber primus,19,Cap. XXII,De Nascaphtho.
wechel,row24,53,Liber primus,19,Cap. XXIII,De Cancamo.
wechel,row25,54,Liber primus,20,Cap. XXIIII,De Cyphi.
wechel,row26,54,Liber primus,20,Cap. XXV,De Croco.
wechel,row27,55,Liber primus,21,Cap. XXVI,De Crocomagmate.
wechel,row28,56,Liber primus,22,Cap. XXVII,De Helenio.
wechel,row29,56,Liber primus,22,Cap. XXVIII,De Helenio Aegyptio.
wechel,row30,56,Liber primus,22,Cap. XXIX,De oleo omphacino.
wechel,row31,57,Liber primus,23,Cap. XXX,De oleo communi.
wechel,row32,57,Liber primus,23,Cap. XXXI,De oleo sylvestris olivae.
wechel,row33,57,Liber primus,23,Cap. XXXII,Oleum candidum.
wechel,row34,58,Liber primus,24,Cap. XXXIII,De Sicyonio oleo.
wechel,row35,58,Liber primus,24,Cap. XXXIIII,Strigmenta à balneis.
wechel,row36,58,Liber primus,24,Cap. XXXV,Strigmenta palaestrica.
wechel,row37,58,Liber primus,24,Cap. XXXVI,Strigmenta gymnasiorum.
wechel,row38,59,Liber primus,25,Cap. XXXVII,De Elaeomelite.
wechel,row39,59,Liber primus,25,Cap. XXXVIII,De Cicino oleo.
wechel,row40,60,Liber primus,26,Cap. XXXIX,De Amygdalino oleo.
wechel,row41,60,Liber primus,26,Cap. XL,De Balanino oleo.
wechel,row42,60,Liber primus,26,Cap. XLI,Olea Sesaminum et Caryinum.
wechel,row43,61,Liber primus,27,Cap. XLII,De Hyoscyamino oleo.
wechel,row44,61,Liber primus,27,Cap. XLIII,De Gnidico oleo.
wechel,row45,61,Liber primus,27,Cap. XLIIII,De Cnicino oleo.
wechel,row46,61,Liber primus,27,Cap. XLV,De Raphanino oleo.
wechel,row47,61,Liber primus,27,Cap. XLVI,De Melanthino oleo.
wechel,row48,61,Liber primus,27,Cap. XLVII,De Sinapino oleo.
wechel,row49,61,Liber primus,27,Cap. XLVIII,De Myrtino oleo.
wechel,row50,62,Liber primus,28,Cap. XLIX,De Laurino oleo.
wechel,row51,62,Liber primus,28,Cap. L,De Lentiscino et Terebinthino.
wechel,row52,63,Liber primus,29,Cap. LI,De Mastichino.
wechel,row53,63,Liber primus,29,Cap. LII,De unguentorum compositione.
wechel,row54,63,Liber primus,29,Cap. LIII,De Rosacei praeparatione.
wechel,row55,64,Liber primus,30,Cap. LIIII,De Elatini confectione.
wechel,row56,65,Liber primus,31,Cap. LV,De Melini compositione.
wechel,row57,65,Liber primus,31,Cap. LVI,De Oenanthini confectione.
wechel,row58,65,Liber primus,31,Cap. LVII,De Telini componendi ratione.
wechel,row59,66,Liber primus,32,Cap. LVIII,De Sampsuchini componendi.
wechel,row60,66,Liber primus,32,,De Ocimini praeparatione. C. LIX
wechel,row61,67,Liber primus,33,Cap. LX,De Abrotonini confectione.
wechel,row62,67,Liber primus,33,Cap. LXI,De Anethini componendi ratione.
wechel,row63,67,Liber primus,33,Cap. LXII,De Susini compositione.
wechel,row64,69,Liber primus,35,Cap. LXIII,De Narcissini mistura.
wechel,row65,69,Liber primus,35,,De Crocini confectione. C. LXIIII
wechel,row66,70,Liber primus,36,Cap. LXV,De Cyprini olei spissamento ac praeparatione.
wechel,row67,71,Liber primus,37,Cap. LXVI,De Irini spissamento.
wechel,row68,72,Liber primus,38,Cap. LXVII,De Gleucini compositione.
wechel,row69,72,Liber primus,38,Cap. LXVIII,De Amaracino.
wechel,row70,73,Liber primus,39,Cap. LXIX,De Megalio.
wechel,row71,73,Liber primus,39,Cap. LXX,De Hedychroo.
wechel,row72,73,Liber primus,39,Cap. LXXI,De Metopio.
wechel,row73,74,Liber primus,40,Cap. LXXII,De Mendesio.
wechel,row74,74,Liber primus,40,Cap. LXXIII,De Stacte.
wechel,row75,74,Liber primus,40,Cap. LXXIIII,De Cinnamomino.
wechel,row76,75,Liber primus,41,Cap. LXXV,De Nardino unguento.
wechel,row77,75,Liber primus,41,Cap. LXXVI,De Malabathrino.
wechel,row78,75,Liber primus,41,Cap. LXXVII,De Myrrha.
wechel,row79,77,Liber primus,43,Cap. LXXVIII,De Boeotica myrrha.
wechel,row80,77,Liber primus,43,Cap. LXXIX,De Styrace.
wechel,row81,78,Liber primus,44,Cap. LXXX,De Bdellio.
wechel,row82,79,Liber primus,45,Cap. LXXXI,De Thure.
wechel,row83,80,Liber primus,46,Cap. LXXXII,De Thuris cortice.
wechel,row84,80,Liber primus,46,Cap. LXXXIII,De Manna thuris.
wechel,row85,81,Liber primus,47,Cap. LXXXIIII,De Thuris fuligine.
wechel,row86,81,Liber primus,47,Cap. LXXXV,De Fuliginis confectione.
wechel,row87,81,Liber primus,47,Cap. LXXXVI,De Pinu.
wechel,row88,82,Liber primus,48,Cap. LXXXVII,De Pityidibus.
wechel,row89,82,Liber primus,48,Cap. LXXXVIII,De Strobilis.
wechel,row90,83,Liber primus,49,Cap. LXXXIX,De Lentisco.
wechel,row91,83,Liber primus,49,Cap. XC,De Resina lentiscina.
wechel,row92,84,Liber primus,50,Cap. XCI,De Terebintho.
wechel,row93,84,Liber primus,50,Cap. XCII,De Resinis alÿs.
wechel,row94,85,Liber primus,51,Cap. XCIII,"De Urendae resinae modo, eiusdémque fuligine."
wechel,row95,86,Liber primus,52,Cap. XCIIII,De Pice liquida.
wechel,row96,86,Liber primus,52,Cap. XCV,De picino Oleo.
wechel,row97,86,Liber primus,52,Cap. XCVI,De Picis liquidae Fuligine.
wechel,row98,87,Liber primus,53,Cap. XCVII,De Pice spissa sive arida.
wechel,row99,87,Liber primus,53,Cap. XCVIII,De Zopissa.
wechel,row100,87,Liber primus,53,Cap. XCIX,De Bitumine.
wechel,row101,88,Liber primus,54,Cap. C,De Pissasphalto.
wechel,row102,88,Liber primus,54,Cap. CI,De Naphtha.
wechel,row103,88,Liber primus,54,Cap. CII,De Cupresso.
wechel,row104,89,Liber primus,55,Cap. CIII,De Iunipero.
wechel,row105,89,Liber primus,55,Cap. CIIII,De Sabina.
wechel,row106,90,Liber primus,56,Cap. CV,De Cedro.
wechel,row107,91,Liber primus,57,Cap. CVI,De Lauro.
wechel,row108,92,Liber primus,58,Cap. CVII,De Platano.
wechel,row109,92,Liber primus,58,Cap. CVIII,De Fraxino.
wechel,row110,92,Liber primus,58,Cap. CIX,De Populo alba.
wechel,row111,92,Liber primus,58,Cap. CX,De Macere.
wechel,row112,93,Liber primus,59,Cap. CXI,De Ulmo.
wechel,row113,93,Liber primus,59,Cap. CXII,De Lignorum carie.
wechel,row114,93,Liber primus,59,Cap. CXIII,De Populo nigra.
wechel,row115,93,Liber primus,59,Cap. CXIIII,De Harundine.
wechel,row116,94,Liber primus,60,Cap. CXV,De Papyro.
wechel,row117,94,Liber primus,60,Cap. CXVI,De Myrica sev tamarice.
wechel,row118,95,Liber primus,61,Cap. CXVII,De Erica.
wechel,row119,95,Liber primus,61,Cap. CXVIII,De Acacalide.
wechel,row120,95,Liber primus,61,Cap. CXIX,De Rhamno.
wechel,row121,96,Liber primus,62,Cap. CXX,De Halimo.
wechel,row122,96,Liber primus,62,Cap. CXXI,De Paliuro.
wechel,row123,96,Liber primus,62,Cap. CXXII,De Acuta spina.
wechel,row124,97,Liber primus,63,Cap. CXXIII,De Cynosbato.
wechel,row125,97,Liber primus,63,Cap. CXXIIII,De Cypro.
wechel,row126,97,Liber primus,63,Cap. CXXV,De Phillyrea.
wechel,row127,98,Liber primus,64,Cap. CXXVI,De Cisto.
wechel,row128,98,Liber primus,64,Cap. CXXVII,De Hypocistide.
wechel,row129,98,Liber primus,64,Cap. CXXVIII,De Ladano.
wechel,row130,99,Liber primus,65,Cap. CXXIX,De Ebeno.
wechel,row131,100,Liber primus,66,Cap. CXXX,De Rosa.
wechel,row132,100,Liber primus,66,Cap. CXXXI,De Roseis pastillis.
wechel,row133,101,Liber primus,67,Cap. CXXXII,De Lycio.
wechel,row134,102,Liber primus,68,Cap. CXXXIII,De Acacia.
wechel,row135,103,Liber primus,69,Cap. CXXXVIII,De Amurca.
wechel,row136,104,Liber primus,70,Cap. CXXXV,De Vitice.
wechel,row137,104,Liber primus,70,Cap. CXXXVI,De Salice.
wechel,row138,105,Liber primus,71,Cap. CXXXVII,De Oleastro.
wechel,row139,106,Liber primus,72,Cap. CXXXVIII,De Olea.
wechel,row140,106,Liber primus,72,Cap. CXXXIX,De Colymbadibus olivis.
wechel,row141,106,Liber primus,72,Cap. CXL,De sylvestris olivae oleo.
wechel,row142,106,Liber primus,72,Cap. CXLI,De oleae Aethiopicae lachryma.
wechel,row143,107,Liber primus,73,Cap. CXLII,De Quercu.
wechel,row144,107,Liber primus,73,Cap. CXLIII,De Glandibus.
wechel,row145,107,Liber primus,73,Cap. CXLIIII,De Fago et Ilice.
wechel,row146,107,Liber primus,73,Cap. CXLV,De Castaneis.
wechel,row147,107,Liber primus,73,Cap. CXLVI,De Gallis.
wechel,row148,108,Liber primus,74,Cap. CXLVII,De Rhu.
wechel,row149,109,Liber primus,75,Cap. CXLVIII,De Palma.
wechel,row150,109,Liber primus,75,Cap. CXLIX,De Palmis Thebaicis.
wechel,row151,110,Liber primus,76,Cap. CL,De Palma elate.
wechel,row152,110,Liber primus,76,Cap. CLI,De Malo Punico.
wechel,row153,111,Liber primus,77,Cap. CLII,De Cytinis.
wechel,row154,111,Liber primus,77,Cap. CLIII,De Malicorio.
wechel,row155,111,Liber primus,77,Cap. CLIIII,De Balaustijs.
wechel,row156,111,Liber primus,77,Cap. CLV,De Myrto.
wechel,row157,112,Liber primus,78,Cap. CLVI,De Myrtidano.
wechel,row158,113,Liber primus,79,Cap. CLVII,De Cerasiis.
wechel,row159,113,Liber primus,79,Cap. CLVIII,De Siliquis.
wechel,row160,113,Liber primus,79,Cap. CLIX,De Malo.
wechel,row161,113,Liber primus,79,Cap. CLX,De Cotoness.
wechel,row162,114,Liber primus,80,,De Melimelis seu musteis. C. CLXI
wechel,row163,114,Liber primus,80,Cap. CLXII,De Epiroticis malis.
wechel,row164,114,Liber primus,80,,De Sylvestibus malis. C. CLXIII
wechel,row165,114,Liber primus,80,Cap. CLXIIII,De Persicis malis.
wechel,row166,114,Liber primus,80,Cap. CLXV,De Armeniacis.
wechel,row167,114,Liber primus,80,Cap. CLXVI,De Medicis.
wechel,row168,115,Liber primus,81,Cap. CLXVII,De Pyro.
wechel,row169,115,Liber primus,81,Cap. CLXVIII,De Pyro sylvestri.
wechel,row170,115,Liber primus,81,Cap. CLXIX,De Mespilis.
wechel,row171,115,Liber primus,81,Cap. CLXX,De altera Mespilo.
wechel,row172,116,Liber primus,82,Cap. CLXXI,De Loto.
wechel,row173,116,Liber primus,82,Cap. CLXXII,De Corno.
wechel,row174,116,Liber primus,82,Cap. CLXXIII,De Sorbis.
wechel,row175,116,Liber primus,82,Cap. CLXXIIII,De Pruno.
wechel,row176,116,Liber primus,82,Cap. CLXXV,De Arbuto.
wechel,row177,117,Liber primus,83,Cap. CLXXVI,De Amygdalo.
wechel,row178,117,Liber primus,83,Cap. CLXXVII,De Pistaciis.
wechel,row179,117,Liber primus,83,,De nucib iuglandib. C. CLXXVIII
wechel,row180,118,Liber primus,84,Cap. CLXIX,De Nucibus auellanis.
wechel,row181,118,Liber primus,84,Cap. CLXXX,De Moro.
wechel,row182,119,Liber primus,85,Cap. CLXXXI,De Sycomoro.
wechel,row183,120,Liber primus,86,Cap. CLXXXII,De fico Cypria.
wechel,row184,120,Liber primus,86,Cap. CLXXXIII,De ficubus.
wechel,row185,121,Liber primus,87,Cap. CLXXXIIII,De Ficu sylvestri.
wechel,row186,121,Liber primus,87,Cap. CLXXXV,De Grossis.
wechel,row187,122,Liber primus,88,Cap. CLXXXVI,De Lixivio ficus.
wechel,row188,122,Liber primus,88,Cap. CLXXXVII,De Persea.
wechel,row189,122,Liber primus,88,Cap. CLXXXVIII,De Iberide.
wechel,row190,123,Liber secundus,89,Cap. I,De Echino marino.
wechel,row191,124,Liber secundus,90,Cap. II,De terrestri echino.
wechel,row192,124,Liber secundus,90,Cap. III,De Hippocampo.
wechel,row193,124,Liber secundus,90,Cap. IIII,De Purpura.
wechel,row194,124,Liber secundus,90,Cap. V,De Buccinis.
wechel,row195,124,Liber secundus,90,Cap. VI,De Cionijs.
wechel,row196,124,Liber secundus,90,Cap. VII,De Mytulis seu musculis.
wechel,row197,125,Liber secundus,91,Cap. VIII,De Tellinis.
wechel,row198,125,Liber secundus,91,Cap. IX,De Chamis.
wechel,row199,125,Liber secundus,91,Cap. X,De ungue.
wechel,row200,125,Liber secundus,91,Cap. XI,De Cochleis.
wechel,row201,126,Liber secundus,92,Cap. XII,De Cancris.
wechel,row202,126,Liber secundus,92,Cap. XIII,De Scorpione terrestri.
wechel,row203,127,Liber secundus,93,Cap. XIIII,De Scorpione marino.
wechel,row204,127,Liber secundus,93,Cap. XV,De dracone marino.
wechel,row205,127,Liber secundus,93,Cap. XVI,De Scolopendra.
wechel,row206,127,Liber secundus,93,Cap. XVII,De Torpedine.
wechel,row207,127,Liber secundus,93,Cap. XVIII,De Vipera.
wechel,row208,128,Liber secundus,94,Cap. XIX,De Anguium senecta.
wechel,row209,128,Liber secundus,94,Cap. XX,De Lepore marino.
wechel,row210,128,Liber secundus,94,Cap. XXI,De Lepore terrestri.
wechel,row211,128,Liber secundus,94,Cap. XXII,De Pastinaca marina.
wechel,row212,128,Liber secundus,94,Cap. XXIII,De Sepia.
wechel,row213,129,Liber secundus,95,Cap. XXIIII,De Mullo.
wechel,row214,129,Liber secundus,95,Cap. XXV,De Hippopotami seu fluviatilis equi testiculo.
wechel,row215,129,Liber secundus,95,Cap. XXVI,"De Castorio, seu fibri testibus."
wechel,row216,130,Liber secundus,96,Cap. XXVII,De Mustela vulgari seu domestica.
wechel,row217,130,Liber secundus,96,Cap. XXVIII,De Ranis.
wechel,row218,130,Liber secundus,96,Cap. XXIX,De Siluro.
wechel,row219,130,Liber secundus,96,Cap. XXX,De Smaride.
wechel,row220,130,Liber secundus,96,Cap. XXXI,De Maena.
wechel,row221,131,Liber secundus,97,Cap. XXXII,De Gobio.
wechel,row222,131,Liber secundus,97,Cap. XXXIII,De salsamento quod omotarichon appellatur.
wechel,row223,131,Liber secundus,97,Cap. XXXIIII,De Garo.
wechel,row224,131,Liber secundus,97,Cap. XXXVI,De Recentium piscium iusculo. C. XXXV. De Cimicibus.
wechel,row225,132,Liber secundus,98,Cap. XXXVII,De Millepedis.
wechel,row226,132,Liber secundus,98,Cap. XXXVIII,De Blatta.
wechel,row227,132,Liber secundus,98,Cap. XXXIX,De Pulmone marino.
wechel,row228,132,Liber secundus,98,Cap. XL,De Pulmone suillo.
wechel,row229,132,Liber secundus,98,Cap. XLI,De Pulmone vulpino.
wechel,row230,132,Liber secundus,98,Cap. XLII,De Hepate asinino.
wechel,row231,132,Liber secundus,98,Cap. XLIII,De masculi cervi Genitali.
wechel,row232,132,Liber secundus,98,Cap. XLIIII,De asinorum Ungulis.
wechel,row233,133,Liber secundus,99,,De equorum lichenibus.Cap. XLV
wechel,row234,133,Liber secundus,99,,De Caprinis ungulis.Cap. XLVI
wechel,row235,133,Liber secundus,99,,De Caprino iecore.C. XLVII. De Aprino iecore.Cap. XLVIII
wechel,row236,133,Liber secundus,99,,De canis rabidi Iecore. C. XLIX. De Iecore mergi.Cap. L
wechel,row237,133,Liber secundus,99,,De Veteribus soleis.Cap. LI
wechel,row238,133,Liber secundus,99,,De Gallinis.Cap. LII
wechel,row239,134,Liber secundus,100,Cap. LIIII,De Ovo.
wechel,row240,134,Liber secundus,100,Cap. LVI,De Ovi candido seu albumine. C. LV. De Cicadis.
wechel,row241,135,Liber secundus,101,Cap. LVII,De Locustis.
wechel,row242,135,Liber secundus,101,Cap. LVIII,De Ossifrago.
wechel,row243,135,Liber secundus,101,Cap. LIX,De Galerita.
wechel,row244,135,Liber secundus,101,Cap. LX,De Hirundine.
wechel,row245,135,Liber secundus,101,Cap. LXI,De Ebore.
wechel,row246,135,Liber secundus,101,Cap. LXII,De Talo suillo.
wechel,row247,136,Liber secundus,102,Cap. LXIII,De Cornu cervino.
wechel,row248,136,Liber secundus,102,Cap. LXIIII,De Erucis.
wechel,row249,136,Liber secundus,102,Cap. LXV,De Cantharidibus.
wechel,row250,136,Liber secundus,102,Cap. LXVI,De Bupresti.
wechel,row251,137,Liber secundus,103,Cap. LXVII,De Salamandra.
wechel,row252,137,Liber secundus,103,Cap. LXVIII,De Araneo.
wechel,row253,137,Liber secundus,103,Cap. LXIX,De Lacerta.
wechel,row254,137,Liber secundus,103,Cap. LXX,De Sepe.
wechel,row255,137,Liber secundus,103,Cap. LXXI,De Scinco.
wechel,row256,138,Liber secundus,104,Cap. LXXIII,De Terrenis vermibus. C. LXXII. De Mure araneo.
wechel,row257,138,Liber secundus,104,Cap. LXXIIII,De Muribus.
wechel,row258,138,Liber secundus,104,Cap. LXXV,De Lacte.
wechel,row259,139,Liber secundus,105,Cap. LXXVI,De Sero lactis.
wechel,row260,139,Liber secundus,105,Cap. LXXVII,De Schisto lacte.
wechel,row261,140,Liber secundus,106,Cap. LXXIX,De Lacte muliebri. C. LXXVIII. De Caseo recenti.
wechel,row262,140,Liber secundus,106,Cap. LXXX,De Hippace.
wechel,row263,141,Liber secundus,107,Cap. LXXXI,De Butyro et eius fuligine.
wechel,row264,141,Liber secundus,107,Cap. LXXXII,De Lanis.
wechel,row265,142,Liber secundus,108,Cap. LXXXIII,De Lanis ustis.
wechel,row266,142,Liber secundus,108,Cap. LXXXIIII,De Oesypo.
wechel,row267,143,Liber secundus,109,Cap. LXXXV,De Coagulo.
wechel,row268,144,Liber secundus,110,Cap. LXXXVI,De adipe.
wechel,row269,145,Liber secundus,111,Cap. LXXXVII,De suillo et ursino adipe.
wechel,row270,145,Liber secundus,111,Cap. LXXXVIII,"De sevo hircino, ovillo et cervino."
wechel,row271,146,Liber secundus,112,Cap. LXXXIX,De sevo bubulo.
wechel,row272,146,Liber secundus,112,Cap. XC,"De adipe taurino, pantherino ac leonino."
wechel,row273,147,Liber secundus,113,Cap. XCI,Quomodo pingue odoramentis imbuendum sit.
wechel,row274,149,Liber secundus,115,Cap. XCII,Quomodo adeps sampsuchi odore imbuatur.
wechel,row275,149,Liber secundus,115,Cap. XCIII,De adipe anserino et gallinaceo.
wechel,row276,149,Liber secundus,115,Cap. XCIIII,Adipum vis.
wechel,row277,150,Liber secundus,116,Cap. XCV,De Medullis.
wechel,row278,151,Liber secundus,117,Cap. XCVI,De omni fellis genere.
wechel,row279,152,Liber secundus,118,Cap. XCVII,De sanguinis varijs generibus.
wechel,row280,153,Liber secundus,119,Cap. XCVIII,De fimo.
wechel,row281,154,Liber secundus,120,Cap. XCIX,De urinis.
wechel,row282,155,Liber secundus,121,Cap. C,De Lyncurio.
wechel,row283,155,Liber secundus,121,Cap. CI,De Melle.
wechel,row284,156,Liber secundus,122,Cap. CII,De Melle Sardoo.
wechel,row285,156,Liber secundus,122,Cap. CIII,De Melle Pontico.
wechel,row286,156,Liber secundus,122,Cap. CIIII,De Saccharo.
wechel,row287,157,Liber secundus,123,Cap. CV,De Cera.
wechel,row288,158,Liber secundus,124,Cap. CVI,De Propoli.
wechel,row289,158,Liber secundus,124,Cap. CVII,De Tritico.
wechel,row290,159,Liber secundus,125,Cap. CVIII,De Hordeo.
wechel,row291,159,Liber secundus,125,Cap. CIX,De Zytho.
wechel,row292,160,Liber secundus,126,Cap. CX,De Curmi.
wechel,row293,160,Liber secundus,126,Cap. CXI,De Zea.
wechel,row294,160,Liber secundus,126,Cap. CXII,De Crimno.
wechel,row295,160,Liber secundus,126,Cap. CXIII,De Olyra.
wechel,row296,160,Liber secundus,126,Cap. CXIIII,De Athera.
wechel,row297,160,Liber secundus,126,Cap. CXV,De Trago.
wechel,row298,160,Liber secundus,126,Cap. CXVI,De Avena.
wechel,row299,161,Liber secundus,127,Cap. CXVII,De Oryza.
wechel,row300,161,Liber secundus,127,Cap. CXVIII,De Chondro.
wechel,row301,161,Liber secundus,127,Cap. CXIX,De Milio.
wechel,row302,161,Liber secundus,127,Cap. CXX,De Panico.
wechel,row303,161,Liber secundus,127,Cap. CXXI,De Sesamo.
wechel,row304,161,Liber secundus,127,Cap. CXXII,De Lolio.
wechel,row305,162,Liber secundus,128,Cap. CXXIII,De Amylo.
wechel,row306,162,Liber secundus,128,Cap. CXXIIII,De Foenigraeci farina.
wechel,row307,163,Liber secundus,129,Cap. CXXV,De Lino.
wechel,row308,163,Liber secundus,129,Cap. CXXVI,De Cicere.
wechel,row309,164,Liber secundus,130,Cap. CXXVII,De Faba Graeca.
wechel,row310,165,Liber secundus,131,Cap. CXXVIII,De Faba Aegyptia.
wechel,row311,165,Liber secundus,131,Cap. CXXIX,De Lente.
wechel,row312,166,Liber secundus,132,Cap. CXXX,De Phasiolo.
wechel,row313,166,Liber secundus,132,Cap. CXXXI,De Ervo.
wechel,row314,167,Liber secundus,133,Cap. CXXXII,De Lupino.
wechel,row315,167,Liber secundus,133,Cap. CXXXIII,De lupino sylvestri.
wechel,row316,167,Liber secundus,133,Cap. CXXXIIII,De Rapo.
wechel,row317,168,Liber secundus,134,Cap. CXXXV,De rapo sylvestri.
wechel,row318,168,Liber secundus,134,Cap. CXXXVI,De Buniade.
wechel,row319,168,Liber secundus,134,Cap. CXXXVII,"De raphano, seu radicula."
wechel,row320,169,Liber secundus,135,Cap. CXXXVIII,De radicula sylvestri.
wechel,row321,169,Liber secundus,135,Cap. CXXXIX,De Sisere.
wechel,row322,169,Liber secundus,135,Cap. CXL,"De Lapatho, sive rumice."
wechel,row323,170,Liber secundus,136,Cap. CXLI,De Hippolapatho.
wechel,row324,170,Liber secundus,136,Cap. CXLII,De Lampsana.
wechel,row325,170,Liber secundus,136,Cap. CXLIII,De Blito.
wechel,row326,170,Liber secundus,136,Cap. CXLIIII,De Malva.
wechel,row327,171,Liber secundus,137,Cap. CXLV,De Atriplice.
wechel,row328,171,Liber secundus,137,Cap. CXLVI,De Brassica.
wechel,row329,172,Liber secundus,138,Cap. CXLVII,De brassica sylvestri.
wechel,row330,172,Liber secundus,138,Cap. CXLVIII,De brassica marina.
wechel,row331,172,Liber secundus,138,Cap. CXLIX,De beta.
wechel,row332,172,Liber secundus,138,Cap. CL,De Portulaca.
wechel,row333,173,Liber secundus,139,Cap. CLI,De Portulaca sylvestri.
wechel,row334,173,Liber secundus,139,Cap. CLII,De Asparago.
wechel,row335,174,Liber secundus,140,Cap. CLIII,De Plantagine.
wechel,row336,175,Liber secundus,141,Cap. CLIIII,De Sio.
wechel,row337,175,Liber secundus,141,Cap. CLV,De Sisymbrio.
wechel,row338,176,Liber secundus,142,Cap. CLVI,De Sisymbrio altero.
wechel,row339,176,Liber secundus,142,Cap. CLVII,De Crithmo.
wechel,row340,176,Liber secundus,142,Cap. CLVIII,De Coronopode.
wechel,row341,177,Liber secundus,143,Cap. CLIX,De Soncho.
wechel,row342,177,Liber secundus,143,Cap. CLX,De Seride.
wechel,row343,177,Liber secundus,143,Cap. CLXI,De Condrilla.
wechel,row344,178,Liber secundus,144,Cap. CLXII,De Cucurbita.
wechel,row345,178,Liber secundus,144,Cap. CLXIII,De Cucumere sativo.
wechel,row346,179,Liber secundus,145,Cap. CLXIIII,De Pepone.
wechel,row347,179,Liber secundus,145,Cap. CLXV,De Lactuca sativa.
wechel,row348,179,Liber secundus,145,Cap. CLXVI,De Sylvestri lactuca.
wechel,row349,180,Liber secundus,146,Cap. CLXVII,De Gingidio.
wechel,row350,180,Liber secundus,146,Cap. CLXVIII,De Scandice.
