edition,edition_entry_id,wechel_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title
wechel,row731,339,Liber quartus,305,Cap. CLXII,De Hippophaë.
wechel,row732,339,Liber quartus,305,Cap. CLXIII,De Hippophaesto.
wechel,row733,340,Liber quartus,306,Cap. CLXIIII,De Ricino.
wechel,row734,340,Liber quartus,306,Cap. CLXV,"De Tithymalis, seu lactarijs herbis."
wechel,row735,342,Liber quartus,308,,De Tithymalo foemina. De Paralio. De Helioscopio
wechel,row736,343,Liber quartus,309,Cap. CLXVI,"De Cyparissia. De nascente in petris tithymalo, Dendroide nominato. De Platyphyllo, seu latifolio. De Pityusa."
wechel,row737,343,Liber quartus,309,Cap. CLXVII,De Lathyride.
wechel,row738,344,Liber quartus,310,Cap. CLXVIII,De Peplo.
wechel,row739,344,Liber quartus,310,Cap. CLXIX,De Peplide.
wechel,row740,345,Liber quartus,311,Cap. CLXX,De Chamaesyce.
wechel,row741,345,Liber quartus,311,Cap. CLXXI,De Scammonia.
wechel,row742,346,Liber quartus,312,Cap. CLXXII,De Chamelaea.
wechel,row743,347,Liber quartus,313,Cap. CLXXIII,De Thymelaea.
wechel,row744,347,Liber quartus,313,Cap. CLXXIIII,De Sambuco.
wechel,row745,348,Liber quartus,314,Cap. CLXXV,"De Chamaeacte, seu humilis sambuco."
wechel,row746,348,Liber quartus,314,Cap. CLXXVI,De Pycnocomo.
wechel,row747,349,Liber quartus,315,Cap. CLXXVII,De Apio.
wechel,row748,349,Liber quartus,315,Cap. CLXXVIII,De Colocynthide.
wechel,row749,350,Liber quartus,316,Cap. CLXXIX,De Epithymo.
wechel,row750,350,Liber quartus,316,Cap. CLXXX,De Alypo.
wechel,row751,350,Liber quartus,316,Cap. CLXXXI,De Empetro.
wechel,row752,350,Liber quartus,316,Cap. CLXXXII,De Clematitide.
wechel,row753,351,Liber quartus,317,Cap. CLXXXIII,De Vite Sylvestri.
wechel,row754,351,Liber quartus,317,Cap. CLXXXIIII,De Vite alba.
wechel,row755,352,Liber quartus,318,Cap. CLXXXV,De Vite nigra.
wechel,row756,352,Liber quartus,318,Cap. CLXXXVI,De Filice.
wechel,row757,353,Liber quartus,319,Cap. CLXXXVII,"De Thelypteri, seu filice foemina."
wechel,row758,353,Liber quartus,319,Cap. CLXXXVIII,"De Polypodio, seu filicula."
wechel,row759,354,Liber quartus,320,Cap. CLXXXIX,De Dryopteri.
wechel,row760,354,Liber quartus,320,Cap. CXC,De Cnico.
wechel,row761,354,Liber quartus,320,Cap. CXCI,"De Linozostide, seu Mercuriali."
wechel,row762,355,Liber quartus,321,Cap. CXCII,De Cynocrambe.
wechel,row763,355,Liber quartus,321,Cap. CXCIII356,"De Heliotropio magno, seu Solari herba maiore."
wechel,row764,356,Liber quintus,322,Cap. CXCV,De Scorpioide.
wechel,row765,357,Liber quintus,323,Cap. I,De Vite vinifera.
wechel,row766,357,Liber quintus,323,Cap. II,De Labrusca seu vite sylvestri.
wechel,row767,357,Liber quintus,323,Cap. III,De Vua.
wechel,row768,358,Liber quintus,324,Cap. IIII,De Vua passa.
wechel,row769,358,Liber quintus,324,Cap. V,De Oenanthe.
wechel,row770,359,Liber quintus,325,Cap. VI,De Omphacio.
wechel,row771,359,Liber quintus,325,Cap. VII,De Vini natura pro aetatis ratione.
wechel,row772,360,Liber quintus,326,Cap. VIII,Pro ratione coloris.
wechel,row773,360,Liber quintus,326,Cap. IX,Pro saporum eorumque quae illi miscentur differentia.
wechel,row774,361,Liber quintus,327,,Pro locorum differentia. C. X
wechel,row775,362,Liber quintus,328,Cap. XI,De vini generum facultate.
wechel,row776,363,Liber quintus,329,Cap. XII,De vino Omphacite.
wechel,row777,363,Liber quintus,329,Cap. XIII,De vino secundario et adynamo.
wechel,row778,364,Liber quintus,330,Cap. XIIII,De Vino è labrusca expresso.
wechel,row779,364,Liber quintus,330,Cap. XV,De Vino Melitite.
wechel,row780,364,Liber quintus,330,Cap. XVI,De Mulso.
wechel,row781,365,Liber quintus,331,Cap. XVII,De Aqua mulsa.
wechel,row782,365,Liber quintus,331,Cap. XVIII,De Aqua.
wechel,row783,366,Liber quintus,332,Cap. XIX,De Aqua marina.
wechel,row784,366,Liber quintus,332,Cap. XX,De Thalassomelite.
wechel,row785,367,Liber quintus,333,Cap. XXI,De Aceto.
wechel,row786,367,Liber quintus,333,Cap. XXII,De Oxymelite.
wechel,row787,368,Liber quintus,334,Cap. XXIIII,De Oxalme. C. XXII. De Thymoxalme.
wechel,row788,368,Liber quintus,334,Cap. XXV,De aceto Scillino.
wechel,row789,369,Liber quintus,335,Cap. XXVI,De Scillino vino.
wechel,row790,370,Liber quintus,336,Cap. XXVII,De vinis aqua marina factis.
wechel,row791,370,Liber quintus,336,Cap. XXVIII,De vino Cydomite.
wechel,row792,371,Liber quintus,337,Cap. XXIX,De Melomelite.
wechel,row793,371,Liber quintus,337,Cap. XXX,De Hydromelo.
wechel,row794,371,Liber quintus,337,Cap. XXXI,De Omphacomelite.
wechel,row795,371,Liber quintus,337,Cap. XXXII,De vino Apite.
wechel,row796,371,Liber quintus,337,Cap. XXXIII,De Oenanthino.
wechel,row797,371,Liber quintus,337,Cap. XXXIIII,De vino Rhoite.
wechel,row798,372,Liber quintus,338,Cap. XXXV,De vino Rhodite.
wechel,row799,372,Liber quintus,338,Cap. XXXVI,De vino Myrtite.
wechel,row800,372,Liber quintus,338,,De vino Myrsinite. C. XXXVII. De Lentiscino vino. C. XXXVIII
wechel,row801,373,Liber quintus,339,Cap. XL,De vino Terebinthino. C. XXXIX. De vino Palmeo.
wechel,row802,373,Liber quintus,339,Cap. XLI,De vino Catorchite.
wechel,row803,374,Liber quintus,340,Cap. XLII,De vino è Sycomoris  factitio.
wechel,row804,374,Liber quintus,340,Cap. XLIII,De vino Resinato.
wechel,row805,374,Liber quintus,340,Cap. XLIIII,De vino Strobilite.
wechel,row806,374,Liber quintus,340,Cap. XLV,"De Cedrino vino, et alijs."
wechel,row807,375,Liber quintus,341,Cap. XLVI,De Iuniperino vino.
wechel,row808,375,Liber quintus,341,Cap. XLVII,De Cedrite.
wechel,row809,375,Liber quintus,341,Cap. XLVIII,De vino Picato.
wechel,row810,376,Liber quintus,342,Cap. XLIX,De vino absinthite.
wechel,row811,376,Liber quintus,342,Cap. L,De vino Hyssopite.
wechel,row812,377,Liber quintus,343,Cap. LI,De vino Chamaedryite.
wechel,row813,377,Liber quintus,343,Cap. LII,De vino Stoechadite.
wechel,row814,377,Liber quintus,343,Cap. LIII,De aceto è Stoechade.
wechel,row815,377,Liber quintus,343,Cap. LIIII,De vino è Betonica.
wechel,row816,377,Liber quintus,343,Cap. LV,De vino Tragoriganite.
wechel,row817,378,Liber quintus,344,,De vino Bunite.Cap. LVI
wechel,row818,378,Liber quintus,344,,De vino Dictamnite.Cap. LVII
wechel,row819,378,Liber quintus,344,,De vino Prasite.C. LVIII. De vino Thymite.C. LIX. De vino Thymbrite.C. LX. De vino Origanite.C. LXI. De vinis C. LXII. De vino Conyzite.C. LXIII. De vino Aromatite.C. LXIIII
wechel,row820,379,Liber quintus,345,Cap. LXV,"De vino ex myrrha, piprer et iride."
wechel,row821,379,Liber quintus,345,Cap. LXVI,De vino Nectarite.
wechel,row822,379,Liber quintus,345,Cap. LXVII,"De vino è Nardo Syriaco, Celtico et Malabathro."
wechel,row823,380,Liber quintus,346,Cap. LXIX,De vino Asarite. C. LXVIII. De vino è sylvestri nardo.
wechel,row824,380,Liber quintus,346,Cap. LXX,De vino Daucite.
wechel,row825,380,Liber quintus,346,Cap. LXXI,De vino è Salvia.
wechel,row826,380,Liber quintus,346,Cap. LXXII,De vino Panacite.
wechel,row827,380,Liber quintus,346,Cap. LXXIII,De vino Acorite.
wechel,row828,381,Liber quintus,347,Cap. LXXIIII,De vino Selinite.
wechel,row829,381,Liber quintus,347,Cap. LXXV,De vinis Marathrite et Anethino.
wechel,row830,381,Liber quintus,347,Cap. LXXVII,"De vino è Salis flore. C. LXXVI. De vino Phthorio, seu Abortivo."
wechel,row831,381,Liber quintus,347,,De vino Thymelaite. C. LXXVIII. De vino Chamaelaite. C. LXXXIX. De vino Chamaepityino. C. LXXX
wechel,row832,382,Liber quintus,348,Cap. LXXXI,De Mandragorite.
wechel,row833,382,Liber quintus,348,Cap. LXXXII,De Elleborite.
wechel,row834,383,Liber quintus,349,Cap. LXXXIII,De Scammonite.
wechel,row835,383,Liber quintus,349,Cap. LXXXIIII,"De Metallicis omnibus, et primum de Cadmia."
wechel,row836,385,Liber quintus,351,Cap. LXXXV,De Pompholyge.
wechel,row837,387,Liber quintus,353,Cap. LXXXVI,"De Antispodis, hoc est, Spodi succedaneis."
wechel,row838,388,Liber quintus,354,Cap. LXXXVII,De Aere usto.
wechel,row839,389,Liber quintus,355,Cap. LXXXVIII,De Flore aeris.
wechel,row840,389,Liber quintus,355,,De Squamma aeris. C. LXXXIX
wechel,row841,390,Liber quintus,356,Cap. XC,De Squamma stomomatis.
wechel,row842,390,Liber quintus,356,Cap. XCI,De Aerugine rasili.
wechel,row843,391,Liber quintus,357,Cap. XCII,De Aerugine Scolecia.
wechel,row844,393,Liber quintus,359,Cap. XCIII,"De ferrugine, seu ferri rubigine."
wechel,row845,393,Liber quintus,359,Cap. XCIIII,"De recremento, sive scoria ferri."
wechel,row846,393,Liber quintus,359,Cap. XCV,De Plumbi lotura.
wechel,row847,394,Liber quintus,360,Cap. XCVI,De Plumbo usto.
wechel,row848,394,Liber quintus,360,Cap. XCVII,De Scoria plumbi.
wechel,row849,395,Liber quintus,361,Cap. XCVIII,De Lapide plumbario.
wechel,row850,395,Liber quintus,361,Cap. XCIX,De Stibio.
wechel,row851,395,Liber quintus,361,Cap. C,De Molybdaena seu plumbagine.
wechel,row852,396,Liber quintus,362,Cap. CI,De argenti Scoria.
wechel,row853,396,Liber quintus,362,Cap. CII,De argenti spuma.
wechel,row854,398,Liber quintus,364,Cap. CIII,De Cerussa.
wechel,row855,399,Liber quintus,365,Cap. CIIII,De Chrysocolla.
wechel,row856,400,Liber quintus,366,Cap. CV,De Armenio.
wechel,row857,400,Liber quintus,366,Cap. CVI,De Cyano sive caeruleo.
wechel,row858,400,Liber quintus,366,Cap. CVII,De Indico.
wechel,row859,401,Liber quintus,367,Cap. CVIII,De Ochra.
wechel,row860,401,Liber quintus,367,Cap. CIX,De Cinnabari.
wechel,row861,401,Liber quintus,367,Cap. CX,"De Hydrargyro, seu argento vivo."
wechel,row862,402,Liber quintus,368,Cap. CXI,De rubrica Sinopica.
wechel,row863,402,Liber quintus,368,Cap. CXII,De Rubrica fabrili.
wechel,row864,402,Liber quintus,368,Cap. CXIII,De Lemnia terra.
wechel,row865,403,Liber quintus,369,Cap. CXIIII,De Atramento sutorio.
wechel,row866,403,Liber quintus,369,Cap. CXV,De Chalciti.
wechel,row867,404,Liber quintus,370,Cap. CXVI,De Psorico.
wechel,row868,404,Liber quintus,370,Cap. CXVII,De Misy.
wechel,row869,405,Liber quintus,371,Cap. CXVIII,De Melanteria seu atramento metallico.
wechel,row870,405,Liber quintus,371,Cap. CXIX,De Sory.
wechel,row871,405,Liber quintus,371,Cap. CXX,De Diphryge.
wechel,row872,406,Liber quintus,372,Cap. CXXI,De Arsenico seu auripigmento.
wechel,row873,407,Liber quintus,373,Cap. CXXII,De Sandaracha.
wechel,row874,407,Liber quintus,373,Cap. CXXIII,De Alumine.
wechel,row875,408,Liber quintus,374,Cap. CXXIIII,De Sulphure.
wechel,row876,409,Liber quintus,375,Cap. CXXV,De Pumice.
wechel,row877,410,Liber quintus,376,Cap. CXXVI,De Sale.
wechel,row878,411,Liber quintus,377,Cap. CXXVII,"De Spuma salis, seu spuma maris arida."
wechel,row879,411,Liber quintus,377,Cap. CXXVIII,"De Muria, seu Salsugine."
wechel,row880,411,Liber quintus,377,Cap. CXXIX,De flore Salis.
wechel,row881,412,Liber quintus,378,Cap. CXXX,De Nitro.
wechel,row882,412,Liber quintus,378,Cap. CXXXI,De Spuma nitri.
wechel,row883,413,Liber quintus,379,Cap. CXXXII,De Faece.
wechel,row884,413,Liber quintus,379,Cap. CXXXIII,De Calce vina.
wechel,row885,414,Liber quintus,380,Cap. CXXXIIII,De Gypso.
wechel,row886,414,Liber quintus,380,Cap. CXXXV,De Sarmentitio cinere.
wechel,row887,414,Liber quintus,380,Cap. CXXXVI,De Alcyonio.
wechel,row888,415,Liber quintus,381,Cap. CXXXVII,De Adarce.
wechel,row889,415,Liber quintus,381,Cap. CXXXVIII,De Spongijs.
wechel,row890,416,Liber quintus,382,Cap. CXXXIX,De Corallio.
wechel,row891,416,Liber quintus,382,Cap. CXL,De Antipathe.
wechel,row892,417,Liber quintus,383,Cap. CXLI,De Phrygio lapide.
wechel,row893,417,Liber quintus,383,Cap. CXLII,De Asio lapide.
wechel,row894,418,Liber quintus,384,Cap. CXLIII,De Pyrite lapide.
wechel,row895,418,Liber quintus,384,Cap. CXLIIII,De Hamatite lapide.
wechel,row896,419,Liber quintus,385,Cap. CXLV,"De Schisto, seu Sissli lapide."
wechel,row897,419,Liber quintus,385,Cap. CXLVI,De Gagate lapide.
wechel,row898,420,Liber quintus,386,Cap. CXLVII,De lapide Thracio.
wechel,row899,420,Liber quintus,386,Cap. CXLVIII,De Magnete.
wechel,row900,420,Liber quintus,386,Cap. CXLIX,De Arabico lapide.
wechel,row901,420,Liber quintus,386,Cap. CL,De Galactite lapide.
wechel,row902,420,Liber quintus,386,Cap. CLI,De Melitite lapide.
wechel,row903,420,Liber quintus,386,Cap. CLII,De Morochtho lapide.
wechel,row904,421,Liber quintus,387,Cap. CLIII,De Alabastrite lapide.
wechel,row905,421,Liber quintus,387,Cap. CLIIII,De Thyite lapide.
wechel,row906,421,Liber quintus,387,Cap. CLV,De lapide Iudaico.
wechel,row907,421,Liber quintus,387,Cap. CLVI,De lapide Amianto.
wechel,row908,421,Liber quintus,387,Cap. CLVII,De Sapphiro lapide.
wechel,row909,422,Liber quintus,388,Cap. CLVIII,De lapide Memphite.
wechel,row910,422,Liber quintus,388,Cap. CLIX,De lapide Selenite.
wechel,row911,422,Liber quintus,388,Cap. CLX,De Iaspide.
wechel,row912,422,Liber quintus,388,Cap. CLXI,De Aëtite lapide.
wechel,row913,423,Liber quintus,389,Cap. CLXII,De lapide Ophite.
wechel,row914,423,Liber quintus,389,Cap. CLXIII,De Spongiarum lapidibus.
wechel,row915,423,Liber quintus,389,Cap. CLXIIII,De Lithocolla.
wechel,row916,423,Liber quintus,389,Cap. CLXV,De Ostracite lapide.
wechel,row917,423,Liber quintus,389,Cap. CLXVI,De Smyride.
wechel,row918,423,Liber quintus,389,Cap. CLXVII,De Arena.
wechel,row919,423,Liber quintus,389,Cap. CLXVIII,De Cote.
wechel,row920,424,Liber quintus,390,Cap. CLXIX,De Geode lapide.
wechel,row921,424,Liber quintus,390,Cap. CLXX,De Terra.
wechel,row922,424,Liber quintus,390,Cap. CLXXI,De Terra Eretria.
wechel,row923,424,Liber quintus,390,Cap. CLXXII,De Terra Samia.
wechel,row924,425,Liber quintus,391,Cap. CLXXIII,De lapide Samio.
wechel,row925,425,Liber quintus,391,Cap. CLXXIIII,De terra Chia.
wechel,row926,425,Liber quintus,391,Cap. CLXXV,De terra Selinusia.
wechel,row927,425,Liber quintus,391,Cap. CLXXVI,De Cimolia terra.
wechel,row928,425,Liber quintus,391,,De terra Pnigitide. C. CLXXVII
wechel,row929,426,Liber quintus,392,Cap. CLXXVIII,De Testis.
wechel,row930,426,Liber quintus,392,Cap. CLXXX,De terra Fornacum. C. CLXXIX. De terra Melia.
wechel,row931,426,Liber quintus,392,Cap. CLXXXI,De terra Ampelitide.
wechel,row932,427,Liber quintus,393,Cap. CLXXXII,De Fuligine pictoria.
wechel,row933,427,Liber quintus,393,Cap. CLXXXIII,De Atramento librario.
wechel,row934,435,Liber venenis,402,Cap. I,De Cantharidibus.
wechel,row935,436,Liber venenis,403,Cap. II,De Pinorum erucis.
wechel,row936,436,Liber venenis,403,Cap. III,De Bupresti.
wechel,row937,437,Liber venenis,404,Cap. IIII,De Salamandra.
wechel,row938,437,Liber venenis,404,Cap. V,De Ephemero.
wechel,row939,438,Liber venenis,405,Cap. VI,De Dorycnio.
wechel,row940,438,Liber venenis,405,Cap. VII,De Aconito.
wechel,row941,439,Liber venenis,406,Cap. VIII,De melle Heraclio.
wechel,row942,439,Liber venenis,406,Cap. IX,De Coriandro.
wechel,row943,439,Liber venenis,406,Cap. X,De Psyllio.
wechel,row944,439,Liber venenis,406,Cap. XI,De Cicuta.
wechel,row945,440,Liber venenis,407,Cap. XII,De Taxo.
wechel,row946,440,Liber venenis,407,Cap. XIII,De Carpasi succo.
wechel,row947,440,Liber venenis,407,Cap. XIIII,De Sardonia herba.
wechel,row948,440,Liber venenis,407,Cap. XV,De Hyoscyamo.
wechel,row949,441,Liber venenis,408,Cap. XVI,De Mandragora.
wechel,row950,441,Liber venenis,408,Cap. XVII,De Papaveris liquore.
wechel,row951,442,Liber venenis,409,Cap. XVIII,De Corniculato papavere.
wechel,row952,442,Liber venenis,409,Cap. XIX,De Pharico.
wechel,row953,442,Liber venenis,409,Cap. XX,De Toxico.
wechel,row954,442,Liber venenis,409,Cap. XXI,De Ixia.
wechel,row955,443,Liber venenis,410,Cap. XXII,De Cerussa.
wechel,row956,443,Liber venenis,410,Cap. XXIII,De Fungis.
wechel,row957,444,Liber venenis,411,Cap. XXIIII,De Gypso.
wechel,row958,444,Liber venenis,411,Cap. XXV,De Taurino sanguine.
wechel,row959,445,Liber venenis,412,Cap. XXVI,De Lacte intus coagulato.
wechel,row960,445,Liber venenis,412,Cap. XXVII,De Argenti spuma.
wechel,row961,445,Liber venenis,412,Cap. XXVIII,De Argento vivo.
wechel,row962,445,Liber venenis,412,Cap. XXIX,"De Calce, Sandraracha et Auripigmento."
wechel,row963,446,Liber venenis,413,Cap. XXX,De Lepore marino.
wechel,row964,446,Liber venenis,413,Cap. XXXI,De Rubeta et rana palustri.
wechel,row965,446,Liber venenis,413,Cap. XXXII,De Hirundine.
wechel,row966,447,Liber venenis,414,Cap. XXXIII,"De veratro albo, thapsia, elaterio et similibus."
wechel,row967,447,Liber venenis,414,Cap. XXXIIII,De aqua frigida et caeteris quae itidenobis domestica et in quotidiano vitae usu sunt.
wechel,row968,455,Liber venenatis,422,Cap. I,"Signa rabiosi canis, eorumque qui ab eo demorsi fuerint."
wechel,row969,456,Liber venenatis,423,Cap. II,Morsus rabidi canis particularia remedia.
wechel,row970,458,Liber venenatis,425,Cap. III,De victus ratione demorsorum à cane rabioso.
wechel,row971,460,Liber venenatis,427,Cap. IIII,De Phalangijs.
wechel,row972,460,Liber venenatis,427,Cap. V,De Scolopendra.
wechel,row973,460,Liber venenatis,427,Cap. VI,De Scorpione.
wechel,row974,461,Liber venenatis,428,Cap. VII,De Pastinaca marina.
wechel,row975,461,Liber venenatis,428,Cap. VIII,De Mure Araneo.
wechel,row976,461,Liber venenatis,428,Cap. IX,De Vipera.
wechel,row977,462,Liber venenatis,429,Cap. X,De Scytale et Amphisbaena.
wechel,row978,462,Liber venenatis,429,Cap. XI,De Dryina.
wechel,row979,462,Liber venenatis,429,Cap. XII,De Haemorrhoo.
wechel,row980,462,Liber venenatis,429,Cap. XIII,De Dipsade.
wechel,row981,462,Liber venenatis,429,Cap. XIIII,De Natrice.
wechel,row982,462,Liber venenatis,429,Cap. XV,De Cenchro.
wechel,row983,463,Liber venenatis,430,Cap. XVI,De Ceraste.
wechel,row984,463,Liber venenatis,430,Cap. XVII,De Aspide.
wechel,row985,463,Liber venenatis,430,Cap. XVIII,De Basilisco seu Regulo.
wechel,row986,464,Liber venenatis,431,Cap. XIX,Communis vulnerum à venenatis animantibus inflictorum curatio.
wechel,row987,466,Liber venenatis,433,Cap. XX,Curatio à Vespis et apibus morsorum.
wechel,row988,467,Liber venenatis,434,Cap. XXI,Curatio à Phalangijs morsorum.
wechel,row989,467,Liber venenatis,434,Cap. XXII,De Scolopendrae morsu.
wechel,row990,467,Liber venenatis,434,Cap. XXIII,De Scorpionis ictu.
wechel,row991,468,Liber venenatis,435,Cap. XXIIII,De Pastinacae marinae ictu.
wechel,row992,468,Liber venenatis,435,Cap. XXV,De marinorum Scorpij Draconisque ictibus.
wechel,row993,469,Liber venenatis,436,Cap. XXVI,De Muris aranei morsu.
wechel,row994,469,Liber venenatis,436,Cap. XXVII,De Viperae morsu.
wechel,row995,470,Liber venenatis,437,Cap. XXVIII,De Amphisbaenae morsu.
wechel,row996,470,Liber venenatis,437,Cap. XXIX,De morsu Dryini.
wechel,row997,470,Liber venenatis,437,Cap. XXX,"De morsu tum Haemorrhoi, tum etiam Dipsadis."
wechel,row998,471,Liber venenatis,438,Cap. XXXI,De morsu Natricis.
wechel,row999,471,Liber venenatis,438,Cap. XXXII,De Cenchridij morsu.
wechel,row1000,472,Liber venenatis,439,Cap. XXXIII,De morsu Cerastae.
wechel,row1001,472,Liber venenatis,439,Cap. XXXIIII,De morsu Aspidis.
wechel,row1002,472,Liber venenatis,439,Cap. XXXV,De Basilisci morsu.
wechel,row1003,473,Liber venenatis,440,,I. A. Saracenus lectori s
wechel,row1004,474,Liber venenatis,441,,"Inter Dioscoridis verba, haec in quibusdam codicibus falso adscripta reperiebantur"
