edition,edition_entry_id,ruel_page_scan,ruel_book,ruel_unknown_val,ruel_chapter,ruel_title_latin,ruel_folio
ruel,row571,194,Liber tertius,0,Cap CLXXVII,De altera aiuga,86v
ruel,row572,195,Liber quartus,87,Cap I,De betonica,87r
ruel,row573,196,Liber quartus,0,Cap II,De bretanica,87v
ruel,row574,196,Liber quartus,0,Cap III,De vettonica,87v
ruel,row575,196,Liber quartus,0,Cap IIII,De lysimachia,87v
ruel,row576,196,Liber quartus,0,Cap V,De sanguinaria ceu polygono,87v
ruel,row577,197,Liber quartus,88,Cap VI,De sanguinaria foemina,88r
ruel,row578,197,Liber quartus,88,Cap VII,De polygonato,88r
ruel,row579,197,Liber quartus,88,Cap VIII,De clematide,88r
ruel,row580,197,Liber quartus,88,Cap IX,De altera clematide,88r
ruel,row581,198,Liber quartus,0,Cap X,,88v
ruel,row582,198,Liber quartus,0,Cap XI,,88v
ruel,row583,198,Liber quartus,0,Cap XII,,88v
ruel,row584,198,Liber quartus,0,Cap XIII - De holosteo,,88v
ruel,row585,199,Liber quartus,89,Cap XIIII,De stoebe,89r
ruel,row586,199,Liber quartus,89,Cap XV,,89r
ruel,row587,199,Liber quartus,89,Cap XVI,,89r
ruel,row588,199,Liber quartus,89,Cap XVII - De tribulo,,89r
ruel,row589,200,Liber quartus,0,Cap XVIII,De sarxiphago,89v
ruel,row590,200,Liber quartus,0,Cap XIX,,89v
ruel,row591,200,Liber quartus,0,Cap XX,,89v
ruel,row592,200,Liber quartus,0,Cap XXI,de medio,89v
ruel,row593,201,Liber quartus,90,Cap XXII,De epimedio,90r
ruel,row594,201,Liber quartus,90,Cap XXIII,,90r
ruel,row595,201,Liber quartus,90,Cap XXIIII,,90r
ruel,row596,201,Liber quartus,90,Cap XXV,De sylvestri iride,90r
ruel,row597,202,Liber quartus,0,Cap XXVI,De anchusa,90v
ruel,row598,202,Liber quartus,0,Cap XXVII,De alia anchusa,90v
ruel,row599,202,Liber quartus,0,Cap XXVIII,De alia anchusa,90v
ruel,row600,202,Liber quartus,0,Cap XXIX,De lycopsi,90v
ruel,row601,203,Liber quartus,91,Cap XXX,De echio,91r
ruel,row602,203,Liber quartus,91,Cap XXXI,De ocimastro,91r
ruel,row603,203,Liber quartus,91,Cap XXXII,De erino,91r
ruel,row604,203,Liber quartus,91,Cap XXXIII,De gramine,91r
ruel,row605,203,Liber quartus,91,Cap XXXIIII,De arundinaceo gramine,91r
ruel,row606,204,Liber quartus,0,Cap XXXV,,91v
ruel,row607,204,Liber quartus,0,Cap XXXVI,,91v
ruel,row608,204,Liber quartus,0,Cap XXXVII,,91v
ruel,row609,204,Liber quartus,0,Cap XXXVIII,,91v
ruel,row610,204,Liber quartus,0,Cap XXXIX,De achillea,91v
ruel,row611,205,Liber quartus,92,Cap XL,De rubo,92r
ruel,row612,205,Liber quartus,92,Cap XLI,De idaeo rubo,92r
ruel,row613,205,Liber quartus,92,Cap XLII,De helxine id est murali haerba,92r
ruel,row614,206,Liber quartus,0,Cap XLIII,De elatine,92v
ruel,row615,206,Liber quartus,0,Cap XLIIII,De eupatorio,92v
ruel,row616,206,Liber quartus,0,Cap XLV,De quinquefolio,92v
ruel,row617,207,Liber quartus,93,Cap XLVI,De phoenice,93r
ruel,row618,207,Liber quartus,93,Cap XLVII,De idaea radice,93r
ruel,row619,207,Liber quartus,93,Cap XLVIII,De rhodia radice,93r
ruel,row620,207,Liber quartus,93,Cap XLIX,De equiseto,93r
ruel,row621,208,Liber quartus,0,Cap L,,93v
ruel,row622,208,Liber quartus,0,Cap LI,,93v
ruel,row623,208,Liber quartus,0,Cap LII,,93v
ruel,row624,208,Liber quartus,0,Cap LIII,,93v
ruel,row625,208,Liber quartus,0,Cap LIIII,De trago,93v
ruel,row626,209,Liber quartus,94,Cap LV,De iunco,94r
ruel,row627,209,Liber quartus,94,Cap LVI,,94r
ruel,row628,209,Liber quartus,94,Cap LVII,,94r
ruel,row629,209,Liber quartus,94,Cap LVIII,,94r
ruel,row630,209,Liber quartus,94,Cap LIX,De chrysogono,94r
ruel,row631,210,Liber quartus,0,Cap LX,De elichryso,94v
ruel,row632,210,Liber quartus,0,Cap LXI,,94v
ruel,row633,210,Liber quartus,0,Cap LXII,,94v
ruel,row634,210,Liber quartus,0,Cap LXIII,De verbenaca,94v
ruel,row635,211,Liber quartus,95,Cap LXIIII,De supina verbenaca,95r
ruel,row636,211,Liber quartus,95,Cap LXV,De astragalo,95r
ruel,row637,211,Liber quartus,95,Cap LXVI,De hyacyntho,95r
ruel,row638,212,Liber quartus,0,Cap LXVII,De papauere erratico,95v
ruel,row639,212,Liber quartus,0,Cap LXVIII,De papauere sativo,95v
ruel,row640,213,Liber quartus,96,Cap LXIX,De corniculatio papauere,96r
ruel,row641,214,Liber quartus,0,Cap LXX,De spumeo papauere,96v
ruel,row642,214,Liber quartus,0,Cap LXXI,De hypecoo,96v
ruel,row643,214,Liber quartus,0,Cap LXXII,De apollinari et hyoscyamo,96v
ruel,row644,215,Liber quartus,97,Cap LXXIII,De psyllio,97r
ruel,row645,216,Liber quartus,0,Cap LXXVII,De hortensi solano,97v
ruel,row646,216,Liber quartus,0,Cap LXXV,De vesicaria,97v
ruel,row647,216,Liber quartus,0,Cap LXXVI,De solano somnifero,97v
ruel,row648,217,Liber quartus,98,Cap LXXVII,De manico solano,98r
ruel,row649,217,Liber quartus,98,Cap LXXVIII,De dorycnio,98r
ruel,row650,217,Liber quartus,98,Cap LXXIX,De mandragora,98r
ruel,row651,219,Liber quartus,99,Cap LXXX,De aconito,99r
ruel,row652,219,Liber quartus,99,Cap LXXXI,De altero aconito,99r
ruel,row653,220,Liber quartus,0,Cap LXXXII,De cicuta,99v
ruel,row654,220,Liber quartus,0,Cap LXXXIII,De taxo,99v
ruel,row655,220,Liber quartus,0,Cap LXXXIIII,De apocyno,99v
ruel,row656,221,Liber quartus,100,Cap LXXXV,De nerio seu rhodendro,100r
ruel,row657,221,Liber quartus,100,Cap LXXXVI,De fungis,100r
ruel,row658,221,Liber quartus,100,Cap LXXXVII,De colchico,100r
ruel,row659,222,Liber quartus,0,Cap LXXXVIII,,100v
ruel,row660,222,Liber quartus,0,Cap LXXXIX,,100v
ruel,row661,222,Liber quartus,0,Cap XC,,100v
ruel,row662,222,Liber quartus,0,Cap XCI,De semperuvino seu sedo magno,100v
ruel,row663,223,Liber quartus,101,Cap XCII,De minore semperuvino,101r
ruel,row664,223,Liber quartus,101,Cap XCIII,De veneris umbilico,101r
ruel,row665,223,Liber quartus,101,Cap XCIIII,De altero veneris umbilico,101r
ruel,row666,224,Liber quartus,0,Cap XCV,De urtica,101v
ruel,row667,224,Liber quartus,0,Cap XCVI,De galiopsi,101v
ruel,row668,224,Liber quartus,0,Cap XCVII,De gallio,101v
ruel,row669,224,Liber quartus,0,Cap XCVIII,De senetione,101v
ruel,row670,225,Liber quartus,102,Cap XCIX,De thalictro,102r
ruel,row671,225,Liber quartus,102,Cap C,De marino bryo,102r
ruel,row672,225,Liber quartus,102,Cap CI,De fuco marino,102r
ruel,row673,225,Liber quartus,102,Cap CII,De potamogetone,102r
ruel,row674,225,Liber quartus,102,Cap CIII,De stratiote,102r
ruel,row675,226,Liber quartus,0,Cap CIIII,De stratiote chiliophyllo,102v
ruel,row676,226,Liber quartus,0,Cap CV,De verbasco,102v
ruel,row677,226,Liber quartus,0,Cap CVI,De aethiopide,102v
ruel,row678,227,Liber quartus,103,Cap CVII,,103r
ruel,row679,227,Liber quartus,103,Cap CVIII,,103r
ruel,row680,227,Liber quartus,103,Cap CIX,,103r
ruel,row681,227,Liber quartus,103,Cap CX,,103r
ruel,row682,227,Liber quartus,103,Cap CXI,De capno seusumaria,103r
ruel,row683,228,Liber quartus,0,Cap CXII,De loto urbana,103v
ruel,row684,228,Liber quartus,0,Cap CXIII,,103v
ruel,row685,228,Liber quartus,0,Cap CXIIII,,103v
ruel,row686,228,Liber quartus,0,Cap CXV,,103v
ruel,row687,228,Liber quartus,0,Cap CXVI,De millefolio,103v
ruel,row688,229,Liber quartus,104,Cap CXVII,De myrrhide,104r
ruel,row689,229,Liber quartus,104,Cap CXVIII,,104r
ruel,row690,229,Liber quartus,104,Cap CXIX,,104r
ruel,row691,229,Liber quartus,104,Cap CXX,,104r
ruel,row692,229,Liber quartus,104,Cap CXXI,De altere seu inguinali,104r
ruel,row693,230,Liber quartus,0,Cap CXXII,De Isopyro,104v
ruel,row694,230,Liber quartus,0,Cap CXXIII,,104v
ruel,row695,230,Liber quartus,0,Cap CXXIIII,,104v
ruel,row696,230,Liber quartus,0,Cap CXXV,,104v
ruel,row697,230,Liber quartus,0,Cap CXXVI,De psudobunio,104v
ruel,row698,231,Liber quartus,105,Cap CXXVII,De chamaecisso,105r
ruel,row699,231,Liber quartus,105,Cap CXXVIII,,105r
ruel,row700,231,Liber quartus,105,Cap CXXIX,,105r
ruel,row701,231,Liber quartus,105,Cap CXXX,,105r
ruel,row702,231,Liber quartus,105,Cap CXXXI,,105r
ruel,row703,231,Liber quartus,105,Cap CXXXII,De leontopodio,105r
ruel,row704,232,Liber quartus,0,Cap CXXXIII,De hippoglosso,105v
ruel,row705,232,Liber quartus,0,Cap CXXXIIII,,105v
ruel,row706,232,Liber quartus,0,Cap CXXXV,,105v
ruel,row707,232,Liber quartus,0,Cap CXXXVI,,105v
ruel,row708,232,Liber quartus,0,Cap CXXXVII,De adianto,105v
ruel,row709,233,Liber quartus,106,Cap CXXXVIII,De fidicula seu trichomane,106r
ruel,row710,233,Liber quartus,106,Cap CXXXIX,De xanthio et lapa,106r
ruel,row711,233,Liber quartus,106,Cap CXL,De Avena,106r
ruel,row712,233,Liber quartus,106,Cap CXLI,De bromo avenae genere,106r
ruel,row713,234,Liber quartus,0,Cap CXLII,,106v
ruel,row714,234,Liber quartus,0,Cap CXLIII,,106v
ruel,row715,234,Liber quartus,0,Cap CXLIIII,,106v
ruel,row716,234,Liber quartus,0,Cap CXLV,,106v
ruel,row717,234,Liber quartus,0,Cap CXLVI,,106v
ruel,row718,234,Liber quartus,0,Cap CXLVII,De rusco,106v
ruel,row719,235,Liber quartus,107,Cap CXLVIII,De lauro alexandrina,107r
ruel,row720,235,Liber quartus,107,Cap CXLIX,De daphnoide,107r
ruel,row721,235,Liber quartus,107,Cap CL,De camaedaphne,107r
ruel,row722,236,Liber quartus,0,Cap CLI,De albo veratro,107v
ruel,row723,236,Liber quartus,0,Cap CLII,De veratro nigro,107v
ruel,row724,237,Liber quartus,108,Cap CLIII,De sesamoide magno,108r
ruel,row725,237,Liber quartus,108,Cap CLIIII,De sesamoide paruo,108r
ruel,row726,238,Liber quartus,0,Cap CLV,De sylvestri cucumere,108v
ruel,row727,238,Liber quartus,0,Cap CLVI,De elaterio,108v
ruel,row728,239,Liber quartus,109,Cap CLVII,De sativo cucumere,109r
ruel,row729,239,Liber quartus,109,Cap CLVIII,De straphide agria,109r
ruel,row730,240,Liber quartus,0,Cap CLIX,De thapsia,109v
ruel,row731,240,Liber quartus,0,Cap CLX,De psartio,109v
ruel,row732,241,Liber quartus,110,Cap CLXI,De silybo,110r
ruel,row733,241,Liber quartus,110,Cap CLXII,De vomitorio bulbo,110r
ruel,row734,241,Liber quartus,110,Cap CLXIII,De unguentaria glande,110r
ruel,row735,241,Liber quartus,110,Cap CLXIIII,De narcisso,110r
ruel,row736,242,Liber quartus,0,Cap CLXV,De Hippophae,110v
ruel,row737,242,Liber quartus,0,Cap CLXVI,De hippophaesto,110v
ruel,row738,242,Liber quartus,0,Cap CLXVII,De ricino,110v
ruel,row739,243,Liber quartus,111,Cap CLXVIII,De tithymalorum generibus,111r
ruel,row740,243,Liber quartus,111,Cap CLXIX,De characia appellato,111r
ruel,row741,244,Liber quartus,0,Cap CLXX,De foemina,111v
ruel,row742,244,Liber quartus,0,Cap CLXXI,,111v
ruel,row743,244,Liber quartus,0,Cap CLXXII,,111v
ruel,row744,244,Liber quartus,0,Cap CLXXIII,,111v
ruel,row745,244,Liber quartus,0,Cap CLXXIIII,,111v
ruel,row746,244,Liber quartus,0,Cap CLXXV,De platyphyllo,111v
ruel,row747,245,Liber quartus,112,Cap CLXXVI,De pityusa,112r
ruel,row748,245,Liber quartus,112,Cap CLXXVII,De lathyri,112r
ruel,row749,245,Liber quartus,112,Cap CLXXIX,De peplo,112r
ruel,row750,245,Liber quartus,112,Cap CLXXX,De peplide,112r
ruel,row751,246,Liber quartus,0,Cap CLXXXI,De chamaesyce,112v
ruel,row752,246,Liber quartus,0,Cap CLXXXII,De scammonia,112v
ruel,row753,247,Liber quartus,113,Cap CLXXXII,De chamalaea,113r
ruel,row754,247,Liber quartus,113,Cap CLXXXIII,De thymelaea,113r
ruel,row755,248,Liber quartus,0,Cap CLXXXIIII,De sabuco,113v
ruel,row756,248,Liber quartus,0,Cap CLXXXV,De ebulo,113v
ruel,row757,248,Liber quartus,0,Cap CLXXXVI,De pygnocomo,113v
ruel,row758,249,Liber quartus,114,Cap CLXXXVII,De apio ceu radice sylvertri,114r
ruel,row759,249,Liber quartus,114,Cap CLXXXVIII,De colocyntha aegos aliys sicya picra,114r
ruel,row760,249,Liber quartus,114,Cap CLXXXIX,De epithymo,114r
ruel,row761,249,Liber quartus,114,Cap CXC,De alypo,114r
ruel,row762,250,Liber quartus,0,Cap CXCI,,114v
ruel,row763,250,Liber quartus,0,Cap CXCII,,114v
ruel,row764,250,Liber quartus,0,Cap CXCIII,,114v
ruel,row765,250,Liber quartus,0,Cap CXCIIII,De vite alba,114v
ruel,row766,251,Liber quartus,115,Cap CXCV,De vite nigra,115r
ruel,row767,251,Liber quartus,115,Cap CXCVI,De filice,115r
ruel,row768,252,Liber quartus,0,Cap CXCVII,De filice foemina,115v
ruel,row769,252,Liber quartus,0,Cap CXCVIII,De filicula,115v
ruel,row770,252,Liber quartus,0,Cap CXCIX,De dryopteri,115v
ruel,row771,252,Liber quartus,0,Cap CC,De cnico,115v
ruel,row772,253,Liber quartus,116,Cap CCI,De mercuriali,116r
ruel,row773,253,Liber quartus,116,Cap CCII,De cynocrambae,116r
ruel,row774,253,Liber quartus,116,Cap CCIII,De heliotropio magno,116r
ruel,row775,254,Liber quartus,0,Cap CCIIII,De heliotropio paruo,116v
ruel,row776,254,Liber quartus,0,Cap CCV,De scorpioide,116v
ruel,row777,255,Liber quintus,117,Cap I,De vinifera vitae,117r
ruel,row778,255,Liber quintus,117,Cap II,De sylvestri vite,117r
ruel,row779,255,Liber quintus,117,Cap III,De vua,117r
ruel,row780,256,Liber quintus,0,Cap IIII,De vua passa,117v
ruel,row781,256,Liber quintus,0,Cap V,De oenanthe,117v
ruel,row782,256,Liber quintus,0,Cap VI,De omphacio,117v
ruel,row783,257,Liber quintus,118,Cap VII,De vini natura,118r
ruel,row784,260,Liber quintus,0,Cap VIII,De melitide vino,118v
ruel,row785,260,Liber quintus,0,Cap IX,de mulso,118v
ruel,row786,260,Liber quintus,0,Cap X,De aqua mulsa,118v
ruel,row787,260,Liber quintus,0,Cap XI,De aqua,118v
ruel,row788,261,Liber quintus,120,Cap XII,De aqua marina,120r
ruel,row789,261,Liber quintus,120,Cap XIII,De thalasso melite,120r
ruel,row790,261,Liber quintus,120,Cap XIIII,De aceto,120r
ruel,row791,262,Liber quintus,0,Cap XV,De aceto mulso,120v
ruel,row792,262,Liber quintus,0,Cap XVI,De acida muria,120v
ruel,row793,262,Liber quintus,0,Cap XVII,De thymoxalme,120v
ruel,row794,262,Liber quintus,0,Cap XVIII,De scyllino aceto,120v
ruel,row795,263,Liber quintus,121,Cap XIX,De vino scyllino,121r
ruel,row796,263,Liber quintus,121,Cap XX,De vinis marinis,121r
ruel,row797,264,Liber quintus,0,Cap XXI,,121v
ruel,row798,264,Liber quintus,0,Cap XXII,,121v
ruel,row799,264,Liber quintus,0,Cap XXIII,,121v
ruel,row800,264,Liber quintus,0,Cap XXIIII,,121v
ruel,row801,264,Liber quintus,0,Cap XXV,,121v
ruel,row802,264,Liber quintus,0,Cap XXVI,,121v
ruel,row803,264,Liber quintus,0,Cap XXII,De vino rhoite,121v
ruel,row804,265,Liber quintus,122,Cap XXVIII,De vino rhodite,122r
ruel,row805,265,Liber quintus,122,Cap XXIX,,122r
ruel,row806,265,Liber quintus,122,Cap XXX,,122r
ruel,row807,265,Liber quintus,122,Cap XXXI,,122r
ruel,row808,265,Liber quintus,122,Cap XXXII,,122r
ruel,row809,265,Liber quintus,122,Cap XXXIII,De vino catorchite,122r
ruel,row810,266,Liber quintus,0,Cap XXXIIII,De vino sycomorite,122v
ruel,row811,266,Liber quintus,0,Cap XXXV,,122v
ruel,row812,266,Liber quintus,0,Cap XXXVI,,122v
ruel,row813,266,Liber quintus,0,Cap XXXVII,De vino cedrino,122v
ruel,row814,267,Liber quintus,123,Cap XXXVIII,De vino juniperino,123r
ruel,row815,267,Liber quintus,123,Cap XXXIX,De vino cedrite,123r
ruel,row816,267,Liber quintus,123,Cap XL,De vino picato,123r
ruel,row817,267,Liber quintus,123,Cap XLI,De vino absinthite,123r
ruel,row818,268,Liber quintus,0,Cap XLII,De vino hyssopite,123v
ruel,row819,268,Liber quintus,0,cap XLIII,De vino chamaedryte,123v
ruel,row820,268,Liber quintus,0,Cap XLIIII,,123v
ruel,row821,268,Liber quintus,0,Cap XLV,,123v
ruel,row822,268,Liber quintus,0,Cap XLVI,,123v
ruel,row823,268,Liber quintus,0,Cap XLVII,,123v
ruel,row824,268,Liber quintus,0,Cap XLVIII,De vino bunite,123v
ruel,row825,269,Liber quintus,124,Cap XLIX,De vino dictamnite,124r
ruel,row826,269,Liber quintus,124,Cap L,,124r
ruel,row827,269,Liber quintus,124,Cap LI,,124r
ruel,row828,269,Liber quintus,124,Cap LII,,124r
ruel,row829,269,Liber quintus,124,Cap LIII,,124r
ruel,row830,269,Liber quintus,124,Cap LIII,,124r
ruel,row831,269,Liber quintus,124,Cap LV,,124r
ruel,row832,269,Liber quintus,124,Cap LV,De vino aromatite,124r
ruel,row833,270,Liber quintus,0,Cap LVII,De vino e pipete myrrha et iride,124v
ruel,row834,270,Liber quintus,0,Cap LVIII,,124v
ruel,row835,270,Liber quintus,0,Cap LIX,,124v
ruel,row836,270,Liber quintus,0,Cap LX,,124v
ruel,row837,270,Liber quintus,0,Cap LXI,,124v
ruel,row838,270,Liber quintus,0,Cap LXII,,124v
ruel,row839,270,Liber quintus,0,Cap LXIII,De salviato vin,124v
ruel,row840,271,Liber quintus,125,Cap LXIIII,De panacite vino,125r
ruel,row841,271,Liber quintus,125,Cap LXV,,125r
ruel,row842,271,Liber quintus,125,Cap LXVI,,125r
ruel,row843,271,Liber quintus,125,Cap LXVII,,125r
ruel,row844,271,Liber quintus,125,Cap LXVIII,,125r
ruel,row845,271,Liber quintus,125,Cap LXIX,,125r
ruel,row846,271,Liber quintus,125,Cap LXX,De vino e chamaelaea,125r
ruel,row847,272,Liber quintus,0,Cap LXXI,De vino chamaepityino,125v
ruel,row848,272,Liber quintus,0,Cap LXXII,De vino mandragorite,125v
ruel,row849,272,Liber quintus,0,Cap LXXIII,De vino helleborite,125v
ruel,row850,272,Liber quintus,0,Cap LXXIIII,De vino scammonite,125v
ruel,row851,273,Liber quintus,126,Cap LXXV,De omnibus metallicis et primu de cadmia,126r
ruel,row852,274,Liber quintus,0,Cap LXXVI,De pompholyge,126v
ruel,row853,275,Liber quintus,127,Cap LXXVII,De antispodo,127r
ruel,row854,276,Liber quintus,0,Cap LXXVIII,De aere vito,127v
ruel,row855,276,Liber quintus,0,Cap LXXIX,De flore aeris,127v
ruel,row856,277,Liber quintus,128,Cap LXXX,De squamma aeris,128r
ruel,row857,277,Liber quintus,128,Cap LXXXI,De squamma ex acie decussa,128r
ruel,row858,277,Liber quintus,128,Cap LXXXII,De erugine rasa,128r
ruel,row859,278,Liber quintus,0,Cap LXXXIII,De aerugine scolecia,128v
ruel,row860,279,Liber quintus,129,Cap LXXXIIII,De rubigine ferri,129r
ruel,row861,279,Liber quintus,129,Cap LXXXV,De stercore ferri,129r
ruel,row862,279,Liber quintus,129,Cap LXXXVI,De plumbo eloto,129r
ruel,row863,280,Liber quintus,0,Cap LXXXVII,De plumbo vito,129v
ruel,row864,280,Liber quintus,0,Cap LXXXVIII,,129v
ruel,row865,280,Liber quintus,0,Cap LXXXIX,,129v
ruel,row866,280,Liber quintus,0,Cap XC,De stibio,129v
ruel,row867,281,Liber quintus,130,Cap XCXI,De molibdaena seu plumbagine,130r
ruel,row868,281,Liber quintus,130,cap XCII,De recremento argenti,130r
ruel,row869,281,Liber quintus,130,Cap XCIII,Di spuma argenti,130r
ruel,row870,283,Liber quintus,131,Cap XCIIII,De cerusa,131r
ruel,row871,283,Liber quintus,131,Cap XCV,De chrysocolla,131r
ruel,row872,284,Liber quintus,0,Cap XCVI,De armenio lapide,131v
ruel,row873,284,Liber quintus,0,Cap XCVII,,131v
ruel,row874,284,Liber quintus,0,Cap XCVIII,,131v
ruel,row875,284,Liber quintus,0,Cap XCIX,,131v
ruel,row876,284,Liber quintus,0,Cap C,De cinnabari,131v
ruel,row877,285,Liber quintus,132,Cap CI,De argento vino,132r
ruel,row878,285,Liber quintus,132,Cap CII,De rubrica ceu minio sinopico,132r
ruel,row879,285,Liber quintus,132,Cap CIII,De rubrica fabrili,132r
ruel,row880,286,Liber quintus,0,Cap CIIII,De lemnia terra,132v
ruel,row881,286,Liber quintus,0,Cap CV,De attramento futorio,132v
ruel,row882,286,Liber quintus,0,Cap CVI,De chalcite,132v
ruel,row883,287,Liber quintus,133,Cap CVII,De psorico,133r
ruel,row884,287,Liber quintus,133,Cap CVIII,,133r
ruel,row885,287,Liber quintus,133,Cap CIX,,133r
ruel,row886,287,Liber quintus,133,cap CX,De sory,133r
ruel,row887,288,Liber quintus,0,Cap CXI,De diphryge,133v
ruel,row888,288,Liber quintus,0,Cap CXII,De auripigmento,133v
ruel,row889,289,Liber quintus,134,Cap CXIII,De sandaracha,134r
ruel,row890,289,Liber quintus,134,Cap CXIIII,De alumine,134r
ruel,row891,290,Liber quintus,0,Cap CXV,De sulphure,134v
ruel,row892,290,Liber quintus,0,Cap CXVI,De pumice,134v
ruel,row893,290,Liber quintus,0,Cap CXVII,De sale,134v
ruel,row894,291,Liber quintus,135,Cap CXVIII,De spuma salis,135r
ruel,row895,291,Liber quintus,135,Cap CXIX,De muria,135r
ruel,row896,292,Liber quintus,0,Cap CXX,De flore salis,135v
ruel,row897,292,Liber quintus,0,Cap CXXI,De nitro,135v
ruel,row898,292,Liber quintus,0,Cap CXXII,De spuma nitri,135v
ruel,row899,292,Liber quintus,0,Cap CXXIII,De faece,135v
ruel,row900,293,Liber quintus,136,Cap CXXIIII,De calce,136r
ruel,row901,293,Liber quintus,136,Cap CXXV,De gypso,136r
ruel,row902,293,Liber quintus,136,Cap CXXVI,De sarmenticio cinere,136r
ruel,row903,293,Liber quintus,136,Cap CXXVII,De alcyonio,136r
ruel,row904,294,Liber quintus,0,Cap CXXVIII,De adarche,136v
ruel,row905,294,Liber quintus,0,Cap CXXIX,De spongiis,136v
ruel,row906,295,Liber quintus,137,Cap CXXX,De corallio,137r
ruel,row907,295,Liber quintus,137,Cap CXXXI,,137r
ruel,row908,295,Liber quintus,137,Cap CXXXII,,137r
ruel,row909,295,Liber quintus,137,Cap CXXXIII,De asio lapide,137r
ruel,row910,296,Liber quintus,0,Cap CXXXIIII,De pyrite lapide,137v
ruel,row911,296,Liber quintus,0,Cap CXXXV,De haematite lapide,137v
ruel,row912,297,Liber quintus,138,Cap CXXXVI,De schisto lapide,138r
ruel,row913,297,Liber quintus,138,Cap CXXXVII,,138r
ruel,row914,297,Liber quintus,138,Cap CXXXVIII,,138r
ruel,row915,297,Liber quintus,138,Cap CXXXIX,,138r
ruel,row916,297,Liber quintus,138,Cap CXL,De arabo lapide,138r
ruel,row917,298,Liber quintus,0,Cap CXLI,De galactite,138v
ruel,row918,298,Liber quintus,0,Cap CXLII,,138v
ruel,row919,298,Liber quintus,0,Cap CXLIII,,138v
ruel,row920,298,Liber quintus,0,Cap CXLIIII,,138v
ruel,row921,298,Liber quintus,0,Cap CXLV,,138v
ruel,row922,298,Liber quintus,0,Cap CXLVI,,138v
ruel,row923,298,Liber quintus,0,Cap CXLVII,De amianto,138v
ruel,row924,299,Liber quintus,139,Cap CXLVIII,De sapphiro,139r
ruel,row925,299,Liber quintus,139,Cap CXLIX,,139r
ruel,row926,299,Liber quintus,139,Cap CL,,139r
ruel,row927,299,Liber quintus,139,Cap CLI,,139r
ruel,row928,299,Liber quintus,139,Cap CLII,De aetite lapide,139r
ruel,row929,300,Liber quintus,0,Cap CLIII,De ophite lapide,139v
ruel,row930,300,Liber quintus,0,Cap CLIIII,,139v
ruel,row931,300,Liber quintus,0,Cap CLV,,139v
ruel,row932,300,Liber quintus,0,Cap CLVI,,139v
ruel,row933,300,Liber quintus,0,cap CLVII,,139v
ruel,row934,300,Liber quintus,0,Cap CLVIII,,139v
ruel,row935,300,Liber quintus,0,Cap CLIX,,139v
ruel,row936,300,Liber quintus,0,Cap CLX,De lapide geode,139v
ruel,row937,301,Liber quintus,140,Cap CLXI,De terra,140r
ruel,row938,301,Liber quintus,140,Cap CLXII,,140r
ruel,row939,301,Liber quintus,140,Cap CLXIII,,140r
ruel,row940,301,Liber quintus,140,Cap CLXIIII,,140r
ruel,row941,301,Liber quintus,140,Cap CLXV,De chia terra,140r
ruel,row942,302,Liber quintus,0,Cap CLXVI,De selinusia terra,140v
ruel,row943,302,Liber quintus,0,Cap CLXVII,,140v
ruel,row944,302,Liber quintus,0,Cap CLXVIII,,140v
ruel,row945,302,Liber quintus,0,Cap CLXIX,,140v
ruel,row946,302,Liber quintus,0,Cap CLXX,,140v
ruel,row947,302,Liber quintus,0,Cap CLXXI,,140v
ruel,row948,302,Liber quintus,0,Cap CLXXII,De ampelitide terra,140v
ruel,row949,303,Liber quintus,141,Cap CLXXIII,De fuligine pictoria,141r
ruel,row950,303,Liber quintus,141,Cap LXXIIII,De attramento librario,141r
