edition_id,citation_ref,manifest_url,canvas_id,canvas_label,canvas_index,target_url,status,notes
barbaro,c154|p15r|i33,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0033.jpg,provisional,
barbaro,c155|p15v|i34,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0034.jpg,provisional,
barbaro,c156|p15v|i34,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0034.jpg,provisional,
barbaro,c157|p15v|i34,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0034.jpg,provisional,
barbaro,c158|p16r|i35,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0035.jpg,provisional,
barbaro,c159|p16r|i35,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0035.jpg,provisional,
barbaro,c15|p3r|i7,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0007.jpg,provisional,
barbaro,c160|p16r|i35,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0035.jpg,provisional,
barbaro,c161|p16r|i35,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0035.jpg,provisional,
barbaro,c163|p16v|i36-r164,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0036.jpg,provisional,
barbaro,c163|p16v|i36-r165,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0036.jpg,provisional,
barbaro,c164|p16v|i36,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0036.jpg,provisional,
barbaro,c165|p16v|i36,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0036.jpg,provisional,
barbaro,c166|p17r|i37,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0037.jpg,provisional,
barbaro,c167|p17r|i37,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0037.jpg,provisional,
barbaro,c168|p17v|i38,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0038.jpg,provisional,
barbaro,c168|p28v|i60,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0060.jpg,provisional,
barbaro,c169|p17v|i38,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0038.jpg,provisional,
barbaro,c16|p3r|i7,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0007.jpg,provisional,
barbaro,c170|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c171|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c172|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c173|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c174|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c175|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c176|p18r|i39,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0039.jpg,provisional,
barbaro,c177|p18v|i40,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0040.jpg,provisional,
barbaro,c178|p19r|i41,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0041.jpg,provisional,
barbaro,c179|p19r|i41,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0041.jpg,provisional,
barbaro,c17|p3r|i7,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0007.jpg,provisional,
barbaro,c180|p19r|i41,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0041.jpg,provisional,
barbaro,c181|p19r|i41,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0041.jpg,provisional,
barbaro,c182|p19v|i42,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0042.jpg,provisional,
barbaro,c183|p19v|i42,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0042.jpg,provisional,
barbaro,c185|p20r|i43,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0043.jpg,provisional,
barbaro,c186|p20r|i43,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0043.jpg,provisional,
barbaro,c187|p20r|i43,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0043.jpg,provisional,
barbaro,c188|p20r|i43,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0043.jpg,provisional,
barbaro,c189|p20v|i44,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0044.jpg,provisional,
barbaro,c18|p3r|i7,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0007.jpg,provisional,
barbaro,c190|p20v|i44,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0044.jpg,provisional,
barbaro,c191|p20v|i44,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0044.jpg,provisional,
barbaro,c192|p21r|i45,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0045.jpg,provisional,
barbaro,c193|p21r|i45,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0045.jpg,provisional,
barbaro,c194|p21r|i45,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0045.jpg,provisional,
barbaro,c195|p21v|i46,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0046.jpg,provisional,
barbaro,c196|p22r|i47,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0047.jpg,provisional,
barbaro,c197|p22r|i47,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0047.jpg,provisional,
barbaro,c198|p22r|i47,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0047.jpg,provisional,
barbaro,c199|p22r|i47,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0047.jpg,provisional,
barbaro,c19|p3v|i8,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0008.jpg,provisional,
barbaro,c1|p1r|i3,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0003.jpg,provisional,
barbaro,c200|p22r|i47,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0047.jpg,provisional,
barbaro,c201|p22v|i48,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0048.jpg,provisional,
barbaro,c202|p22v|i48,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0048.jpg,provisional,
barbaro,c203|p22v|i48,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0048.jpg,provisional,
barbaro,c204|p22v|i48,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0048.jpg,provisional,
barbaro,c205|p23r|i49,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0049.jpg,provisional,
barbaro,c206|p23r|i49,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0049.jpg,provisional,
barbaro,c207|p23r|i49,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0049.jpg,provisional,
barbaro,c208|p23r|i49,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0049.jpg,provisional,
barbaro,c209|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c20|p3v|i8,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0008.jpg,provisional,
barbaro,c210|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c211|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c212|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c213|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c214|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c216|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c217|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c218|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c219|p24r|i51,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0051.jpg,provisional,
barbaro,c21|p3v|i8,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0008.jpg,provisional,
barbaro,c220|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c221|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c222|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c223|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c224|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c225|p23v|i50,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0050.jpg,provisional,
barbaro,c225|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c226|p24v|i52,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0052.jpg,provisional,
barbaro,c227|p25r|i53,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0053.jpg,provisional,
barbaro,c228|p25r|i53,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0053.jpg,provisional,
barbaro,c229|p25r|i53,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0053.jpg,provisional,
barbaro,c22|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c230|p25r|i53,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0053.jpg,provisional,
barbaro,c231|p25r|i53,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0053.jpg,provisional,
barbaro,c232|p25v|i54,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0054.jpg,provisional,
barbaro,c233|p25v|i54,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0054.jpg,provisional,
barbaro,c234|p25v|i54,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0054.jpg,provisional,
barbaro,c235|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c236|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c237|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c238|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c239|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c23|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c240|p26r|i55,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0055.jpg,provisional,
barbaro,c241|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c242|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c243|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c244|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c245|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c246|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c247|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c248|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c249|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c24|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c250|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c251|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c252|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c253|p26v|i56,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0056.jpg,provisional,
barbaro,c254|p27r|i57-r255,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0057.jpg,provisional,
barbaro,c254|p27r|i57-r256,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0057.jpg,provisional,
barbaro,c255|p27r|i57,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0057.jpg,provisional,
barbaro,c256|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c257|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c258|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c259|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c25|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c260|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c261|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c262|p27v|i58,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0058.jpg,provisional,
barbaro,c263|p28r|i59,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0059.jpg,provisional,
barbaro,c264|p28r|i59,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0059.jpg,provisional,
barbaro,c265|p28r|i59,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0059.jpg,provisional,
barbaro,c266|p28r|i59,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0059.jpg,provisional,
barbaro,c267|p28r|i59,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0059.jpg,provisional,
barbaro,c269|p28v|i60,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0060.jpg,provisional,
barbaro,c26|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c270|p29r|i61,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0061.jpg,provisional,
barbaro,c271|p29r|i61,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0061.jpg,provisional,
barbaro,c272|p29r|i61,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0061.jpg,provisional,
barbaro,c273|p29r|i61,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0061.jpg,provisional,
barbaro,c274|p29r|i61,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0061.jpg,provisional,
barbaro,c275|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c276|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c277|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c278|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c279|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c27|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c280|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c281|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c282|p29v|i62,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0062.jpg,provisional,
barbaro,c283|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c284|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c285|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c286|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c287|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c288|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c289|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c28|p4r|i9,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0009.jpg,provisional,
barbaro,c290|p30r|i63,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0063.jpg,provisional,
barbaro,c291|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c292|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c293|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c294|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c295|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c296|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c297|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c298|p30v|i64,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0064.jpg,provisional,
barbaro,c299|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c29|p4v|i10,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0010.jpg,provisional,
barbaro,c2|p1r|i3,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0003.jpg,provisional,
barbaro,c300|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c301|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c302|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c303|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c304|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c305|p31r|i65,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0065.jpg,provisional,
barbaro,c306|p31v|i66,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0066.jpg,provisional,
barbaro,c307|p31v|i66,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0066.jpg,provisional,
barbaro,c308|p31v|i66,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0066.jpg,provisional,
barbaro,c309|p31v|i66,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0066.jpg,provisional,
barbaro,c30|p4v|i10,,,,,https://www.biusante.parisdescartes.fr/images/livres/00816x02/0010.jpg,provisional,
